investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,29.888940817612117,59.77788196551818
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,58.04391675744526,116.08783370581105
I1,N7,0.0,0.0
I1,N8,0.289065701108531,0.5781321283590898
I1,N9,42.48303583797778,84.96607196980406
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,54.84693062247636,110.6296169698048
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,17.074536738961402,47.944633226541114
I3,N7,0.0,0.0
I3,N8,15.70683637415139,31.41815177887866
I3,N9,33.22239566423271,93.28415853201012
I4,N1,3.751650442691669,7.503300924215171
I4,N2,0.0,0.0
I4,N3,11.65003331418568,32.706699192743116
I4,N4,5.603780178632709,11.207560395056156
I4,N5,0.0,0.0
I4,N6,24.881546503593334,69.86842268291929
I4,N7,0.0,0.0
I4,N8,77.5299176973083,217.70399837038232
I4,N9,11.745507723170803,32.98139000964687
