hour,lambda_system,system_net_injection_residual_mw
1,67.14077460653212,2.940406404036558e-14
2,67.15000064744609,1.4780719020209245e-14
3,67.15000064325389,3.303757997718315e-14
4,67.14081436507647,-2.787711988047623e-15
5,67.15000065013363,-9.093658882647101e-15
6,67.15000065575431,-6.185568666226136e-14
7,67.15000065894748,-1.739555362851274e-14
8,67.15000065945502,-1.4184638092572417e-14
9,67.14096813481385,-4.9495636007736334e-14
10,60.000000593922906,1.7876523678590214e-15
11,60.00000058958984,-1.0598563544688273e-14
12,60.0000005885546,4.43343664949477e-14
13,60.0000005878289,-2.671406027732522e-14
14,60.00000058693973,-2.0537563348522557e-14
15,60.00000058588356,-1.5884009827932399e-16
16,60.00000058821257,-2.14241983583875e-15
17,60.000000591236194,-1.0458221342340338e-14
18,67.1500006558392,-1.6956844123434036e-15
19,67.15000063044609,4.5770299902800106e-14
20,67.15000064570765,-2.2639127469975337e-14
21,67.15344945480649,-1.3537031353021128e-13
22,67.15000065965786,3.0629546509151185e-14
23,67.15000065779257,9.751977020854867e-14
24,67.1500006566842,-3.141619850761967e-14
