hour,lambda_system,system_net_injection_residual_mw
1,40.000000439218375,7.105427357601002e-15
2,40.000000398373025,-4.973799150320701e-14
3,40.000000394573874,2.842170943040401e-14
4,40.00000039361963,1.4210854715202004e-14
5,40.000000394326065,-5.684341886080802e-14
6,40.00000040570747,-3.552713678800501e-14
7,176.03423859559683,-1.3500311979441904e-13
8,256.0719633165357,-2.1316282072803006e-13
9,176.0342385985509,-1.7053025658242404e-13
10,80.00000079072282,-1.4210854715202004e-14
11,80.00000077679167,-3.375077994860476e-14
12,70.08768069042982,-7.105427357601002e-15
13,70.08768068657159,-4.263256414560601e-14
14,70.08768068643754,-4.263256414560601e-14
15,70.08768068813103,-1.4210854715202004e-14
16,70.08768070451582,-7.815970093361102e-14
17,80.00000078999689,-1.0658141036401503e-13
18,80.00000079125998,-5.684341886080802e-14
19,80.0000008230348,0.0
20,80.00000083272263,-8.526512829121202e-14
21,80.00000082945641,-8.526512829121202e-14
22,80.00000079087198,-5.684341886080802e-14
23,80.0000007901288,-5.684341886080802e-14
24,80.00000078746282,-1.1191048088221578e-13
