iteration,investor,node,x_power_mw,x_energy_mwh,proposed_x_power_mw,headroom_mw
1,I1,N1,6.0770025266060195,12.617935620930034,4.3957178951514555,90.92299729486426
1,I1,N2,3.1089173673487065,6.349094381004173,0.1555962390695798,93.89108255852277
1,I1,N3,8.284340554744837,17.032158521100495,7.549057935349767,88.71565927643584
1,I1,N4,9.782667937040607,20.024584825962236,9.689525624343725,45.25444517049148
1,I1,N5,11.03198145441926,22.588237787612808,11.474259220598944,85.96801834924678
1,I1,N6,65.8720028271046,193.79268730600643,89.8171468958637,31.127996954856087
1,I1,N7,13.603870167119142,27.764479937165103,15.148385953027347,83.39612959741943
1,I1,N8,6.33920799699974,16.702589988841858,4.770297138571057,90.6607918146411
1,I1,N9,3.00000401386427,6.000013120494742,5.734091813556627e-06,93.99999596743235
1,I2,N1,3.0000001785297266,6.0000003547350715,2.550424657576773e-07,90.92299729486426
1,I2,N2,3.0000000741285295,6.000000147437999,1.0589789866065919e-07,93.89108255852277
1,I2,N3,3.000000168819327,6.000000335363472,2.41170466165862e-07,88.71565927643584
1,I2,N4,44.962886892467914,202.3863107255778,59.94698127495417,45.25444517049148
1,I2,N5,3.00000019633396,6.000000390277299,2.80477085250528e-07,85.96801834924678
1,I2,N6,3.000000218039314,6.000000433649146,3.114847335667226e-07,31.127996954856087
1,I2,N7,3.0000002354614264,6.000000468457663,3.363734653758311e-07,83.39612959741943
1,I2,N8,3.0000001883591527,6.000000374259514,2.690845034033047e-07,90.6607918146411
1,I2,N9,3.0000000187033806,6.00000006016141,2.671911471741519e-08,93.99999596743235
2,I1,N1,1.8231008702903952,3.785380908904745,1.6044084151740894e-07,97.27689903706299
2,I1,N2,32.30143750486274,148.71053589388765,44.81251756379733,47.165182736398656
2,I1,N3,2.485302281174042,5.1096477838316146,1.6392941559264802e-07,96.57038105112898
2,I1,N4,2.9348079231149673,6.00739052841548,1.0774289692776887e-05,63.861509280500805
2,I1,N5,3.5834027843062626,7.324088028867324,0.39115478282926314,95.51659712166227
2,I1,N6,46.83911351961814,112.29283153139797,38.6821609592668,52.26088637911891
2,I1,N7,4.4300815113013625,9.027184900103284,0.4984578016651708,94.6699183808502
2,I1,N8,50.078599753202646,101.36445170148052,68.8240533630039,49.0214001572752
2,I1,N9,0.9000015673768249,1.8000046593249004,5.18882205462095e-07,98.19999839597486
2,I2,N1,0.90000009264662,1.80000021817639,5.58395741435619e-08,97.27689903706299
2,I2,N2,20.533379758738604,93.68421720878213,28.04768533785721,47.165182736398656
2,I2,N3,0.9443166676969872,2.0074019453556606,0.06330945293026993,96.57038105112898
2,I2,N4,33.20368279638423,152.9812355476608,28.164023898062652,63.861509280500805
2,I2,N5,0.9000000940314716,1.8000002098175065,5.018754778201052e-08,95.51659712166227
2,I2,N6,0.9000001012629569,1.800000223413274,5.121594658916895e-08,52.26088637911891
2,I2,N7,0.9000001078484273,1.8000002369786687,5.3157141812759505e-08,94.6699183808502
2,I2,N8,0.9000000895221516,1.8000001928094316,4.7163436590600357e-08,49.0214001572752
2,I2,N9,0.9000000366483224,1.8000001083046882,4.433901158171068e-08,98.19999839597486
3,I1,N1,0.5469302686019157,1.1356143045487306,1.0735424441931161e-08,99.18306929306112
3,I1,N2,9.690435307939739,44.613179805716996,5.794972734562831e-06,73.96628927792176
3,I1,N3,29.989807645728767,138.39582977092695,41.77745280196651,65.23362998917628
3,I1,N4,0.8804424262071826,1.8022172576662028,7.038956040011932e-08,62.049922889953315
3,I1,N5,1.0750211262272,2.1972269879965007,4.1562188731465233e-07,98.6549787272156
3,I1,N6,41.063816041908254,87.71201342875199,38.58868855146116,58.66618363621802
3,I1,N7,3.039441275094937,6.128989110727014,2.4434526024350403,96.69055851845731
3,I1,N8,65.23372796197063,130.82963157975078,71.72878290858547,34.49627200848701
3,I1,N9,0.27000061249590673,0.5400021135600498,2.0326122741619235e-07,99.45999931732483
3,I2,N1,0.270000438336956,0.5400008829196683,5.864899571114421e-07,99.18306929306112
3,I2,N2,16.343275414138503,75.76292896049122,14.54751640930989,73.96628927792176
3,I2,N3,4.776562365094949,9.588755309487874,6.4189533782655035,65.23362998917628
3,I2,N4,37.0696346838395,172.76229039541332,38.72647120703462,62.049922889953315
3,I2,N5,0.2700001465571866,0.5400002961684328,1.69068207268038e-07,98.6549787272156
3,I2,N6,0.27000032187372236,0.5400006463486029,4.1642119315614015e-07,58.66618363621802
3,I2,N7,0.27000020644775596,0.5400004157162005,2.487046110002276e-07,96.69055851845731
3,I2,N8,0.2700000295423635,0.5400000748567354,3.836739979273041e-09,34.49627200848701
