hour,lambda_system,system_net_injection_residual_mw
1,40.000000855223725,-7.815970093361102e-14
2,40.00000048577234,-7.105427357601002e-14
3,40.00000044504907,4.263256414560601e-14
4,40.000000434884456,5.684341886080802e-14
5,40.00000043993417,-5.684341886080802e-14
6,40.00000065691208,1.4210854715202004e-14
7,8453.878786888123,0.0
8,10000.000099875864,0.0
9,10000.000099829786,-2.842170943040401e-14
10,80.00000083676736,2.842170943040401e-14
11,80.00000048368878,-7.904787935331115e-14
12,40.000000792293605,5.684341886080802e-14
13,40.00000043754305,-2.842170943040401e-14
14,40.00000043125921,-9.947598300641403e-14
15,40.00000049361283,2.842170943040401e-14
16,40.00000551377184,-6.394884621840902e-14
17,80.00000079432465,-9.947598300641403e-14
18,80.00000085906275,0.0
19,10000.000098067867,0.0
20,10000.000099849049,0.0
21,10000.000099410074,-5.684341886080802e-14
22,80.00000083509701,8.526512829121202e-14
23,80.00000080111977,-5.684341886080802e-14
24,80.00000075455264,1.0658141036401503e-14
