hour,node,demand_mw,generation_mw,p_charge_mw,p_discharge_mw,storage_net_injection_mw,load_shed_mw,net_injection_mw,lambda_eur_per_mwh,xi_shed_dual
10,N3,326.16,188.34000185767562,4.860284107480168e-07,1.5108447111058218e-07,-3.3494393963743465e-07,-9.7925454101845e-09,-137.8199984870609,80.00000083676736,3.6903681287168804e-09
10,N4,326.16,0,4.859648315263414e-07,1.5109246195896061e-07,-3.348723695673808e-07,-9.79254541018428e-09,-326.1600003446649,80.00000083150793,3.6903681287150275e-09
10,N5,54.36,168.3498985940283,1.241429365556309e-07,54.29009437374948,54.29009424960655,-9.792545410184618e-09,168.27999283384233,80.00000078358443,-2.785779122886254e-08
11,N1,48.18,642.1800063446269,1.8211051370859737e-07,3.794785230667619e-07,1.9736800935816455e-07,-9.792545410218716e-09,594.0000065322023,80.00000047151026,-3.27137719273858e-08
11,N2,289.08,0,1.8220371861780976e-07,3.7904341282253223e-07,1.9683969420472247e-07,-9.792545410217553e-09,-289.07999981295285,80.00000048394968,2.881038013063382e-09
11,N3,289.08,295.41000292837566,1.8220281981740414e-07,3.790451084019533e-07,1.9684228858454913e-07,-9.792545410217556e-09,6.330003115425419,80.00000048368878,2.8810380130632614e-09
11,N4,289.08,0,1.8220015902245132e-07,3.7905951300069064e-07,1.9685935397823932e-07,-9.792545410217707e-09,-289.0799998129332,80.000000483369,2.8810380130631208e-09
11,N5,48.18,5.382734150906315,1.2414293077477118e-07,20.6272559612874,20.627255837144467,-9.792545410219272e-09,-22.17001002174176,80.00000047499728,-3.271377192732946e-08
12,N1,45.9,625.160005855414,5.5126579497160995,1.7049136173060202e-07,-5.512657779224738,-9.793256965868963e-09,573.7473480663961,40.00000078508879,-3.483550176243116e-08
12,N2,275.4,0,6.101521806316757,1.704914414844664e-07,-6.101521635825316,-9.793256965692103e-09,-281.5015216456186,40.00000079386594,2.5274163722265577e-09
12,N3,275.4,377.9700037348234,5.641399335217671,1.7049130708498193e-07,-5.641399164726364,-9.79325696605694e-09,96.92860456030385,40.000000792293605,2.52741637222578e-09
12,N4,275.4,0,6.0583194172681925,1.7049140442704468e-07,-6.058319246776788,-9.793256965776735e-09,-281.45831925657,40.00000079499171,2.5274163722271153e-09
12,N5,45.9,5.0276090571002845e-08,61.81611193335221,1.6835812918696897e-07,-61.81611176499408,-9.793256965793964e-09,-107.71611172451125,40.00000079105945,-3.4835501762324846e-08
13,N1,44.94,618.1300057851141,12.534848933317694,1.7049133337908468e-07,-12.53484876282636,-9.793256965855493e-09,560.6551570124944,40.00000043278443,-3.579326949678955e-08
13,N2,269.64,0,35.310114586167884,1.7049149217208316e-07,-35.310114415676395,-9.793256965739539e-09,-304.9501144254696,40.000000440169316,2.3677884173828454e-09
13,N3,269.64,428.2800042379233,17.957384271909458,1.7049122833471443e-07,-17.957384101418228,-9.793256965988464e-09,140.68262012671187,40.00000043754305,2.3677884173814954e-09
13,N4,269.64,0,19.991551150365126,1.704914309901111e-07,-19.991550979873693,-9.79325696579696e-09,-289.63155098966695,40.000000441573356,2.36778841738357e-09
13,N5,44.94,5.027609029814366e-08,61.816111932910786,1.6835818347386976e-07,-61.8161117645526,-9.793256965797193e-09,-106.75611172406977,40.00000043827102,-3.5793269496687644e-08
14,N1,44.46,610.3600057074142,12.832435201784412,1.7049133185629652e-07,-12.83243503129308,-9.79325696584507e-09,553.0675706663278,40.00000042695562,-3.628766376950027e-08
14,N2,266.76,0,37.22465158665626,1.704914904028683e-07,-37.22465141616477,-9.79325696572911e-09,-303.984651425958,40.00000043398473,2.285389371953287e-09
14,N3,266.76,430.0000042551234,18.66623570380184,1.7049122673907911e-07,-18.666235533310612,-9.79325696597804e-09,144.5737687120195,40.00000043125921,2.2853893719518476e-09
14,N4,266.76,0,20.62057638941121,1.7049142936600186e-07,-20.62057621891978,-9.79325696578653e-09,-287.38057622871304,40.00000043544689,2.2853893719540545e-09
14,N5,44.46,5.0276091185434576e-08,61.816111932517416,1.68358230325367e-07,-61.81611176415919,-9.793256965786766e-09,-106.27611172367635,40.0000004323003,-3.628766376939885e-08
15,N1,43.86,609.9900057037142,11.181750669844693,1.7049135357827937e-07,-11.181750499353338,-9.793256965844488e-09,554.9482551945677,40.000000487706956,-3.692087394304996e-08
15,N2,263.16,0,22.34746660496204,1.7049143397266948e-07,-22.347466434470608,-9.793256965667594e-09,-285.5074664442639,40.000000495663166,2.1798543428750775e-09
15,N3,263.16,393.0200038853234,14.241441891584632,1.704912993669235e-07,-14.241441721093333,-9.793256966032451e-09,115.61856215443677,40.00000049361283,2.1798543428739625e-09
15,N4,263.16,0,16.223239342052032,1.704913965394931e-07,-16.223239171560635,-9.793256965752226e-09,-279.3832391813539,40.00000049678843,2.179854342875683e-09
15,N5,43.86,5.0276092657160026e-08,61.81611193222771,1.6835826380858634e-07,-61.81611176386945,-9.793256965769468e-09,-105.67611172338661,40.00000049326735,-3.6920873942941515e-08
16,N1,45.48,611.1000057219518,3.4513490547788343e-05,1.7130459670609265e-07,-3.434218595108225e-05,-9.793254484696873e-09,565.6199713699725,40.000005504986525,-3.524954984582225e-08
16,N2,272.88,0,3.452475950054768e-05,1.713045634617881e-07,-3.4353454937085895e-05,-9.793254484718075e-09,-272.88003436324817,40.0000055146118,2.4584083463895335e-09
16,N3,272.88,322.07000317594,3.450520766069125e-05,1.7130463175527966e-07,-3.433390302893597e-05,-9.793254484720936e-09,49.18996883224367,40.00000551377184,2.4584083463891117e-09
16,N4,272.88,0,3.452031442888564e-05,1.7130458066017843e-07,-3.434900984822546e-05,-9.793254484690219e-09,-272.88003435880313,40.000005514976806,2.458408346389717e-09
16,N5,45.48,5.048773777031901e-08,23.569871691083673,1.702242421294722e-07,-23.56987152085943,-9.793254484563563e-09,-69.04987148016495,40.00000550979106,-3.5249549845735074e-08
17,N1,48.66,611.1000060338268,1.8219641296881674e-07,3.790761137199808e-07,1.968797007511641e-07,-9.79254541020906e-09,562.440006220914,80.00000077570964,-3.229242768641378e-08
17,N2,291.96,0,1.8221409798502565e-07,3.7899487575381934e-07,1.9678077776879368e-07,-9.792545410207792e-09,-291.9599998130118,80.00000079346333,2.9512620525309603e-09
17,N3,291.96,222.74000220167562,1.8221513683159237e-07,3.789875124487428e-07,1.9677237561715045e-07,-9.792545410207772e-09,-69.21999761134451,80.00000079432465,2.951262052531341e-09
17,N4,291.96,0,1.8221754920481262e-07,3.789781958434741e-07,1.967606466386615e-07,-9.79254541020798e-09,-291.9599998130319,80.00000079117453,2.9512620525299594e-09
17,N5,48.66,101.88418048056595,1.241429296577782e-07,37.475810669843604,37.475810545700675,-9.792545410209691e-09,90.69999101647409,80.00000077550052,-3.2292427686417074e-08
18,N1,50.04,615.5400060782268,4.855894116344218e-07,1.511375600413505e-07,-3.344518515930713e-07,-9.792545410183822e-09,565.5000057339826,80.00000079964742,-3.112608975217815e-08
18,N2,300.24,0,4.859892616437348e-07,1.5108961423047395e-07,-3.348996474132608e-07,-9.792545410182148e-09,-300.2400003446922,80.00000085442028,3.1456517081823287e-09
18,N3,300.24,103.20000100627563,4.860167797019208e-07,1.5108587120136823e-07,-3.349309085005526e-07,-9.792545410182093e-09,-197.03999933844784,80.00000085906275,3.1456517081842577e-09
18,N4,300.24,0,4.860686941252495e-07,1.5107995845060385e-07,-3.349887356746457e-07,-9.792545410181895e-09,-300.2400003447813,80.00000085269569,3.1456517081816074e-09
18,N5,50.04,250.8050763121865,1.2414293885714728e-07,31.254918115687747,31.254917991544808,-9.792545410182637e-09,232.0199942939388,80.00000078805593,-3.1126089752351845e-08
19,N1,50.52,609.9900060981644,-4.124105205912951e-09,18.425038159325993,18.425038163450097,-9.729516542660392e-09,577.8950442518849,1805.2174096404365,-3.073534305201184e-08
19,N2,303.12,0,-7.869967429385336e-09,3.403587702655686,3.4035877105256533,-9.541844286858782e-09,-299.71641229901616,10000.000097410637,3.192906314321561e-09
19,N3,303.12,13.760000137293119,-8.15359826958305e-09,4.086872241477674,4.086872249631273,-9.37524220724382e-09,-285.27312762245083,10000.000098067867,3.186796259944537e-09
19,N4,303.12,0,-8.648497421094246e-09,15.044410955774433,15.04441096442293,8.43122805446334,-279.6443609811137,10000.000099834358,2.9151835815707243e-09
19,N5,50.52,309.315922568574,1.2414293112263596e-07,27.942934216057267,27.942934091914335,-9.79254541012892e-09,286.7388566506958,80.0000007910562,-3.07353430562994e-08
20,N1,55.62,611.4700061129643,-4.121385955510653e-09,3.326130233397157e-05,3.326542371992708e-05,-9.729522302023161e-09,555.8500393686584,1805.217409366698,-2.700017136249822e-08
20,N2,333.72,0,-7.872699885401313e-09,47.26040855362711,47.26040856149981,-9.541717670889001e-09,-286.459591448042,10000.000099794159,3.6393175285295973e-09
20,N3,333.72,9.69717797834124e-09,-8.155104709352788e-09,26.445033359167784,26.44503336732289,-9.37506954620694e-09,-307.274966632355,10000.000099849049,3.5640233026487552e-09
20,N4,333.72,0,-8.648497421479969e-09,19.942730432730002,19.9427304413785,46.711813887957945,-267.06545567066354,10000.000099954319,2.7976037982149996e-09
20,N5,55.62,333.8424803973158,1.2414294034538787e-07,26.72749411902182,26.72749399487888,-9.792545410143108e-09,304.94997438240216,80.0000007914981,-2.700017136269538e-08
21,N1,53.88,615.5400061536643,-4.12410525369781e-09,18.42503883755198,18.425038841676084,-9.729516542572688e-09,580.0850449856109,1805.2174094391512,-2.8195054401168746e-08
21,N2,323.28,0,-7.869967429116652e-09,37.80749668342796,37.80749669129793,-9.541844286941508e-09,-285.4725033182439,10000.000099201166,3.582789099245304e-09
21,N3,323.28,9.697137061366599e-09,-8.153598269719976e-09,18.97320849882786,18.973208506981457,-9.375242207304055e-09,-304.3067914926966,10000.000099410074,3.5642885511182504e-09
21,N4,323.28,0,-8.648497421494093e-09,20.113795081245982,20.11379508989448,27.930729775373006,-275.2354751347325,10000.000099939174,2.848975858091758e-09
21,N5,53.88,312.01820426067354,1.241429295828435e-07,26.791520833323965,26.791520709181036,-9.792545410113887e-09,284.92972496006206,80.0000007912434,-2.8195054402313273e-08
22,N1,42.23999999999999,610.7300060301269,6.354799805437593e-07,1.3835237075620204e-07,-4.971276097875572e-07,-9.79254541017349e-09,568.4900055232067,80.00000079033816,-3.872039609922934e-08
22,N2,253.44,0,6.358945448306228e-07,1.3832760777642587e-07,-4.975669370541969e-07,-9.792545410172071e-09,-253.44000050735946,80.00000083141025,1.879933983830268e-09
22,N3,253.44,1.9102018404537936e-09,6.359214494988055e-07,1.383256236961559e-07,-4.975958258026496e-07,-9.792545410172031e-09,-253.44000050547817,80.00000083509701,1.879933983832422e-09
22,N4,253.44,0,6.359763605753877e-07,1.3832260389463768e-07,-4.976537566807501e-07,-9.792545410171927e-09,-253.44000050744629,80.00000081838655,1.8799339838226647e-09
22,N5,42.23999999999999,206.51666112504103,1.2414294270957684e-07,27.55333500597171,27.553334881828768,-9.792545410171553e-09,191.82999599707728,80.0000007856742,-3.8720396099327424e-08
23,N1,37.14,612.9500060523269,2.6477203708213434e-07,2.196232405902672e-07,-4.514879649186714e-08,-9.792545410187227e-09,575.8100059973855,80.00000077516667,-4.541059588779475e-08
23,N2,222.84,0,2.648054529803665e-07,2.1959711861263146e-07,-4.5208334367735024e-08,-9.792545410185782e-09,-222.84000005500087,80.00000079777105,7.649006859465161e-10
23,N3,222.84,1.910201834445869e-09,2.6480735726716393e-07,2.1959472786561533e-07,-4.5212629401548595e-08,-9.792545410185713e-09,-222.84000005309497,80.00000080111977,7.649006859490539e-10
23,N4,222.84,0,2.6481195555702025e-07,2.1959174710452334e-07,-4.52202084524969e-08,-9.792545410185903e-09,-222.84000005501275,80.00000078963856,7.649006859403751e-10
23,N5,37.14,100.32713398793018,1.2414293743559798e-07,29.522860311728383,29.522860187585447,-9.792545410186947e-09,92.70999416572306,80.00000077495892,-4.541059588780039e-08
24,N1,34.38,626.6400061892268,1.6637496775226234e-07,4.80808901195192e-07,3.1443393344292964e-07,-9.792545410212393e-09,592.2600064938682,80.00000073338617,-4.985891597843229e-08
24,N2,206.28,0,1.6638063317747575e-07,4.807611571908101e-07,3.1438052401333435e-07,-9.792545410210732e-09,-206.27999969541204,80.00000075139494,2.351400449593641e-11
24,N3,206.28,1.9102018236418605e-09,1.6638088490514948e-07,4.80754942638577e-07,3.1437405773342754e-07,-9.792545410210636e-09,-206.27999969350827,80.00000075455264,2.3514004498719046e-11
24,N4,206.28,0,1.663817098190647e-07,4.807507733424416e-07,3.143690635233769e-07,-9.792545410211104e-09,-206.27999969542347,80.00000074513108,2.3514004490414152e-11
24,N5,34.38,30.95200210315028,1.2414292908258707e-07,30.00799062126078,30.007990497117852,-9.792545410213457e-09,26.57999259047558,80.00000073517052,-4.985891597837568e-08
