iteration,regularization_stage,dual_tikhonov_gamma,proximal_coefficient_eur_per_mw2_day,complementarity_epsilon,investor,termination,solve_seconds,preparation_seconds,attempt_count,retry_status,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,max_complementarity_product,sum_complementarity_products,max_original_nodal_balance_residual_mw,total_absolute_original_nodal_balance_residual_mwh,max_hourly_system_balance_residual_mw,signed_primal_dual_gap_eur_per_day,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,max_undamped_delta_energy_mwh,max_undamped_rel_delta_power,max_undamped_rel_delta_energy,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
101,1,0.001,18.0,,I1,optimal,3.869124099961482,1.2652617000276223,1,not_needed,4555.875108787763,0.0,0.001405728457029909,0.0,0.0,0.06000000965055419,11.391067285119643,0.5400000593877179,0.001405728457029909,48.315722400884454,132.91757875245932,0.000409498205843878,0.0007740569255434647,0.021074257810862605,,,,0.043414156571024876,0.19773586575649915,0.0016379928233753388,0.003096227702173859,0.08429703127601929,,
101,1,0.001,18.0,,I2,optimal,2.2127586999558844,1.2642617000383325,1,not_needed,4333.667529405551,0.0,0.0013916848110966384,0.0,0.0,0.06000000814428352,11.391067131689061,0.5400000524407386,0.0013916848110966384,48.375645264149284,133.18264438895508,0.004812386271942248,0.010064389914684812,0.0152248694168636,,,,0.019249545087769215,0.1343974225662734,0.019249545087769215,0.04025755965873925,0.060899477668182704,,
101,1,0.001,18.0,,I3,optimal,2.8829852999770083,1.270999500004109,1,not_needed,125436.24362574075,0.0,0.0017112682689912617,0.0,0.0,0.060000038551270674,12.160974376860196,0.540000138323511,0.0017112682689912617,38.34706960475084,130.30319779943756,0.004480070064575482,0.004622397525005668,0.015235758478091145,,,,0.020565233604729283,0.13566006041838108,0.017920280258302314,0.018489590100022258,0.06094303391268229,,
101,1,0.001,18.0,,I4,optimal,2.9608677999931388,1.292454699985683,1,not_needed,186071.29219057702,0.0,0.001733873737975955,0.0,0.0,0.06000003965683742,12.160974419449916,0.5400001411679403,0.001733873737975955,52.2207029873141,151.1700911482347,0.005211166558389213,0.009775529276722095,0.015240681755890592,,,,0.020844666233556797,0.13607236253675836,0.020844666233556797,0.03910211710688827,0.06096272702506296,,
