investor,node,power_mw,energy_mwh
I1,N1,1.915410467598589e-06,3.861684471831353e-06
I1,N2,1.916170021203545e-06,3.8632120625559395e-06
I1,N3,22.21927624464119,74.04665998728595
I1,N4,1.915789129717351e-06,3.862420574163744e-06
I1,N5,1.9129235021367177e-06,3.856705770658746e-06
I1,N6,11.203468680978974,37.90219315887849
I1,N7,1.9164617779583754e-06,3.86378993460386e-06
I1,N8,12.792966833806492,25.73984367329652
I1,N9,6.508599795628085,18.095521067021526
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,21.0521851626598,71.41415601369238
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,11.232662436943558,37.8740195554451
I2,N7,0.0,0.0
I2,N8,12.842251142870195,25.69268184114499
I2,N9,8.393066003933075,22.98692337878515
I3,N1,1.3097482780764572e-06,2.6483666569700785e-06
I3,N2,1.3101470153508406e-06,2.6491810006507632e-06
I3,N3,27.42290839516341,89.1415897653817
I3,N4,1.3097482620907785e-06,2.6483666252698824e-06
I3,N5,1.3097337569318328e-06,2.6483478922147104e-06
I3,N6,11.06805047943646,37.54308885526376
I3,N7,1.3103148089235682e-06,2.64953892013117e-06
I3,N8,12.564588554795947,25.13545827174052
I3,N9,2.508512133985989,6.067694960107223
I4,N1,4.787222310101768e-06,9.693864162918819e-06
I4,N2,4.998437751029397e-06,1.011797410849507e-05
I4,N3,17.5032885669639,58.59525473476985
I4,N4,4.791399061914089e-06,9.702361168588136e-06
I4,N5,4.940407631240589e-06,1.000115633399096e-05
I4,N6,12.120937280764615,40.488580933515735
I4,N7,4.999357552842903e-06,1.0119914437466306e-05
I4,N8,14.340338083769312,30.103101221349966
I4,N9,9.100705387505421,27.320336568424572
