node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
N1,-0.0,-0.0,0.0,-0.0
N2,-0.0,-0.0,0.0,-0.0
N3,-0.0,-0.0,0.0,-0.0
N4,-0.0,-0.0,0.0,-0.0
N5,-0.0,-0.0,0.0,-0.0
N6,44.07026691176529,149.7545611330775,3.3980860935765747,0.22035133455882644
N7,-0.0,-0.0,0.0,-0.0
N8,49.91868779673962,99.83737559347924,2.0,0.2495934389836981
N9,93.1931929096637,297.6030232734445,3.19339872346604,0.46596596454831846
