iteration,investor,update_rule,selection,termination,solve_seconds,profit_eur_per_day,selected_tick_price_eur_per_mw_day,access_payment_eur_per_day,auction_strong_duality_gap,spot_strong_duality_gap,max_abs_price_dual_fraction_of_bound,max_abs_internal_dual_fraction_of_bound,embedded_storage_pair_count,variable_count,constraint_count,selected_total_bid_quantity_mw,embedded_active_award_mw,selected_total_award_mw,common_reclear_max_award_change_mw,max_quantity_change_mw,max_price_change_eur_per_mw_day,max_duration_change_hours,max_award_change_mw
1,I1,jacobi,candidate,optimal,8.364909199997783,5816.195903461005,,1.7483614860068596e-05,-8.235515451815445e-06,0.023559910245239735,0.20136714642157455,0.6846247352977929,12,3200,3193,25.986282688192773,25.00000130635658,12.308720205943379,36.16008474909083,0.9862826881927731,33.049999300655436,1.6160000103972747,9.725592988729659e-07
1,I2,jacobi,candidate,optimal,6.304913299973123,5585.728056481735,,1.5371227437565132e-05,-8.227093076129677e-06,0.016555955458898097,0.20136714700289543,0.6591779268642644,12,3200,3193,25.494681291389156,25.000001214286353,0.00111531163454422,36.16008474909083,0.4946812913891563,35.47999938515093,1.615999970608109,9.642895264505569e-07
1,I3,jacobi,candidate,optimal,11.208730699960142,124649.47906732281,,1.7682915458178726e-05,5.080892151454464e-09,0.0006386409513652325,0.2013671463140559,0.6591779268598712,12,3200,3193,61.17193967087935,25.00000154096977,61.160084999087346,36.16008474909083,36.17193967087935,32.899999292683425,1.616000030442688,1.265685941831407e-06
1,I4,jacobi,candidate,optimal,7.108495499938726,125900.17181659551,,2.227717056597503e-05,0.0,0.0010449148248881102,0.20136714637319933,0.6591779268598748,12,3200,3193,26.53042875754244,25.00000155010351,26.529950382702303,36.16008474909083,1.5304287575424382,35.03999910891323,1.6159999993351741,1.2749056104155443e-06
2,I1,jacobi,candidate,optimal,16.35929379996378,19482.819128286992,,0.00011635114279114696,-1.4427997198621816e-06,0.004118950746487826,0.20136714624905055,0.845733132519711,12,3200,3193,100.0,100.00000070657545,99.93430443372895,87.62558422778558,74.01371731180723,4.6416685948715056e-07,0.9047367788979468,87.69128050063208
2,I2,jacobi,candidate,optimal,6.986466000089422,9366.363540474045,,5.306980676912022e-05,-5.09375914739119e-06,0.0041705595795065165,0.20136714633118086,0.7375562161745803,12,3200,3193,58.241436033623835,58.22242904378274,0.0003638041927945118,87.62558422778558,32.74675474223468,2.966520091924352e-07,1.5539316785942248,58.2213137321482
2,I3,jacobi,candidate,optimal,9.728256499976851,140435.4036923012,,0.00011597608033700811,-1.689301597615592e-06,0.005011499335523695,0.2013671463298299,0.9088195755157749,12,3200,3193,99.99999864672442,99.999996303633,0.06422852642761745,87.62558422778558,38.828058975845074,4.5244427079464224e-07,0.9047367159121587,38.83991130454565
2,I4,jacobi,candidate,optimal,10.204272900009528,161920.24245590376,,0.00010732666054586777,-1.4326422952285552e-06,0.005728888441808522,0.2013671463738148,0.9601599075659804,12,3200,3193,99.99999809874268,99.99999520749638,0.0010260327253442253,87.62558422778558,73.46956934120024,1.8217988860883344e-07,0.9047366844942992,73.47004482479409
3,I1,jacobi,candidate,optimal,8.290781100047752,19482.81673911994,,0.00014652611135997383,-4.494430138466039e-07,0.0036097256233915687,0.20136714624905452,0.7554062817565231,12,3200,3193,99.99999948049343,99.99999797118429,0.0017652503247562457,99.98939750949893,5.195065710950075e-07,3.0174972363680304e-07,5.4800377569108605e-09,0.06569353745533135
3,I2,jacobi,candidate,optimal,10.307524900068529,18700.722910018598,,0.0001523410703789343,-1.383950453668389e-07,0.004128019500058144,0.20136714624905264,0.8484094773449596,12,3200,3193,100.0,100.00000043569526,99.98976131369173,99.98939750949893,41.758563966376165,6.119096203209876e-07,0.6491949396733325,99.99963663150245
3,I3,jacobi,candidate,optimal,8.650940999970771,140435.37731041203,,0.00014673443548525165,-4.493108114269381e-07,0.0008870586170814931,0.2013671463298336,0.662130695553433,12,3200,3193,100.0,99.99999999310113,0.0018344902898386195,99.98939750949893,1.3532755787082351e-06,3.075835087146486e-07,4.667413122660946e-09,99.93577146667351
3,I4,jacobi,candidate,optimal,9.615646600024775,161920.22029016653,,0.00014978235797251803,-4.4754415667703855e-07,0.004432104527950287,0.20136714637381498,0.8138720698693538,12,3200,3193,99.99999894967502,99.99999691118502,0.006579960375706559,99.98939750949893,8.509323379257694e-07,4.245569690951597e-07,1.4334575304530972e-08,99.99897087845967
