investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000058990872,59.999999993553324,5.963553988408421e-07
I1,1,N2,60.000000589836695,59.99999998840204,6.014346567440043e-07
I1,1,N3,60.00000058992056,59.99999999441433,5.955062292173352e-07
I1,1,N4,60.000000589922074,59.99999999451446,5.954076129910391e-07
I1,1,N5,60.000000589929236,59.99999999503085,5.948983883286019e-07
I1,1,N6,60.00000058992542,59.99999999476001,5.951654102887005e-07
I1,1,N7,60.00000058989107,59.99999999229771,5.975933632385022e-07
I1,1,N8,60.0000005899151,59.99999999402411,5.958909952141767e-07
I1,1,N9,60.00000058992057,59.99999999441433,5.955062363227626e-07
I1,2,N1,60.00000058979556,59.99999998564812,6.041474449602902e-07
I1,2,N2,60.000000589718475,59.99999998013311,6.09585363520182e-07
I1,2,N3,60.000000589803044,59.99999998619592,6.036071269477361e-07
I1,2,N4,60.00000058980662,59.99999998644402,6.033626007706516e-07
I1,2,N5,60.000000589811485,59.99999998679471,6.030167725157298e-07
I1,2,N6,60.000000589808586,59.999999986590595,6.032179911130697e-07
I1,2,N7,60.00000058977285,59.99999998402875,6.057441055418167e-07
I1,2,N8,60.00000058979708,59.99999998576684,6.040302409360265e-07
I1,2,N9,60.00000058980305,59.99999998619592,6.036071340531635e-07
I1,3,N1,60.00000058937624,59.99999995772443,6.316518152971184e-07
I1,3,N2,60.00000058929596,59.99999995198068,6.373152743321953e-07
I1,3,N3,60.00000058938098,59.9999999580761,6.313048785955289e-07
I1,3,N4,60.00000058938589,59.999999958419735,6.309661557679647e-07
I1,3,N5,60.000000589389295,59.99999995866623,6.307230648872064e-07
I1,3,N6,60.000000589386964,59.9999999585016,6.308853670589087e-07
I1,3,N7,60.000000589350336,59.999999955876454,6.334738813507101e-07
I1,3,N8,60.000000589374665,59.999999957623054,6.31751611024356e-07
I1,3,N9,60.00000058938099,59.99999995807611,6.313048785955289e-07
I1,4,N1,60.00000057241738,59.99999949678226,1.075635118752416e-06
I1,4,N2,60.00000057233553,59.99999949092671,1.081408818492946e-06
I1,4,N3,60.00000057242078,59.99999949703805,1.075382733972674e-06
I1,4,N4,60.00000057242636,59.99999949742924,1.0749971153245497e-06
I1,4,N5,60.00000057242906,59.99999949762521,1.074803847700423e-06
I1,4,N6,60.00000057242698,59.99999949747873,1.074948244195184e-06
I1,4,N7,60.00000057238991,59.99999949482239,1.0775675178820165e-06
I1,4,N8,60.0000005724143,59.999999496572705,1.0758415953660005e-06
I1,4,N9,60.00000057242079,59.99999949703805,1.0753827410781014e-06
I1,5,N1,60.00000058964333,59.999999975094575,6.145487532194238e-07
I1,5,N2,60.00000058956462,59.99999996946489,6.200997333394298e-07
I1,5,N3,60.00000058964942,59.999999975544696,6.141047208529926e-07
I1,5,N4,60.000000589653666,59.9999999758397,6.138139667655196e-07
I1,5,N5,60.00000058965779,59.99999997613823,6.135195604883847e-07
I1,5,N6,60.000000589655194,59.99999997595483,6.137003651929263e-07
I1,5,N7,60.000000589619,59.999999973360566,6.162584327285003e-07
I1,5,N8,60.00000058964327,59.999999975103904,6.145393669498844e-07
I1,5,N9,60.000000589649424,59.999999975544696,6.1410472795842e-07
I1,6,N1,60.00000058993671,59.9999999953855,5.945512100424821e-07
I1,6,N2,60.000000589868264,59.99999999048386,5.993844069962506e-07
I1,6,N3,60.00000058995161,59.99999999645501,5.934966011977849e-07
I1,6,N4,60.000000589951746,59.99999999646393,5.934878188895709e-07
I1,6,N5,60.000000589960536,59.999999997095976,5.928645592234716e-07
I1,6,N6,60.00000058995604,59.999999996849716,5.93106321389314e-07
I1,6,N7,60.00000058992264,59.99999999437953,5.955431134907485e-07
I1,6,N8,60.00000058994655,59.9999999960935,5.938530520666063e-07
I1,6,N9,60.00000058995162,59.99999999645501,5.934966083032123e-07
I1,7,N1,58.97773848025179,59.07203112997289,-0.09429264972110474
I1,7,N2,58.977738480148986,59.07203112268851,-0.09429264253952141
I1,7,N3,58.977738480210206,59.072031126991924,-0.09429264678171734
I1,7,N4,58.97773848025852,59.07203113045516,-0.09429265019663546
I1,7,N5,58.97773848026487,59.07203113093058,-0.09429265066571446
I1,7,N6,58.97773848021858,59.07203112735781,-0.09429264713923402
I1,7,N7,58.977738480203364,59.072031126584186,-0.09429264638082202
I1,7,N8,58.97773848020191,59.072031126531286,-0.09429264632937873
I1,7,N9,58.97773848021021,59.072031126991924,-0.09429264678171023
I1,8,N1,59.559203737574265,59.75115918943719,-0.19195545186292406
I1,8,N2,59.55920373742098,59.75115917979388,-0.19195544237290108
I1,8,N3,59.55920373748408,59.75115918298482,-0.19195544550073862
I1,8,N4,59.55920373757984,59.751159189836564,-0.19195545225672106
I1,8,N5,59.55920373758345,59.75115919016297,-0.19195545257952062
I1,8,N6,59.55920373752917,59.75115918235482,-0.19195544482565197
I1,8,N7,59.55920373747536,59.751159183689545,-0.19195544621418748
I1,8,N8,59.55920373745492,59.75115918254773,-0.19195544509280893
I1,8,N9,59.55920373748409,59.75115918298482,-0.19195544550073151
I1,9,N1,60.00000058995899,59.999999995297735,5.946612517959693e-07
I1,9,N2,60.00000058986188,59.999999988286504,6.015753726273942e-07
I1,9,N3,60.00000058992056,59.99999999272891,5.971916507974129e-07
I1,9,N4,60.000000589971165,59.999999996183234,5.937879308248739e-07
I1,9,N5,60.00000058998749,59.99999999729472,5.926927713062469e-07
I1,9,N6,60.00000058993452,59.99999999582905,5.941054723734851e-07
I1,9,N7,60.000000589916255,59.99999999218217,5.977340862273195e-07
