iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
101,I1,0.0,5619.885046220235,0.0,0.0,0.0,5619.885046220235
101,I2,0.0,10894.409517951583,0.0,0.0,0.0,10894.409517951583
101,I3,0.0,110951.24925597828,0.0,0.0,0.0,110951.24925597828
101,I4,0.0,121381.4267966627,0.0,0.0,0.0,121381.4267966627
102,I1,0.0,6272.132145064152,0.0,0.0,0.0,6272.132145064152
102,I2,0.0,11168.253881342229,0.0,0.0,0.0,11168.253881342229
102,I3,0.0,109904.54199146134,0.0,0.0,0.0,109904.54199146134
102,I4,0.0,118372.96718571834,0.0,0.0,0.0,118372.96718571834
103,I1,0.0,10807.249556862262,0.0,0.0,0.0,10807.249556862262
103,I2,0.0,11088.711667195126,0.0,0.0,0.0,11088.711667195126
103,I3,0.0,110484.72434721376,0.0,0.0,0.0,110484.72434721376
103,I4,0.0,120945.68081266122,0.0,0.0,0.0,120945.68081266122
104,I1,0.0,10953.105616551013,0.0,0.0,0.0,10953.105616551013
104,I2,0.0,11196.66129829385,0.0,0.0,0.0,11196.66129829385
104,I3,0.0,109861.84551718041,0.0,0.0,0.0,109861.84551718041
104,I4,0.0,120971.33321512175,0.0,0.0,0.0,120971.33321512175
105,I1,0.0,9679.214674912077,0.0,0.0,0.0,9679.214674912077
105,I2,0.0,9379.069670523932,0.0,0.0,0.0,9379.069670523932
105,I3,0.0,113244.61219970186,0.0,0.0,0.0,113244.61219970186
105,I4,0.0,131296.66653880186,0.0,0.0,0.0,131296.66653880186
