hour,lambda_system,system_net_injection_residual_mw
1,60.00000058988943,1.9491352976075405e-14
2,60.00000058987478,3.2959746043559335e-14
3,60.00000058961726,-2.296079992802902e-14
4,60.00000058409426,-4.912042994575927e-14
5,60.000000589782395,2.9580504712356515e-14
6,60.00000058986218,3.5110803153770576e-14
7,60.000000589914045,-1.111610803405938e-14
8,60.00000058996435,-3.790023850314128e-14
9,60.00000058996963,7.615436059538183e-14
10,52.20000051213358,4.9203696672606156e-14
11,52.20000051322398,-5.4942161931137434e-14
12,52.20000051295482,-4.989064716909297e-14
13,51.67959191617182,2.9753977059954195e-14
14,52.412683471120296,6.484396353201305e-14
15,51.94313658818384,-1.3114509478384662e-14
16,52.20000051274855,-4.5623227418190027e-14
17,52.20000051207851,-2.0934642908088108e-14
18,60.00000058996589,1.3482270855291745e-14
19,60.00000059039279,-4.4471371030141427e-14
20,67.15000065008178,-1.6639467581569534e-14
21,60.00000059104136,3.282096816548119e-14
22,60.00000058997893,4.88636908713147e-14
23,60.00000058997078,-6.427497423189266e-14
24,60.000000589853876,-1.8714196858837795e-14
