iteration,regularization_stage,dual_tikhonov_gamma,proximal_coefficient_eur_per_mw2_day,complementarity_epsilon,investor,termination,solve_seconds,preparation_seconds,attempt_count,retry_status,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,max_complementarity_product,sum_complementarity_products,max_original_nodal_balance_residual_mw,total_absolute_original_nodal_balance_residual_mwh,max_hourly_system_balance_residual_mw,signed_primal_dual_gap_eur_per_day,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,max_undamped_delta_energy_mwh,max_undamped_rel_delta_power,max_undamped_rel_delta_energy,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
1,1,0.0001,0.0,,I1,optimal,10.312527199974284,3.479251299984753,1,not_needed,18818.99473741128,0.0,8.284696377813816e-07,0.0,0.0,0.006000000061419671,1.139106645040353,0.05400000055177981,-8.284696377813816e-07,46.79553761680415,136.79924517185893,19.232629536687032,23.818373861901485,,,,,76.93051814674813,190.54699089521188,76.93051814674813,95.27349544760594,,,
1,1,0.0001,0.0,,I2,optimal,17.09527920000255,3.4982943998184055,1,not_needed,17872.738672351326,1.8144846328680562e-08,5.820766091346741e-10,0.0,0.0,0.006000000062232993,1.1391066450757843,0.054000000559207645,-5.820766091346741e-10,46.79553761782512,136.7992450288863,26.198620328114323,34.142671274601376,,,,,104.7944813124573,273.141370196811,104.7944813124573,136.5706850984055,,,
1,1,0.0001,0.0,,I3,optimal,30.5915916999802,5.441906100139022,1,not_needed,124199.09247221122,0.0,2.3865140974521637e-09,0.0,0.0,0.006000000059058308,1.174483048661595,0.05400000053125968,2.3865140974521637e-09,32.998609714880835,116.23266846696937,18.311647823636154,29.872683182561982,,,,,73.24659129454461,238.98146546049585,73.24659129454461,119.49073273024793,,,
1,1,0.0001,0.0,,I4,optimal,11.230348200071603,5.5570908999070525,1,not_needed,183789.8823230136,1.1738509428810857e-08,9.586801752448082e-08,0.0,0.0,0.006000000059101467,1.217948382182676,0.05400000053126215,-9.586801752448082e-08,46.79938726839117,136.81716038309457,13.051764766403078,24.14144063245993,,,,,52.20705906561231,193.13152505967943,52.20705906561231,96.56576252983972,,,
2,1,0.0001,0.0,,I1,optimal,17.92426640004851,9.272600899916142,1,not_needed,5397.1718311046325,0.0,6.577465683221817e-09,0.0,0.0,0.006000000060968707,1.139106643869202,0.05400000054781669,6.577465683221817e-09,50.24380706082138,141.93641354061418,0.18101026521150748,0.1810102759258059,,,,,12.619000393733852,27.1322434714004,0.7240410608460303,0.7240411037032233,,,
2,1,0.0001,0.0,,I2,optimal,11.81329429987818,9.31826510000974,1,not_needed,5121.407386684092,0.0,1.6880221664905548e-09,0.0,0.0,0.006000000063052157,1.139106643855123,0.054000000565858054,1.6880221664905548e-09,50.243806992207666,141.93641336284648,0.09701089293379597,0.09603045913017495,,,,,7.403620474122171,15.545156003606621,0.3880435717351839,0.38412183652070014,,,
2,1,0.0001,0.0,,I3,optimal,17.37092210003175,7.579373399959877,1,not_needed,125442.56797042457,1.2262384395372195e-07,1.2887176126241684e-07,0.0,0.0,0.006000000059117393,1.2172425814325205,0.05400000053156368,-1.2887176126241684e-07,36.35544204851923,121.3870985052961,0.24128548079084294,0.24527325341849546,,,,,8.730524119300576,18.22979120653691,0.9651419231633718,0.9810930136739822,,,
2,1,0.0001,0.0,,I4,optimal,25.98144210013561,7.427042900118977,1,not_needed,186017.65778568044,1.2087331199955093e-07,8.789356797933578e-09,0.0,0.0,0.006000000059081267,1.2160973108947122,0.05400000053130047,8.789356797933578e-09,50.25150654481202,141.9722924317026,0.4554422361761761,0.24999998104703222,,,,,23.777299725024182,39.52265463946758,1.8217689447047047,0.9999999241881289,,,
3,1,0.0001,0.0,,I1,optimal,18.247367199975997,9.343806899851188,1,not_needed,4876.432683276168,0.0,5.122274160385132e-09,0.0,0.0,0.00600000006119265,1.1391066438726614,0.05400000055002675,5.122274160385132e-09,50.26570384761828,141.92760717448306,0.20628833835034574,0.20628833867564014,,,,,5.295960528843395,19.739917743604373,0.8251533534013826,0.8251533547025607,,,
3,1,0.0001,0.0,,I2,optimal,27.209777199896052,9.314599399920553,1,not_needed,4630.075450899456,9.733308595882416e-08,6.28642737865448e-09,0.0,0.0,0.006000000061866489,1.1391066438118114,0.05400000055634609,-6.28642737865448e-09,50.26570373606584,141.92760700625755,0.22983420882487227,0.24848458582130153,,,,,0.9193368352994893,3.423682492606469,0.9193368352994893,0.9939383432852061,,,
3,1,0.0001,0.0,,I3,optimal,24.827416100073606,8.279471700079739,1,not_needed,125495.37859637289,1.2991526432406174e-07,4.48198989033699e-09,0.0,0.0,0.006000000059067607,1.2160973107727888,0.054000000531500336,-4.48198989033699e-09,36.38118830375886,121.39625479952366,0.24379764093414805,0.24900659814787807,,,,,1.2617558776855766,4.62258748059196,0.9751905637365924,0.9960263925915119,,,
3,1,0.0001,0.0,,I4,optimal,77.69253789982758,8.318253299919888,1,not_needed,186132.0837095303,1.0255413606216875e-08,1.6624107956886292e-07,0.0,0.0,0.0060000000590769344,1.2160973116567955,0.05400000053136271,-1.6624107956886292e-07,50.27725328374959,141.9814495851835,0.25,0.25000000000000006,,,,,11.957099839868956,27.724489485406394,1.0,1.0,,,
4,1,0.0001,0.0,,I1,optimal,13.080793299945071,8.962721599964425,1,not_needed,4876.253783133437,0.0,6.170012056827545e-09,0.0,0.0,0.00600000006088156,1.139106643912374,0.05400000054753514,6.170012056827545e-09,50.2637790019154,141.9186257006437,0.19458320264622914,0.19458320303559143,,,,,4.014659790709732,15.030948730338281,0.7783328105849163,0.7783328121423658,,,
4,1,0.0001,0.0,,I2,optimal,118.34836159995757,9.040597900049761,1,not_needed,4629.966045721273,0.0,6.402842700481415e-10,0.0,0.0,0.006000000061195837,1.1391066437231139,0.05400000055003317,-6.402842700481415e-10,50.26377884654442,141.91873720012273,0.8195347964672549,1.5341691367232781,,,,,3.8769825963658953,14.523718586237187,3.27813918586902,6.136676546893113,,,
4,1,0.0001,0.0,,I3,optimal,20.852927200030535,8.981930400012061,1,not_needed,125495.47455353742,1.3942886745260053e-07,1.1175870895385742e-08,0.0,0.0,0.006000000059080343,1.2160973107939148,0.05400000053149267,-1.1175870895385742e-08,36.38311291698992,121.40523591379588,0.2154715680206729,0.24867631715843663,,,,,0.9597110091557255,3.5726238339284606,0.8618862720826915,0.994705268633746,,,
4,1,0.0001,0.0,,I4,optimal,80.73942949995399,8.503097199834883,1,not_needed,186132.18002555182,1.0234154851668822e-08,5.6461431086063385e-09,0.0,0.0,0.006000000059068095,1.2160973120256322,0.05400000053131803,-5.6461431086063385e-09,50.27917838666723,141.99043156436716,0.25000000000000006,0.25000000000000006,,,,,8.886956141269124,20.918711613859372,1.0,1.0,,,
5,1,0.0001,0.0,,I1,optimal,22.167633400065824,8.796450800029561,1,not_needed,4875.938546869148,0.0,1.2817326933145523e-06,0.0,0.0,0.00600000006037872,1.1391066439481985,0.054000000542232765,-1.2817326933145523e-06,50.26185415555018,141.90961631375723,0.2423745352891053,0.24237453475678306,,,,,4.030251158017034,15.089256914959321,0.9694981411564212,0.969498139027132,,,
5,1,0.0001,0.0,,I2,optimal,23.082699300022796,8.75503579992801,1,not_needed,4629.654608700692,0.0,2.6193447411060333e-09,0.0,0.0,0.00600000006138711,1.1391066438426558,0.05400000055185045,2.6193447411060333e-09,50.26185395877357,141.90972758764198,0.21732669336281243,0.21726315981625902,,,,,1.3736891011442438,5.13662174023743,0.8693067734512501,0.8690526392650357,,,
5,1,0.0001,0.0,,I3,optimal,18.906109599862248,9.013401499949396,1,not_needed,125495.41715395829,1.223869448865043e-07,1.2671807780861855e-07,0.0,0.0,0.006000000059132464,1.2160973107901798,0.05400000053148958,-1.2671807780861855e-07,36.385037546451315,121.41418907628383,0.160356573866428,0.2467165352682196,,,,,0.7181212348926636,2.6752808968857806,0.6414262954657121,0.9868661410728786,,,
