investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,8.831388924578691,22.274075331435395
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,15.98868271383013,54.35867172049532
I1,N7,0.0,0.0
I1,N8,19.24849097454769,42.564145816485556
I1,N9,2.7799561832923585,9.052488991693377
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,8.197235827671712,20.87464521173343
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,16.572580936941698,55.977386927823574
I2,N7,0.0,0.0
I2,N8,20.41867646800538,46.65442038470054
I2,N9,1.5517918738660756,5.799433604647285
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,13.5488093370104,49.13085319221323
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,5.4970999870118895,21.478645609402662
I3,N7,0.0,0.0
I3,N8,9.003512517174489,28.219772967341925
I3,N9,17.998898539825046,61.30847255444974
I4,N1,0.0,0.0
I4,N2,0.0,0.0
I4,N3,6.607759539533733,17.438686234782537
I4,N4,0.0,0.0
I4,N5,0.0,0.0
I4,N6,15.79486728123086,52.620062416294616
I4,N7,0.0,0.0
I4,N8,17.747061152953712,40.887492166210734
I4,N9,7.39533799426676,18.55582100702943
