sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh
1,I1,optimal,True,1.43954459996894,,,18818.931031679527,0.0,187.18215270019837,46.79553764218333,0.0,547.1951724127086,136.79879200862817,92.65421297484545,266.68108699996395,23.163553243711362,66.67027174999099,0.0,0.0
1,I2,optimal,True,1.2419031000463292,,,17872.67774946567,0.0,187.1821523878655,46.7955376265676,0.0,547.1951717962459,136.7987919873778,92.65421297484545,266.68108699996395,23.163553243711362,66.67027174999099,0.0,0.0
1,I3,optimal,True,3.1658391000237316,,,125752.88665786227,0.0,186.8025086894019,46.70062567419259,0.0,547.1949914922182,136.79874430830105,92.65421297484545,266.68108699996395,23.163553243711362,66.67027174999099,0.0,0.0
1,I4,optimal,True,7.162652200087905,,,183406.669441542,0.0,187.18215114808834,46.79553775960826,0.0,547.1949712783742,136.79874271002723,92.65421297484545,266.68108699996395,23.163553243711362,66.67027174999099,0.0,0.0
2,I1,optimal,True,3.9746666999999434,,,4704.536183744089,46.79553764218333,46.89044966915945,46.81926543265227,136.79879200862817,136.79890278447704,136.7988191906774,16.68925097912183,46.86275193989376,4.172312744780456,11.715687984973442,0.0,0.0
2,I2,optimal,True,3.956867700093426,,,4467.921241737262,46.7955376265676,46.890449617969715,46.81926536602281,136.7987919873778,136.79890260957515,136.79881910689832,16.68925097912183,46.86275193989376,4.172312744780456,11.715687984973442,0.0,0.0
2,I3,optimal,True,5.232398699969053,,,125727.2393416589,46.70062567419259,46.41588920860466,46.62944134514595,136.79874430830105,136.7986422996894,136.7987183521546,16.68925097912183,46.86275193989376,4.172312744780456,11.715687984973442,0.0,0.0
2,I4,optimal,True,2.993693199940026,,,186376.04270896027,46.79553775960826,46.89045309402445,46.81926609062918,136.79874271002723,136.79864665669766,136.79871760497906,16.68925097912183,46.86275193989376,4.172312744780456,11.715687984973442,0.0,0.0
3,I1,optimal,True,61.87807629990857,,,4704.486931775775,46.81926543265227,46.91417800387713,46.84299334322724,136.7988191906774,136.79892660980144,136.7988455664533,22.959460955831723,72.32113804193126,5.739865238957931,18.080284510482816,0.0,0.0
3,I2,optimal,True,11.426088299951516,,,4467.859136756111,46.81926536602281,46.91417675313107,46.84299321279988,136.79881910689832,136.79892517408624,136.7988456225309,22.959460955831723,72.32113804193126,5.739865238957931,18.080284510482816,0.0,0.0
3,I3,optimal,True,4.500476300017908,,,125725.53137398914,46.62944134514595,46.344704973578054,46.558257134120076,136.7987183521546,136.79861235453183,136.79869158690116,22.959460955831723,72.32113804193126,5.739865238957931,18.080284510482816,0.0,0.0
3,I4,optimal,True,2.8100679999915883,,,186375.3571688256,46.81926609062918,46.91418147803406,46.842994546199236,136.79871760497906,136.79861738078907,136.79869168634812,22.959460955831723,72.32113804193126,5.739865238957931,18.080284510482816,0.0,0.0
4,I1,optimal,True,3.135057399980724,,,4704.437760353164,46.84299334322724,46.937905635538584,46.866721254331495,136.7988455664533,136.79895218020926,136.79887186602082,16.81212833290815,43.40831233345001,4.20303208322704,10.852078083362507,0.0,0.0
4,I2,optimal,True,2.8257154999300838,,,4467.797022676445,46.84299321279988,46.937905339070085,46.866721069812755,136.7988456225309,136.79895197438043,136.79887184642186,16.81212833290815,43.40831233345001,4.20303208322704,10.852078083362507,0.0,0.0
4,I3,optimal,True,3.4975720999063924,,,125727.79496647147,46.558257134120076,46.27352916513092,46.48707387141857,136.79869158690116,136.7986259868837,136.79867184682044,16.81212833290815,43.40831233345001,4.20303208322704,10.852078083362507,0.0,0.0
4,I4,optimal,True,2.9296001999173313,,,186378.6478789164,46.842994546199236,46.937911925029894,46.866723020584544,136.79869168634812,136.79859515491108,136.7986657073514,16.81212833290815,43.40831233345001,4.20303208322704,10.852078083362507,0.0,0.0
5,I1,optimal,True,4.303909400012344,,,4704.388353982557,46.866721254331495,46.96163277923695,46.890448913033204,136.79887186602082,136.7989722309901,136.79889648094857,11.41402192090364,30.051741311066692,2.8535054802259108,7.5129353277666695,0.0,0.0
5,I2,maxIterations,False,300.15167689998634,,,nan,46.866721069812755,46.866721069812755,46.866721069812755,136.79887184642186,136.79887184642186,136.79887184642186,11.41402192090364,30.051741311066692,2.8535054802259108,7.5129353277666695,0.0,0.0
5,I3,optimal,True,5.361712799989618,,,125686.35228465707,46.48707387141857,46.20233600912151,46.41588937900108,136.79867184682044,141.861255548655,138.06431769764822,11.41402192090364,30.051741311066692,2.8535054802259108,7.5129353277666695,0.0,0.0
5,I4,optimal,True,7.447217799955979,,,186368.6650753644,46.866723020584544,46.96163600415286,46.89045125654793,136.7986657073514,136.79855510751085,136.7986380228215,11.41402192090364,30.051741311066692,2.8535054802259108,7.5129353277666695,0.0,0.0
6,I1,optimal,True,4.540881299995817,,,4659.847541178103,46.890448913033204,47.00908839659529,46.92010872160944,136.79889648094857,135.53335276215086,136.48251037949956,16.050597855917527,53.81677196840175,4.012649463979383,13.454192992100438,0.0,0.0
6,I2,optimal,True,4.838503699982539,,,4425.184267373193,46.866721069812755,46.98536066359542,46.896380831115344,136.79887184642186,135.53332833008517,136.482485661464,16.050597855917527,53.81677196840175,4.012649463979383,13.454192992100438,0.0,0.0
6,I3,optimal,True,4.8335708999074996,,,125680.3206193507,46.41588937900108,46.15488072656743,46.35063703589654,138.06431769764822,142.60587614343316,139.19970693100436,16.050597855917527,53.81677196840175,4.012649463979383,13.454192992100438,0.0,0.0
6,I4,optimal,True,3.302634399966337,,,186375.33636091664,46.89045125654793,47.00909506390334,46.92011168535221,136.7986380228215,135.53288905917594,136.4821996441796,16.050597855917527,53.81677196840175,4.012649463979383,13.454192992100438,0.0,0.0
