hour,node,p_charge_mw,p_discharge_mw,soc_mwh,lambda_eur_per_mwh
1,N1,1.0711189123837921e-06,1.718199811765845e-07,28.097470681969856,54.999999937783926
1,N2,1.071117411515996e-06,1.7182133939216207e-07,15.670743355753109,54.99999989499925
1,N3,1.0711168096027996e-06,1.7182037586430024e-07,24.43502021126757,54.999999955179106
1,N4,1.0711197038554336e-06,1.718206983711225e-07,19.66718728589573,55.00000002592504
1,N5,1.0711245866866437e-06,1.7182095745711858e-07,16.620271906118017,55.00000009982046
1,N6,1.071122406627515e-06,1.7181847811659165e-07,85.3977645258925,55.00000002717933
1,N7,1.0711213934798363e-06,1.7181836489255452e-07,112.02497459782566,55.00000003103874
1,N8,1.0711250914784765e-06,1.718182728282483e-07,126.46711421983095,55.00000008880264
1,N9,1.0711169186571023e-06,1.7182233789425527e-07,12.38110414984015,55.00000014271623
2,N1,1.0711164066869668e-06,1.7182004163509212e-07,28.097471500966392,54.99999988298378
2,N2,1.0711167825793687e-06,1.7182133528841026e-07,15.670744174748615,54.99999983224662
2,N3,1.0711150812902415e-06,1.7182041203363496e-07,24.43502103026247,54.99999990155176
2,N4,1.0711204490622846e-06,1.71820652157273e-07,19.6671881048954,54.999999985662065
2,N5,1.0711274344570912e-06,1.7182083429031352e-07,16.62027272512403,55.00000006967811
2,N6,1.0711186521775577e-06,1.7181857958739992e-07,85.3977653448927,54.99999998499501
2,N7,1.0711173354436315e-06,1.7181847621372281e-07,112.02497541682474,54.99999998850055
2,N8,1.0711223739326667e-06,1.718183445034525e-07,126.46711503883488,55.00000005561329
2,N9,1.0711220216853758e-06,1.718221134142087e-07,12.381104968839727,55.00000011978229
3,N1,1.071111783906137e-06,1.718201666887122e-07,28.097472319958467,54.9999998102977
3,N2,1.0711134159191297e-06,1.7182142201492788e-07,15.670744993740877,54.999999742939906
3,N3,1.0711113020006873e-06,1.7182051172489563e-07,24.435021849253722,54.99999982886066
3,N4,1.071120236164226e-06,1.718206345676911e-07,19.667188923894887,54.99999993642856
3,N5,1.0711305081642091e-06,1.71820700682005e-07,16.62027354413306,55.00000004164878
3,N6,1.071113503944735e-06,1.718187220484606e-07,85.39776616388794,54.99999993482952
3,N7,1.0711118529715942e-06,1.718186296712299e-07,112.02497623581853,54.99999993764757
3,N8,1.0711192613765113e-06,1.7181842762503305e-07,126.46711585783581,55.00000002296921
3,N9,1.0711283494691995e-06,1.7182183515569852e-07,12.381105787845526,55.000000106638076
4,N1,1.0710990865750253e-06,1.718205510195943e-07,28.09747313893825,54.99999968698855
4,N2,1.0711023606479123e-06,1.7182178019673697e-07,15.670745812722409,54.99999959941876
4,N3,1.071099630026814e-06,1.7182087100594892e-07,24.435022668233668,54.99999970430659
4,N4,1.0711124127760655e-06,1.7182086634598784e-07,19.667189742886805,54.999999838354576
4,N5,1.0711265357955816e-06,1.7182080180863796e-07,16.62027436313826,54.99999996903543
4,N6,1.071099869949286e-06,1.7181912016588388e-07,85.39776698286998,54.99999983676885
4,N7,1.071097921063365e-06,1.7181903906969844e-07,112.02497705479884,54.999999838764126
4,N8,1.0711078637643685e-06,1.7181875432880913e-07,126.46711667682573,54.9999999454754
4,N9,1.0711288963626186e-06,1.7182176799803104e-07,12.381106606851906,55.000000051881585
5,N1,1.071123028733438e-06,1.718197832322006e-07,28.097473957941258,54.99999982583424
5,N2,1.0711289938431953e-06,1.7182082449396583e-07,15.670746631729891,54.999999752522996
5,N3,1.071124141900224e-06,1.7182005921858174e-07,24.435023487237427,54.9999998433907
5,N4,1.0711357521660056e-06,1.7182008326002333e-07,19.667190561901403,54.99999995756238
5,N5,1.0711488630502575e-06,1.7182003270800395e-07,16.620275182165187,55.00000007036202
5,N6,1.0711190212543598e-06,1.7181855322571104e-07,85.39776780187056,54.99999995682013
5,N7,1.0711167828580494e-06,1.7181847953303656e-07,112.02497787379738,54.99999995943683
5,N8,1.0711255290444417e-06,1.718182392276151e-07,126.46711749583272,55.000000050746856
5,N9,1.0711515688636717e-06,1.7182089880562742e-07,12.381107425880439,55.000000140629616
6,N1,1.0711447986363283e-06,1.7181911523417897e-07,28.09747477696536,54.99999996632921
6,N2,1.0711555851336984e-06,1.718199287497678e-07,15.670747450763217,54.9999999177841
6,N3,1.0711466338289199e-06,1.7181934798444432e-07,24.435024306262992,54.999999982631266
6,N4,1.0711550199338983e-06,1.71819460386087e-07,19.6671913809347,55.00000005932898
6,N5,1.071165739881228e-06,1.718194684785339e-07,16.62027600120851,55.00000014092147
6,N6,1.0711331561621054e-06,1.718181480207023e-07,85.39776862088479,55.00000006196516
6,N7,1.071130719105913e-06,1.7181807991202434e-07,112.02497869280941,55.00000006566406
6,N8,1.071136549360737e-06,1.7181792400429234e-07,126.46711831485038,55.00000012924574
6,N9,1.0711692845417648e-06,1.7182025099178047e-07,12.381108244926244,55.000000189072594
7,N1,1.456431714746158e-07,7.090190690334839,20.52248485951083,74.99999983607469
7,N2,1.456435986612277e-07,4.050451749421356,11.343341871891871,74.99999981751925
7,N3,1.4564325421735662e-07,6.166477395510904,17.846907567039242,74.99999985162803
7,N4,1.456433686703636e-07,5.05739141837652,14.263995557452919,74.99999988679701
7,N5,1.4564355921517736e-07,4.3240050940503965,12.000612575511227,74.99999992814112
7,N6,1.4564270383619297e-07,19.63250140735832,64.42287409122527,74.99999988732796
7,N7,1.4564264671185225e-07,23.99021553884431,86.39440667224599,74.99999989062928
7,N8,1.4564268915078932e-07,29.626094679598857,94.81530789604496,74.99999991941154
7,N9,1.4564375169217238e-07,3.3000988799013173,8.85536171468756,74.99999994751819
8,N1,1.4564369820631292e-07,9.003688987793087,10.903159154174052,74.99999992989328
8,N2,1.4564436483296026e-07,4.850911394067752,6.160744364980219,74.99999992392425
8,N3,1.4564384264987919e-07,7.7892264355464125,9.525084588461864,74.99999994399147
8,N4,1.456439726945024e-07,6.138664963746981,7.705592954729758,74.99999996179568
8,N5,1.456441872774552e-07,5.11259976879898,6.538433471664334,74.99999998410007
8,N6,1.4564294813528797e-07,31.964354157811858,30.272923204243796,74.99999995852289
8,N7,1.45642868310546e-07,46.27111535462378,36.95945450661923,74.99999996020024
8,N8,1.4564287338132949e-07,52.38470384503976,38.8487440953584,74.99999997099573
8,N9,1.456445486688754e-07,3.769428400155521,4.8281947568276085,74.99999998942268
9,N1,1.4564416840110573e-07,10.205355681818734,1.5107761245374723e-06,74.9999998167751
9,N2,1.4564535625468939e-07,5.766455439801227,1.510063644785894e-06,74.99999981551186
