investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit,last_best_response_access_shadow_price_eur_per_mw_day
I1,N1,0.0,0.0,0.0,0.0,0.0
I1,N2,0.0,0.0,0.0,0.0,0.0
I1,N3,0.0,0.0,0.0,0.0,0.0
I1,N4,0.0,0.0,0.0,0.0,0.0
I1,N5,0.0,0.0,0.0,0.0,0.0
I1,N6,0.0,0.0,0.0,0.0,1.5212948310629777e-08
I1,N7,0.0,0.0,0.0,0.0,0.0
I1,N8,125.79999638797895,346.5046250764809,2.754408863477454,0.6289999819398947,16.84745655753911
I1,N9,0.0,0.0,0.0,0.0,0.0
I2,N1,0.0,0.0,0.0,0.0,0.0
I2,N2,0.0,0.0,0.0,0.0,0.0
I2,N3,0.0,0.0,0.0,0.0,0.0
I2,N4,0.0,0.0,0.0,0.0,0.0
I2,N5,0.0,0.0,0.0,0.0,0.0
I2,N6,78.81113733827014,254.2759634793579,3.2263963199511303,0.3940556866913507,0.0
I2,N7,0.0,0.0,0.0,0.0,0.0
I2,N8,72.43902210209461,232.38560340359146,3.208016848654724,0.36219511051047304,50.5961701863684
I2,N9,0.0,0.0,0.0,0.0,0.0
I3,N1,0.0,0.0,0.0,0.0,0.0
I3,N2,0.0,0.0,0.0,0.0,1.1787748551065512e-08
I3,N3,0.0,0.0,0.0,0.0,1.1845739559205267e-08
I3,N4,0.0,0.0,0.0,0.0,0.0
I3,N5,0.0,0.0,0.0,0.0,1.193536269934682e-08
I3,N6,0.0,0.0,0.0,0.0,1.1009034841070186e-08
I3,N7,0.0,0.0,0.0,0.0,1.1787853257961683e-08
I3,N8,0.0,0.0,0.0,0.0,5.27849449211971e-07
I3,N9,0.0,0.0,0.0,0.0,1.1845731403827632e-08
I4,N1,0.0,0.0,0.0,0.0,3.2135353847215284e-08
I4,N2,0.0,0.0,0.0,0.0,3.2136472723363194e-08
I4,N3,0.0,0.0,0.0,0.0,3.213758117207394e-08
I4,N4,0.0,0.0,0.0,0.0,3.2135315606607596e-08
I4,N5,0.0,0.0,0.0,0.0,3.213575820101394e-08
I4,N6,0.0,0.0,0.0,0.0,5.311371566949476e-08
I4,N7,0.0,0.0,0.0,0.0,3.2136482587884334e-08
I4,N8,0.0,0.0,0.0,0.0,1.8288571423884495e-06
I4,N9,0.0,0.0,0.0,0.0,3.2141129516028063e-08
