iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
101,I1,0.03601118948041838,0.7970742503247771,0.8794118597084842,94.8445645029077,0.8794118597092629,94.8445645029077,3010.6206843652653,3006.438841274637,-24.307317112976424,18.15857203248263
101,I2,0.09012614495645628,0.38771028300539084,1.304626284665259,1.6278132145618027,1.3046262846655634,1.6278132145618027,3667.736954742191,3646.6495606994367,-45.08894309081199,35.122148943325854
101,I3,0.0,0.0,0.0,0.0,2.038818108174289e-05,0.0,0.0,0.0,-7.5,7.5
101,I4,0.0,0.0,0.0,0.0,3.4795940986743294e-06,0.0,0.0,0.0,-7.5,7.5
102,I1,0.035583342360374706,7.002380794933,0.605779172528386,83.68412994846315,0.6057869668129586,83.68412994846315,3013.4572418683674,3013.813195602954,-30.632699351848412,27.08312911808837
102,I2,0.1592036855023111,62.06553342771535,1.8915778466478343,191.24212084319785,1.8919906949346335,191.24212084319785,3672.975300701837,3664.498495233332,-70.05205116177075,25.362903338208067
102,I3,0.0,0.0,0.0,0.0,1.93409959630327e-05,0.0,0.0,0.0,-7.5,7.5
102,I4,0.0,0.0,0.0,0.0,3.5755854507959747e-06,0.0,0.0,0.0,-7.5,7.5
103,I1,78.22722395903828,65.12584025858665,21.775882344935052,700.5724114770184,21.775882344935088,700.5724114770184,4625.95730942414,4778.0550970788445,-83.25040258394218,165.41870586661383
103,I2,0.2760605708299388,7.1830950491675605,3.5326317712766753,218.84192025692838,3.532631771276764,218.84192025692838,3672.9676832149535,3631.4930128003853,-67.99858226016181,65.33310144104816
103,I3,0.0,0.0,0.0,0.0,9.291539931092672e-07,0.0,0.0,0.0,-7.5,7.5
103,I4,0.0,0.0,0.0,0.0,3.679509598335266e-06,0.0,0.0,0.0,-7.5,7.5
104,I1,11.189872972078271,1.0233727584008068,21.706567993599013,450.3234465449425,21.706567993192344,450.3234465449425,4444.529794115101,4484.6683681156355,-61.686811393223984,113.87986515664603
104,I2,0.38176022732091197,0.3437121353707117,2.9914138604936436,50.221470419162294,2.9914138604937714,50.221470419162294,3676.9979276159215,3651.8795303770703,-61.291162876558104,63.034027889424586
104,I3,0.0,0.0,0.0,0.0,9.704641411682893e-07,0.0,0.0,0.0,-7.5,7.5
104,I4,0.0,0.0,0.0,0.0,8.938880950064893e-05,0.0,0.0,0.0,-7.5,7.5
105,I1,0.5147994555730566,1.729203660034679,5.2549514096542485,473.8419313899947,5.254951409654346,473.8419313899947,3963.694583458182,3955.3334418427376,-55.237349060764416,29.064554714842096
105,I2,0.6240369543516454,1.6067699398870998,3.234933237574753,291.81317713817833,3.2349332375749102,291.81317713817833,4069.6500593354035,4066.4558214592716,-21.3492829636885,65.42718773338915
105,I3,0.0,0.0,0.0,0.0,2.03375031160865e-05,0.0,0.0,0.0,-7.5,7.5
105,I4,0.0,0.0,0.0,0.0,3.53554585628723e-06,0.0,0.0,0.0,-7.5,7.5
