hour,lambda_system,system_net_injection_residual_mw
1,67.15000052635705,5.0431161964868517e-08
2,67.15000054091107,5.0431158707039214e-08
3,67.15000055105061,5.0431215550823013e-08
4,67.15000055534294,5.043115413458864e-08
5,67.15000054711524,5.04312215796701e-08
6,67.1500005248809,5.043120952221738e-08
7,67.150000488097,5.043114446902723e-08
8,67.15000046614828,5.043116159003595e-08
9,67.15000047441589,5.0431108695691074e-08
10,60.000000203951195,4.506131650183374e-08
11,60.00000039512151,4.5061335976742775e-08
12,60.0000004609191,4.5061352179138107e-08
13,60.00000051066401,4.506136089790648e-08
14,60.000000523050566,4.5061336990255786e-08
15,60.00000051927966,4.506135644611599e-08
16,60.000000454745354,4.5061341569476624e-08
17,60.00000025144578,4.506131876693538e-08
18,67.15000053615069,5.043114256141254e-08
19,67.15000047074156,5.043105176061696e-08
20,67.15000043961852,5.0431214465355427e-08
21,67.15000043657938,5.04312953310737e-08
22,67.15000045643741,5.043112279184797e-08
23,67.15000048313328,5.0431227188920183e-08
24,67.15000050454701,5.04311823355063e-08
