hour,lambda_system,system_net_injection_residual_mw
1,60.0000005853248,4.7425036352848536e-11
2,60.0000005782034,4.743803223708319e-11
3,60.000000545697006,4.740604147232285e-11
4,60.00000006155669,4.738014401194519e-11
5,60.0000005659676,4.736839889387291e-11
6,60.0000005861754,4.73948075131943e-11
7,60.00000058930285,4.7371861980758037e-11
8,60.00000058931258,4.7310567866280755e-11
9,60.00000058483422,4.744519190617584e-11
10,52.2000005168865,4.11896086248247e-11
11,60.000000581561366,4.733559166930255e-11
12,60.000000405819335,4.725016328333928e-11
13,52.200000728223294,4.130505101429115e-11
14,52.20000056984971,4.122662392915021e-11
15,52.20000048901013,4.1209511756988484e-11
16,60.000000565137306,4.7374554640465675e-11
17,52.20000051478244,4.126821019748719e-11
18,60.00000058601583,4.738097250552002e-11
19,60.00000059197048,4.726711120149073e-11
20,60.0000005943851,4.719794900998451e-11
21,60.00000059316639,4.7342499976605197e-11
22,60.00000059050851,4.7459659438756605e-11
23,60.000000589725516,4.7343238363165825e-11
24,60.000000588584854,4.739219429396385e-11
