iteration,investor,selection,candidate_termination,candidate_seconds,candidate_profit_eur_per_day,selected_tick_candidate,candidate_access_payment_eur_per_day,candidate_max_embedded_vs_reclear_award_difference_mw,candidate_auction_gap,candidate_spot_gap,baseline_termination,baseline_profit_eur_per_day,selected_total_award_mw,max_quantity_change_mw,max_price_change_eur_per_mw_day,max_duration_change_hours,response_max_award_change_mw
1,I1,candidate,optimal,276.3322565999115,16485.409594058976,price_30,2999.9999971448947,9.309406578950075e-07,7.585185812786222e-10,-1.753796823322773e-07,optimal,3.0877460815356525e-05,99.99981948474628,30.000000447358232,0.0,0.7112632308178801,29.999926616587672
1,I2,candidate,optimal,165.12506800005212,15702.332697935033,price_30.01,3001.0000228840236,2.360719406624412e-07,2.2737367544323206e-12,8.02858266979456e-07,optimal,3.089923138508093e-05,99.99998124295705,8.781558022974423e-07,0.010000000000001563,0.7112632303036275,99.9997996543003
