hour,lambda_system,system_net_injection_residual_mw
1,55.000000548994954,-1.4210854715202004e-14
2,55.00000054885602,-1.4210854715202004e-14
3,55.000000549513466,2.842170943040401e-14
4,55.00000054996105,-1.7763568394002505e-14
5,55.000000549504584,-6.394884621840902e-14
6,55.00000054945348,-8.526512829121202e-14
7,75.0000007371833,4.973799150320701e-14
8,75.0000007400303,-9.592326932761353e-14
9,75.00000073889426,-3.552713678800501e-14
10,55.00000054238021,-2.842170943040401e-14
11,55.00000053803411,0.0
12,30.00000029048965,1.4210854715202004e-14
13,29.48288411825841,5.684341886080802e-14
14,29.48288411811814,5.684341886080802e-14
15,29.482884118162858,5.684341886080802e-14
16,30.000000290662484,0.0
17,55.00000053988038,7.105427357601002e-15
18,75.00000073771913,2.4868995751603507e-14
19,75.00000074063207,6.394884621840902e-14
20,75.00000074119947,-1.1723955140041653e-13
21,75.00000074072598,7.549516567451064e-14
22,75.00000074020873,-6.750155989720952e-14
23,75.00000073472582,7.815970093361102e-14
24,55.00000056176895,9.947598300641403e-14
