investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,1,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999997219476
I1,1,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999996096584
I1,1,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999721954
I1,1,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999997373834
I1,1,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999745684
I1,1,N6,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999997338875
I1,1,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.9999999968758
I1,1,N8,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999716156
I1,1,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999722449
I1,2,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999097194
I1,2,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999998980054
I1,2,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999094942
I1,2,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999110447
I1,2,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999115972
I1,2,N6,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999106915
I1,2,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999057977
I1,2,N8,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999990880156
I1,2,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999095334
I1,3,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995650505
I1,3,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999955325826
I1,3,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999956515005
I1,3,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995663242
I1,3,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995667515
I1,3,N6,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995661973
I1,3,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995610505
I1,3,N8,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995643197
I1,3,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999995651674
I1,4,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999923162135
I1,4,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999230447266
I1,4,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999231666834
I1,4,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999923174966
I1,4,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999231788244
I1,4,N6,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999923175678
I1,4,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999923122648
I1,4,N8,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.9999992315744
I1,4,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999923166697
I1,5,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999997780018
I1,5,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999976625304
I1,5,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999997779421
I1,5,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999977930294
I1,5,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999997797932
I1,5,N6,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999977906946
I1,5,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999997740453
I1,5,N8,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999977718176
I1,5,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.999999977797046
I1,6,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999781374
I1,6,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999670975
I1,6,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999780348
I1,6,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,59.99999999797789
