hour,lambda_system,system_net_injection_residual_mw
1,60.00000186975914,-5.125733715882839e-14
2,60.000000644336545,-4.163231654366012e-14
3,60.00000061726339,-3.733834019227839e-14
4,60.000000610006744,7.787258625182629e-14
5,60.00000062271947,-2.7788733937959045e-14
6,67.15000048359327,-5.234889980939752e-14
7,67.15000066180122,-1.4220841604227046e-14
8,67.15000068970423,-6.672584627708108e-15
9,67.1500006791547,1.0916907272447087e-14
10,67.15000064898076,1.0081973515864934e-13
11,67.15000055506036,-4.059962480050754e-14
12,60.000000619800744,-2.944701390805601e-14
13,60.000000597393964,-2.2202609301996907e-14
14,60.00000059165247,1.5322134942824452e-14
15,60.0000005942328,-1.2989172001476193e-14
16,60.00000061566095,-8.81831919463704e-16
17,67.15000060848183,-2.5928369720808872e-14
18,67.15000067745218,9.181049701410223e-14
19,76.12214449423698,-2.474889031780089e-14
20,88.17793067556164,4.4243199782969346e-15
21,67.1500008131451,5.039545725925594e-14
22,67.1500006765395,-8.755509705776751e-14
23,67.150000643159,-2.3944961077287347e-14
24,67.15000057866766,-1.3925134223178673e-14
