iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
1,I1,optimal,12.955994699994335,-0.0006954148540205656,3.821697426443572e-07,0.0002560701686888933,133.46545555688755,427.76672983399453,0.24999999767606088,0.24999999657573307,,,,,78.56345209989752,,,
1,I2,optimal,2.6385045000060927,-0.002238982256779328,-3.6406055782665286e-07,0.0002390292356722057,133.4653337795273,427.7671767608951,0.24999996838902466,0.24999997640455482,,,,,78.56208602400623,,,
1,I3,optimal,4.091552100027911,142603.425409372,7.42163463289217e-07,0.001907678844872862,123.51028684925728,351.38572002903544,0.24999995238094702,0.24999993956822145,,,,,59.66916838224187,,,
1,I4,optimal,4.292905000009341,214844.2909473145,1.0317426415530647e-06,0.0019744448363780975,98.52297384105063,330.6288434334669,0.24999995510957956,0.24999994132416023,,,,,44.75187027881574,,,
2,I1,optimal,2.596036399976583,-0.0016337878425845044,1.7436653709606013e-07,0.0002416390343569219,100.09910308267587,320.82507229503096,0.24999997632797952,0.24999998025136821,,,,,58.92258422596285,,,
2,I2,optimal,2.551687500003027,-0.0016625798913991602,9.168851993734353e-07,0.00024166470393538475,100.09900707065216,320.82539764991503,0.24999997595068496,0.24999998132487297,,,,,58.921568936267626,,,
2,I3,optimal,3.6619369000254665,142341.18066713892,5.9454474981562395e-06,0.0010128961293958127,97.79359053810171,283.442654810275,0.24999995643483225,0.24999994451406307,,,,,27.511524179023542,,,
2,I4,optimal,4.84708090001368,214643.14195624928,1.269464794584926e-07,0.0015702458913438022,89.53158250652795,301.0113590413742,0.24999994634365527,0.2499999315495038,,,,,18.48426409915927,,,
3,I1,optimal,2.9599084999936167,-0.0009818185085248322,1.2654487060393794e-07,0.00025589519646018744,75.07434701857792,240.61891018828592,0.24999998800966813,0.24999998788654035,,,,,44.191941629234854,,,
3,I2,optimal,7.424653299996862,-0.0007592401544268853,1.22068156588659e-07,0.00025873968843370676,75.07425686485212,240.61905415766276,0.24999999538486486,0.24999999359004607,,,,,44.19118155450161,,,
3,I3,optimal,3.662586599995848,142123.97123262176,7.125892849333138e-06,0.0009686580742709339,81.33352222442159,246.34773925231644,0.2499996626880127,0.24999963774313338,,,,,20.633620088537995,,,
3,I4,optimal,4.624907599994913,214469.5554816603,1.2694781893896544e-07,0.0016241566045209765,84.90861623032889,288.63434129392414,0.24999973398055894,0.2499996911497801,,,,,9.627738145800091,,,
4,I1,optimal,3.844965099997353,-0.0009655445710026848,1.171937747673315e-07,0.000258548476267606,56.30578029787852,180.46429088959485,0.24999998558618858,0.24999998480553068,,,,,33.143956430507366,,,
4,I2,optimal,2.179492199997185,-0.001682389489080821,6.6373189282581155e-06,0.00024706387193873525,56.305699088882044,180.46430914048148,0.24999996212115938,0.2499999658019899,,,,,33.143381029384486,,,
4,I3,optimal,4.671784899983322,141995.54701568076,1.2694783378402048e-07,0.0009880184079520404,70.57887736749248,226.46423418294611,0.2499999348206553,0.2499999054965287,,,,,15.475238871645882,,,
4,I4,optimal,5.3687406000099145,214357.67899780202,1.2694781999776e-07,0.001531616784632206,82.63420939842611,285.3048658111764,0.2499999137306893,0.24999985452321233,,,,,7.220811362284515,,,
5,I1,optimal,3.0342676999862306,-0.0011402322767997868,1.5397316484830426e-06,0.00025646016001701355,42.22937202648898,135.3484189851713,0.24999997221304954,0.24999997408666175,,,,,24.857966470894958,,,
5,I2,optimal,2.321469199989224,31.032403188429683,2.284597579263819e-06,0.00027899001725018024,43.000482212964165,136.8906504732345,0.24999994022926,0.24999995433253824,,,,,24.857535781308563,,,
5,I3,optimal,3.6576788000238594,141925.1620378492,3.245937277203775e-06,0.0009057042771019042,63.21470369715585,215.63094930792948,0.2499999729509113,0.2499999461466896,,,,,11.606431932625421,,,
5,I4,optimal,6.64566539999214,214298.42187249035,1.2694458325165508e-07,0.0013693042565137148,81.45476761454984,285.8672801354324,0.24999948704860636,0.24999939834697424,,,,,5.415599901671053,,,
6,I1,optimal,78.96051949998946,87.96942442157001,1.2410667924893286e-07,0.00033583323238417506,33.1718999446734,109.93458772429561,0.24999999988863011,0.24999999989117339,,,,,18.643477607774567,,,
6,I2,optimal,9.5578304999799,253.0331331143746,1.255156090751437e-07,0.00027140730526298285,34.126040879243725,106.41934908028695,0.24999998852636632,0.24999998416442673,,,,,18.643156923377028,,,
6,I3,optimal,3.428316600009566,141923.19143963745,1.2694783510471259e-07,0.0009369555627927184,57.43528481231943,207.1426536377294,0.24999958732671895,0.2499995375804925,,,,,8.704810836247713,,,
6,I4,optimal,5.077628200000618,214294.75378073694,1.2724982174414819e-07,0.0014983012224547565,80.37795592188843,286.01656183627296,0.24999932999704153,0.24999924563834577,,,,,4.06170015260051,,,
7,I1,optimal,5.090323299984448,427.0992429469226,1.3569640406729844e-07,0.0010504582314752042,27.69418358971825,94.30673591578547,0.2499999820755714,0.24999997797596302,,,,,13.982607211615159,,,
7,I2,optimal,8.30270929998369,596.255169484278,8.106228940778336e-07,0.00040455907583236694,30.01775358109116,88.6609604814945,0.4114888678950142,0.249999926556732,,,,,13.982363334769822,,,
7,I3,optimal,3.7117100000032224,141924.6146981969,1.4242615595631016e-07,0.001278718002140522,53.933785841057045,202.07737439264972,0.24999941743623416,0.24999934261730186,,,,,6.528607282825269,,,
7,I4,optimal,5.380908099992666,214298.07382441117,1.4037098385555995e-07,0.0016046451637521386,79.9618187884983,286.6674405568264,0.249999808701551,0.2499997252015718,,,,,3.0462836688848824,,,
8,I1,optimal,3.6967630999861285,704.5608919639379,3.433130672770304e-06,0.0005560166900977492,24.629985336006328,78.44874781333216,0.6725680966869665,0.67256828441259,,,,,10.486939872011526,,,
8,I2,optimal,2.7410352999868337,795.7124729542013,2.061232681959531e-05,0.0007491381838917732,26.42256159265749,74.31421369080961,0.24999984314929838,0.249999894419893,,,,,10.486771135025597,,,
