iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
8,I3,optimal,3.9933658999798354,141884.0073196869,1.6338991624026388e-07,0.0010705546010285616,52.457948127838094,201.8471945461534,0.24999993667037118,0.24999986958829765,,,,,8.018364452015298,,,
8,I4,optimal,4.854501199995866,214267.52986493477,1.5583448359199696e-07,0.0014462800463661551,80.01380403683198,288.8987570544976,0.2499997021320303,0.2499995820706785,,,,,3.3192438895851524,,,
9,I1,optimal,3.587518499989528,873.3705430264849,2.2909548329216695e-06,0.000801089801825583,22.629726541198448,67.15103652791677,0.24999948712320047,0.2499996246947591,,,,,7.865187441467033,,,
9,I2,optimal,6.309121199999936,1072.7191187863887,1.4707479222478142e-07,0.0006437517004087567,23.68233785387692,63.466494106052025,0.4926238136423032,0.49262392543493727,,,,,7.865068975944848,,,
9,I3,optimal,4.52951779999421,141609.4011495617,1.826695350755715e-07,0.0014291794504970312,52.03363818914858,203.74569822275475,0.24999987853268682,0.24999982117994918,,,,,8.744045839894952,,,
9,I4,optimal,4.343443299992941,213961.34423869572,1.8000763918094195e-07,0.0016331050428561866,80.88614610051594,292.48826368780425,0.24999870818719586,0.2499985757736693,,,,,5.82283392639016,,,
10,I1,optimal,5.154964800021844,928.0562254332838,1.7868250269813253e-07,0.0009136406588368118,21.57776567581653,59.574219525009326,0.5829432693595544,0.5829433749522184,,,,,5.898914530558345,,,
10,I2,optimal,5.776675900007831,1087.8962625314552,1.7574346432845032e-07,0.000645164807792753,21.96336063031038,56.00308558811871,0.7065140673367134,0.7065141511849482,,,,,5.898808076081657,,,
10,I3,optimal,5.973998300003586,140718.29183900013,2.052443366842451e-07,0.001496395852882415,52.28894973456986,205.94496925021645,0.24999992079144553,0.24999987109345664,,,,,8.852209637733615,,,
10,I4,optimal,3.795488999981899,213625.1492206471,1.9308573683234305e-07,0.0016546637052670121,81.41379891609492,295.55361246882865,0.24999613929765968,0.24999595992436477,,,,,3.8438282726572623,,,
11,I1,optimal,10.176319700025488,921.5050030874996,1.943142400674095e-07,0.0010190355824306607,20.869334058973926,54.05268483662051,0.48057380333494193,0.48057371305209406,,,,,4.424185134353745,,,
11,I2,optimal,6.310385999997379,884.9388927986993,1.6087983107514042e-07,0.0010392556432634592,21.29958240836674,51.656438582214776,0.59927310713363,0.5992729872118373,,,,,4.424092682112042,,,
11,I3,optimal,10.15438599998015,141327.10562140812,2.367638849295713e-06,0.001419181062374264,52.521668140517875,208.09400901858302,0.2499973211780009,0.24999706250691145,,,,,3.6743927235789684,,,
11,I4,optimal,3.7730338999826927,213625.0747813989,2.0548308113297162e-07,0.0016473847208544612,81.96789320523074,297.7954019063428,0.24096139975942865,0.24096143792083557,,,,,3.2411338382114536,,,
12,I1,optimal,5.4342053000000305,878.5630769694654,2.0351471149473221e-07,0.0011108366306871176,20.163544055605087,49.562601235461585,0.26774593402721336,0.26774589725985715,,,,,3.3181437179773092,,,
12,I2,optimal,6.763694299996132,854.64381376695,2.0368040136108083e-07,0.0011348056723363698,20.670900816343508,48.13475746943769,0.30121365368130526,0.301213614225865,,,,,3.3180907007122697,,,
12,I3,optimal,7.524275799980387,140713.12895569231,2.363727807065228e-07,0.001430253789294511,53.16402423485694,209.20742706143974,0.24999947925488725,0.24999927379390502,,,,,7.756733311832967,,,
12,I4,optimal,3.381722699996317,213621.42278879558,2.1842816867522023e-07,0.001654640247579664,82.46160475275028,299.5804129765461,0.18072571987137276,0.18072576199310453,,,,,2.3361204141578753,,,
13,I1,optimal,4.343336700025247,1090.8682959374032,2.5422395372568786e-06,0.000681467296089977,19.04211393266136,45.01086329625578,0.2499985873746573,0.24999906050851808,,,,,2.488599675225099,,,
13,I2,optimal,3.7120809000043664,900.2323657390832,2.2287583045978725e-07,0.0012439992860890925,20.480545186133003,46.055807773095275,0.24999867756462152,0.24999911928550325,,,,,2.4885566580991676,,,
13,I3,optimal,5.716042699990794,141314.21012743225,2.538131278939455e-07,0.001422376895789057,53.57758090279916,210.93492530236315,0.2594869771917547,0.25948667770910644,,,,,1.9809151316405433,,,
13,I4,optimal,3.2884915999893565,213616.04360956038,2.260685060805624e-07,0.001656046835705638,82.98527801723857,301.0780608140573,0.135544187936203,0.13554421963254049,,,,,2.3315002798846507,,,
14,I1,optimal,11.845370899973204,1077.037097484243,2.1351886378044644e-07,0.0006851077196188271,18.162591170676166,41.52015950255673,0.24999953587449242,0.24999968137495504,,,,,1.8664603532402901,,,
14,I2,optimal,3.8811695000040345,1170.110828269395,6.397620583589471e-06,0.0006560028996318579,19.765024614542185,43.35108779948416,0.2499972592360396,0.24999818278666952,,,,,1.8664101956819505,,,
14,I3,optimal,6.650244300020859,141316.11305105258,2.42075521630693e-07,0.0014313287101686,54.1555941033066,212.06021392506895,0.38373291916699437,0.38373310688926415,,,,,4.585957733045767,,,
14,I4,optimal,7.753796800010605,213606.0417113721,2.40026048125621e-07,0.0016585913253948092,83.57891467037267,302.5198709071478,0.1331049506864722,0.13310501006803122,,,,,2.3958920698435833,,,
15,I1,optimal,9.993727499997476,1058.2527328321144,1.910796143739986e-07,0.0006708051078021526,17.465122323652967,38.82647789552566,1.6490946212789663,1.1262700880604175,,,,,8.886633628355794,,,
15,I2,optimal,91.10668660001829,1213.1864918913006,2.1777512220165961e-07,0.0006805775337852538,19.381090987908422,41.627961421445605,0.24999941441540818,0.2499995966699942,,,,,1.399824829673899,,,
15,I3,optimal,6.922131800005445,141300.5490499098,2.3790985195092067e-07,0.0014357760665006936,54.71104529874463,213.51292411034163,0.304281470163411,0.30428161095511147,,,,,3.8613081851436917,,,
15,I4,optimal,4.471959699993022,213592.8014670038,2.3313073164703386e-07,0.0016561280353926122,84.11559819167172,304.057796525264,0.1121840526894915,0.11218409723927647,,,,,2.1132584643980437,,,
16,I1,optimal,5.741979799990077,1106.5870377483939,1.9813346717866367e-07,0.0006994340801611543,17.09464769148397,37.11147090616764,0.2499992016772543,0.24999926976214043,,,,,3.568845878735906,,,
16,I2,optimal,8.868650900025386,1191.0237340035947,2.382280189225916e-06,0.000811771780718118,19.026514649648835,40.20236440325421,0.24999528464444365,0.24999687276463148,,,,,1.0498520990493005,,,
16,I3,optimal,4.277772300003562,140680.48846304903,2.477784218105761e-07,0.0014426217530854046,55.51997333073015,214.36640615045616,0.24999550367042,0.2499953629256158,,,,,6.066168415771806,,,
16,I4,optimal,4.533769599976949,213595.00992537357,3.768571341555381e-06,0.001659009838476777,84.4671179596951,305.1424135406668,0.18941015233119685,0.18941018550884647,,,,,0.9599303843373832,,,
17,I1,optimal,3.9045558999932837,1122.060775939357,9.297694581680064e-07,0.000688767118845135,16.913535604958884,36.01870344084107,0.24999850588105085,0.2499986382956149,,,,,2.676629808542815,,,
17,I2,optimal,9.08666900001117,1201.5730718017996,2.3923554609009747e-07,0.0007954547181725502,18.833138281992156,39.27827841028002,0.19685127637587985,0.2499991800735282,,,,,0.7874051055035193,,,
17,I3,optimal,6.381554299994605,141306.78811083475,2.50703136101842e-07,0.001425907132215798,55.787165089494934,214.95141993153655,0.23229201093093577,0.23229201419854562,,,,,1.7976894880819003,,,
17,I4,optimal,4.183186100010062,213597.90855247562,2.4507006283797014e-07,0.001660031673964113,84.7350641699527,305.833384004342,0.09934810955362983,0.09934813466311732,,,,,0.908015936052351,,,
18,I1,optimal,3.7208468999888282,1132.2176594438997,2.6119502456976617e-07,0.0006966394721530378,16.788873280127525,35.221471337943676,0.24999623523742384,0.24999658205565317,,,,,2.0074581224478836,,,
18,I2,optimal,7.016242199984845,1212.5607471478288,2.4644897912067497e-07,0.0007788902730681002,18.707735721049986,38.62447334480689,0.14763650872527684,0.22435431809748008,,,,,0.5905460349011072,,,
18,I3,optimal,16.720452300010948,141308.9623865747,2.551103363620354e-07,0.0015551117830909789,55.983086153414305,215.28290241519875,0.1742238257590788,0.1742238613671122,,,,,1.402472182311051,,,
18,I4,optimal,3.7470802000025287,213598.4020298868,5.025686524084296e-05,0.0016810413799248636,84.9326708187697,306.2711711197076,0.060991900858081816,0.06099191971948925,,,,,0.7216151119631178,,,
19,I1,optimal,4.732970599987311,1148.13889819194,6.221816233746135e-06,0.0006925786146894097,16.73789700360466,34.708588193295626,0.2499939269696272,0.24999449158520243,,,,,1.50558724790719,,,
19,I2,optimal,7.176767900004052,1225.2405941730703,2.5351892566004436e-07,0.0007855400908738375,18.64943255236045,38.205617071894075,0.11072311031790666,0.1682614618971876,,,,,0.4428924412716266,,,
19,I3,optimal,4.25976559999981,140679.16242949505,5.509107920539635e-07,0.0016739752609282732,56.38450219724811,215.4285333493332,0.22051823600800846,0.2205181001051032,,,,,3.3915957344906573,,,
19,I4,optimal,5.577502200001618,213599.39692099407,2.541448646228577e-07,0.0016925998497754335,84.9951753554865,306.6209134814915,0.11829896225838689,0.11829886785232092,,,,,0.4731958490335476,,,
20,I1,optimal,3.9333895000163466,1162.1068961041549,2.239908412680102e-06,0.0006830835482105613,16.778526938230346,34.48165012105786,0.249986685217784,0.24998794494772897,,,,,1.1291668690803325,,,
20,I2,optimal,5.0969200000108685,1234.8537301427639,2.6174259990554494e-07,0.0006662654923275113,18.66482903561805,38.00972258482625,0.08304217566407421,0.12619593986163263,,,,,0.3875537367853701,,,
20,I3,optimal,5.093206899997313,141302.58057698188,3.7819437818182504e-06,0.001619417977053672,56.379376159612676,215.56079579200184,0.11062815040051421,0.11062816514324825,,,,,0.4425126016020571,,,
20,I4,optimal,6.336821500008227,213601.35693030275,4.6774253132605564e-05,0.0016994370962493122,85.01982897873042,306.808089478948,0.1709337361065184,0.17093366525333203,,,,,0.6837349444260737,,,
21,I1,optimal,6.044001400005072,1162.509191940973,4.465613003870065e-07,0.0006782698328606784,16.793125804866907,34.279699394893676,0.2117050420970602,0.23447653345351438,,,,,0.8468201683882407,,,
21,I2,optimal,5.112235500011593,1235.3273205778708,1.108482495764473e-06,0.0006590894772671163,18.664469983434426,37.83898888689869,0.06227332309549832,0.0946386469609678,,,,,0.27899633087587006,,,
21,I3,optimal,4.880865700019058,141302.74582045324,1.678450952774916e-06,0.00159188435645774,56.36581135407899,215.64658552900386,0.07349695124650332,0.07349682960979934,,,,,0.29398780498601335,,,
21,I4,optimal,6.436025500006508,213602.0609598143,2.5593358182722726e-07,0.0016723223379813135,85.0310268384649,306.9396227267879,0.2351319687839395,0.23513191568603065,,,,,0.9405278751357578,,,
22,I1,optimal,5.123311700008344,1161.7494867493172,5.410582333488482e-07,0.0006814021617174149,16.79633007184899,34.11274658313339,0.15879868186024204,0.1758772986618683,,,,,0.6351947274409679,,,
22,I2,optimal,5.119264800014207,1234.8412041933047,6.115493409269245e-06,0.0006571494741365314,18.658390543084604,37.699318308699404,0.04670465322917444,0.0709786460908037,,,,,0.2120087979534091,,,
22,I3,optimal,7.1478286999918055,141302.70157347328,2.6188114422652565e-07,0.0015808636671863496,56.35355217580322,215.7119917063238,0.05512802271910397,0.055128243121958215,,,,,0.22051209087641582,,,
22,I4,optimal,3.496539399988251,213602.2030217651,2.5593368681752e-07,0.001669329998549074,85.03786473326605,307.04653364733144,0.26913242786847125,0.26913238804305395,,,,,1.0765297114738848,,,
23,I1,optimal,6.650918000028469,1159.8274398244698,2.626258776790305e-07,0.0006824139854870737,16.791122330257803,33.972310088433126,0.11910595251150857,0.13191491706042696,,,,,0.4764238100460343,,,
23,I2,optimal,3.7510102999804076,1233.4818419983617,2.2479551298553894e-06,0.0006561171030625701,18.648121374426783,37.58314620080892,0.03503860322285053,0.0532440979369013,,,,,0.14448277717685798,,,
23,I3,optimal,5.166966399992816,141302.5680793652,6.997616070371354e-05,0.0015914167743176222,56.34652146184921,215.76832950832735,0.04125250201072288,0.04125262856547905,,,,,0.1650100080428915,,,
23,I4,optimal,3.418334199988749,213602.0950001479,2.5593368003815216e-07,0.0016646739095449448,85.04461291415909,307.1377574305446,0.27142165282142106,0.27142162295114847,,,,,1.0856866112856842,,,
24,I1,optimal,3.9094539000070654,1157.4123384959719,2.47086734479436e-07,0.0006827153847552836,16.779263345492062,33.85107636454906,0.08931227493252897,0.09891899711007052,,,,,0.35724909973011565,,,
24,I2,optimal,5.040283799986355,1231.7566009689917,2.9956665460658402e-06,0.0006557750166393816,18.634452882548995,37.484083888922875,0.026275235094273708,0.039929355442886075,,,,,0.10510094037709483,,,
24,I3,optimal,8.45074040000327,141302.38636574137,0.00016162923850012578,0.0016004776116460562,56.34594050984108,215.82161895750104,0.031014743603695744,0.03101474561553895,,,,,0.12405897441478297,,,
24,I4,optimal,10.985692699992796,213601.85381178884,7.759216046610081e-05,0.0016653624479658902,85.05319511993025,307.218656365896,0.22019725175285454,0.22019707305408706,,,,,1.0229788484382107,,,
25,I1,optimal,3.5608001000073273,1154.7506519993156,2.6799085290430694e-06,0.0006826853496022522,16.7620298814306,33.74347261597017,0.06697488337851243,0.07417992634654075,,,,,0.2678995335140497,,,
25,I2,optimal,3.9468879000050947,1229.8503048180519,3.2624440430809248e-06,0.0006555643631145358,18.617943994643582,37.397272118955875,0.019703886529189793,0.029944477062302896,,,,,0.07881554611675919,,,
25,I3,optimal,10.183184499997878,141310.7312175172,2.0298411572270013e-05,0.0014336107415147126,56.35179628312306,215.8954172805879,0.2448448188148036,0.24484474805256887,,,,,0.9793792752592145,,,
25,I4,optimal,4.141657400003169,213601.81212609424,2.556046258160372e-07,0.001663104456383735,85.0643490853902,307.2875287895698,0.1183732932168265,0.11837321304222125,,,,,0.6710247399768434,,,
26,I1,optimal,5.7469672999868635,1150.5981427793472,6.887324096064938e-07,0.0006836410611867905,16.73630704017273,33.637174323792806,0.05024414446502151,0.05564792514418879,,,,,0.20097657786008605,,,
26,I2,optimal,3.8250554999976885,1226.8743683948205,2.5818547093736037e-07,0.0006549251265823841,18.595961289234083,37.31296120947766,0.014786885875135353,0.022467329561908042,,,,,0.05914754350054142,,,
26,I3,optimal,9.11102439998649,141301.77662841335,2.811284730606556e-07,0.0016253833891823888,56.36532314944621,215.94924140667277,0.06915758263176924,0.06915747091384067,,,,,0.27993887170568144,,,
26,I4,optimal,8.173600000009174,213601.317185268,2.5514345555679174e-07,0.0016678517567925155,85.07956805854964,307.3569135629328,0.10788122957888598,0.10788116709398758,,,,,0.6839391709154783,,,
27,I1,optimal,3.837950599991018,1148.3564002812395,3.3174718724249315e-06,0.0006829673075117171,16.710117597684814,33.54365598090407,0.03768081557178128,0.041733651167566804,,,,,0.15072326228712515,,,
27,I2,optimal,3.932940500002587,1225.267850741906,2.592568577334457e-07,0.0006553088896907866,18.574300821573456,37.23938114587612,0.01109033954526989,0.016850673356392773,,,,,0.04436135818107957,,,
27,I3,optimal,8.082917300023837,141301.49475886574,2.5979255879679213e-07,0.0016382356407120824,56.383625833591914,216.00621852024568,0.051868123697597524,0.05186818605470764,,,,,0.24264596792404802,,,
27,I4,optimal,3.6812310999957845,213600.87499206176,2.5593367921429843e-07,0.0016618874506093562,85.09710068484493,307.42413360291505,0.09232335983569676,0.09232331298970017,,,,,0.6484498515954176,,,
28,I1,optimal,5.2819844000041485,1145.6520931171362,2.5736551403933696e-07,0.0006819073460064828,16.682170486320285,33.456907164535714,0.02827346410601203,0.03131309087190225,,,,,0.11309385642404811,,,
28,I2,optimal,3.4537845000158995,1223.3294630771188,1.0376555142069823e-07,0.0006544936331920326,18.551825368577955,37.17173590090764,0.008311312248641001,0.012631560795583044,,,,,0.04447335077099268,,,
28,I3,optimal,9.251932999992277,141301.27437994967,2.592940297190755e-07,0.0016507776454091072,56.40557523071478,216.06556073783852,0.038901263073983755,0.03890148010660138,,,,,0.21489335453050273,,,
28,I4,optimal,4.698722600005567,213600.4419407154,2.559316377379039e-07,0.0016598934889771044,85.11641709264552,307.4890468827953,0.07663936319455576,0.07663932836530814,,,,,0.5879872421211987,,,
29,I1,optimal,3.4330102000094485,1142.7565460615635,3.6522531347097405e-06,0.0006814535590820014,16.652321739575008,33.37406872735357,0.021194226737436997,0.023473946529328563,,,,,0.08477690694974802,,,
29,I2,optimal,3.3705409999820404,1221.2542098804247,3.0236218129112762e-06,0.0006537206354551017,18.528301540695693,37.10766748851613,0.006224906726593423,0.009465093674961535,,,,,0.06005946137445406,,,
29,I3,optimal,6.736399199988227,141309.01387600604,2.5593376141601163e-07,0.0014307548408396542,56.43055336215258,216.13975020820064,0.12702040980977347,0.12702039867917927,,,,,0.5080816392390939,,,
29,I4,optimal,4.172758000000613,213600.1987435801,2.559337091870937e-07,0.0016602716059423983,85.13728973989525,307.54896607494237,0.043700154143536146,0.0437001352307081,,,,,0.3609684449496715,,,
30,I1,optimal,5.763378200004809,1138.9358745118934,1.7507832740387147e-07,0.0006804581498727202,16.618210403416672,33.28849034338445,0.015907812682686172,0.017617603396291738,,,,,0.08136563199453484,,,
30,I2,optimal,4.010270600003423,1218.515970288822,2.560110911518927e-07,0.000652941467706114,18.501862080711913,37.04202299480872,0.004684928499177047,0.007115070246386603,,,,,0.08014474643386649,,,
30,I3,optimal,3.952181600005133,141300.78189205402,0.0,0.0016738060512579978,56.45920604517211,216.2027282981021,0.06093003098045771,0.06092989203042015,,,,,0.28415982136569795,,,
30,I4,optimal,4.315374300000258,213599.6711367545,2.389133207638184e-07,0.0016618736553937197,85.16038403162194,307.610757932165,0.04256710792902638,0.042567090932626526,,,,,0.3669747318818515,,,
31,I1,optimal,5.488689199992223,1136.3021609951675,2.607329324620857e-07,0.0006773204659111798,16.584543097801006,33.20813895558465,0.0119219091894191,0.013204250403909913,,,,,0.09339358098863748,,,
31,I2,optimal,5.64750599997933,1216.6280772099237,9.157981866478802e-07,0.0006506226491183043,18.475968365461267,36.980661382270966,0.003480211303751018,0.005302818106020891,,,,,0.08453227783129336,,,
31,I3,optimal,6.687006099993596,141308.00430670055,2.763781498446832e-07,0.001438380975741893,56.48981547559371,216.2781935389671,0.0782237555863986,0.07822371249042298,,,,,0.31289502234559435,,,
31,I4,optimal,4.9798950999975204,213599.3468399375,2.558882596111097e-07,0.0016614363994449377,85.18454199644297,307.66975680196424,0.024855639319829082,0.02485562955215818,,,,,0.22340401538775412,,,
32,I1,optimal,5.677280400006566,1132.7300088722232,2.5803018283823456e-07,0.0006758192903362215,16.548330292793676,33.12595076284573,0.008946811975142278,0.009908568207071748,,,,,0.1138832471622564,,,
32,I2,optimal,3.792153899994446,1214.068001841887,1.4047675948184655e-06,0.0006489165243692696,18.448324618403053,36.91819325549937,0.0026427200214764832,0.00400967435985799,,,,,0.09612544048797744,,,
32,I3,optimal,8.477961500000674,141307.46552627947,2.5593375619197706e-07,0.0014379351632669568,56.52269608269881,216.3538759855432,0.048962051610595636,0.04896201930646649,,,,,0.19584820644238266,,,
32,I4,optimal,4.708537900005467,213598.9497818995,3.8095333185664766e-07,0.001662285765632987,85.21010376028077,307.7283207132768,0.015029086134090026,0.015029080303133534,,,,,0.13843990899015335,,,
33,I1,optimal,4.446768200024962,1129.4240443551914,2.4477859389068285e-06,0.0006715772324241698,16.51102535051985,33.0440189371923,0.006712112994074107,0.007433430961090864,,,,,0.12596984949370515,,,
33,I2,optimal,4.0179569000029005,1211.698796808493,2.67252958970542e-07,0.0006458662683144212,18.41998149171997,36.85612153068345,0.0019801612300593824,0.003005376048710963,,,,,0.10254334764437445,,,
33,I3,optimal,12.382643799996004,141299.8489701732,2.5696360648095446e-07,0.0016924731899052858,56.557374609048466,216.4214998467096,0.07749471452159554,0.07749489725724792,,,,,0.34031683215314956,,,
33,I4,optimal,4.741693100018892,213598.40588001168,2.5593370115494193e-07,0.00166176917264238,85.23679148108099,307.7891401236565,0.02098884246665087,0.02098883491791454,,,,,0.1962436925026534,,,
34,I1,optimal,3.475716499990085,1126.7810041931778,9.057640898808541e-07,0.0006612046272493899,16.474934923868783,32.9663466307299,0.005028465411916946,0.005569453229289978,,,,,0.12695042854958594,,,
34,I2,optimal,5.004707499989308,1209.8042995807225,1.308926146029708e-06,0.0006396298995241523,18.392638163640427,36.797395774082226,0.0017862927282716458,0.0022499230046036855,,,,,0.10126975512035763,,,
34,I3,optimal,5.79353940000874,141299.63240731007,3.2010258636213366e-07,0.001698125503025949,56.59257191122329,216.49060162480322,0.0581204913369803,0.058120053377988895,,,,,0.2919756729297234,,,
34,I4,optimal,3.745957899984205,213597.91654065697,3.062200959959968e-05,0.001661613117903471,85.26369738413231,307.8499319522869,0.02267579036919079,0.022675782643177128,,,,,0.2164664767176805,,,
35,I1,optimal,5.934518399997614,1123.8602001852225,2.5518089546302056e-07,0.0006496204878203571,16.438902893535676,32.890163971016996,0.003780021317116888,0.004185764472341501,,,,,0.13102608252649262,,,
35,I2,optimal,4.266480099991895,1207.7112925749143,2.55103857778589e-07,0.0006292820908129215,18.36540704213191,36.739904207954474,0.0018169299743622475,0.001854273505960319,,,,,0.10282266322301759,,,
35,I3,optimal,6.7124895000015385,141305.92529740077,2.559337468592877e-07,0.0014367002295330167,56.62806069233595,216.56761863848587,0.04357670875596745,0.04357662073122229,,,,,0.17430683502386973,,,
35,I4,optimal,5.525804500008235,213594.58107280132,2.526644249799878e-07,0.0016616927459836006,85.29069305361347,308.0310651536689,0.08823967131812314,0.08823964362449986,,,,,0.8614499931699053,,,
