hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.844746169919555e-09,41.94,3999.9999976526597,-4.632131347316848e-09
1,N2,-9.844746170073302e-09,251.64,3999.9999996087768,7.561311442121472e-09
1,N3,-9.844746170073932e-09,251.64,3999.9999996087768,7.561311442121472e-09
1,N4,-9.844746170073332e-09,251.64,3999.9999996087768,7.561311442121447e-09
1,N5,-9.844746169919617e-09,41.94,3999.9999976526597,-4.632131347316803e-09
2,N1,-9.844763183333689e-09,40.44,3999.999997565588,-5.174866189576459e-09
2,N2,-9.8447631834853e-09,242.64,3999.9999995942644,7.470855635078772e-09
2,N3,-9.844763183507106e-09,242.64,3999.9999995942644,7.470855635078771e-09
2,N4,-9.844763183492807e-09,242.64,3999.9999995942644,7.47085563507874e-09
2,N5,-9.844763183333395e-09,40.44,3999.999997565588,-5.174866189576421e-09
3,N1,-9.844763183333557e-09,39.54,3999.9999975101764,-5.520272855501084e-09
3,N2,-9.844763183490625e-09,237.24,3999.9999995850294,7.413287857425001e-09
3,N3,-9.844763183505845e-09,237.24,3999.9999995850294,7.413287857425006e-09
3,N4,-9.844763183496185e-09,237.24,3999.9999995850294,7.4132878574250005e-09
3,N5,-9.844763183333234e-09,39.54,3999.9999975101764,-5.520272855501059e-09
4,N1,-9.84476318332515e-09,37.8,3999.9999973955655,-6.234698113931894e-09
4,N2,-9.844763183490819e-09,226.8,3999.9999995659277,7.29421698102068e-09
4,N3,-9.844763183503996e-09,226.8,3999.9999995659277,7.294216981020685e-09
4,N4,-9.844763183495398e-09,226.8,3999.9999995659277,7.2942169810206795e-09
4,N5,-9.844763183324843e-09,37.8,3999.9999973955655,-6.2346981139318695e-09
5,N1,-9.844763183329383e-09,38.58,3999.999997448221,-5.906469380678422e-09
5,N2,-9.84476318349016e-09,231.48,3999.9999995747035,7.348921769895878e-09
5,N3,-9.844763183505572e-09,231.48,3999.9999995747035,7.348921769895884e-09
5,N4,-9.844763183495999e-09,231.48,3999.9999995747035,7.348921769895878e-09
5,N5,-9.844763183329083e-09,38.58,3999.999997448221,-5.906469380678399e-09
6,N1,-9.844763183319563e-09,42.36,3999.9999976759295,-4.487053557751836e-09
6,N2,-9.844763183464102e-09,254.16,3999.999999612655,7.585491073715513e-09
6,N3,-9.84476318348615e-09,254.16,3999.999999612655,7.585491073715506e-09
6,N4,-9.844763183471463e-09,254.16,3999.999999612655,7.585491073715462e-09
6,N5,-9.844763183319379e-09,42.36,3999.9999976759295,-4.487053557751788e-09
7,N1,-9.845032426940795e-09,51.9,3999.9999981030765,-1.8241153893241726e-09
7,N2,-9.756414971849085e-09,311.4,3999.999999686692,7.888729744237823e-09
7,N3,-9.815620743264243e-09,311.4,3999.9999996847905,8.029314101784754e-09
7,N4,-9.835669334933033e-09,311.4,3999.9999996841466,8.029314101786438e-09
7,N5,-9.84345112518105e-09,51.9,3999.999998103381,-1.8241153893246098e-09
8,N1,-9.843243155032937e-09,59.7,3999.9999983512157,-2.792560922075833e-10
8,N2,-9.365973501668905e-09,358.2,3999.9999997385266,7.80048078043443e-09
8,N3,-9.813278161209356e-09,358.2,3999.9999997260393,8.286790651297086e-09
