hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,23.759999999999998,4000.0,0.0
1,N2,0.0,55.440000000000005,4000.0,0.0
1,N3,0.0,126.72,4000.0,0.0
1,N4,0.0,110.88000000000001,4000.0,0.0
1,N5,0.0,142.56,4000.0,0.0
1,N6,0.0,63.36,4000.0,0.0
1,N7,0.0,110.88000000000001,4000.0,0.0
1,N8,0.0,47.519999999999996,4000.0,0.0
1,N9,0.0,110.88000000000001,4000.0,0.0
2,N1,0.0,22.68,4000.0,0.0
2,N2,0.0,52.92,4000.0,0.0
2,N3,0.0,120.96000000000001,4000.0,0.0
2,N4,0.0,105.84,4000.0,0.0
2,N5,0.0,136.07999999999998,4000.0,0.0
2,N6,0.0,60.480000000000004,4000.0,0.0
2,N7,0.0,105.84,4000.0,0.0
2,N8,0.0,45.36,4000.0,0.0
2,N9,0.0,105.84,4000.0,0.0
3,N1,0.0,21.96,4000.0,0.0
3,N2,0.0,51.24,4000.0,0.0
3,N3,0.0,117.12,4000.0,0.0
3,N4,0.0,102.48,4000.0,0.0
3,N5,0.0,131.76,4000.0,0.0
3,N6,0.0,58.56,4000.0,0.0
3,N7,0.0,102.48,4000.0,0.0
3,N8,0.0,43.92,4000.0,0.0
3,N9,0.0,102.48,4000.0,0.0
4,N1,0.0,21.599999999999998,4000.0,0.0
4,N2,0.0,50.400000000000006,4000.0,0.0
4,N3,0.0,115.2,4000.0,0.0
4,N4,0.0,100.80000000000001,4000.0,0.0
4,N5,0.0,129.6,4000.0,0.0
4,N6,0.0,57.6,4000.0,0.0
4,N7,0.0,100.80000000000001,4000.0,0.0
4,N8,0.0,43.199999999999996,4000.0,0.0
4,N9,0.0,100.80000000000001,4000.0,0.0
5,N1,0.0,22.32,4000.0,0.0
5,N2,0.0,52.080000000000005,4000.0,0.0
5,N3,0.0,119.04,4000.0,0.0
5,N4,0.0,104.16000000000001,4000.0,0.0
5,N5,0.0,133.92,4000.0,0.0
5,N6,0.0,59.52,4000.0,0.0
5,N7,0.0,104.16000000000001,4000.0,0.0
5,N8,0.0,44.64,4000.0,0.0
5,N9,0.0,104.16000000000001,4000.0,0.0
6,N1,0.0,24.48,4000.0,0.0
6,N2,0.0,57.120000000000005,4000.0,0.0
6,N3,0.0,130.56,4000.0,0.0
6,N4,0.0,114.24000000000001,4000.0,0.0
6,N5,0.0,146.88,4000.0,0.0
6,N6,0.0,65.28,4000.0,0.0
6,N7,0.0,114.24000000000001,4000.0,0.0
6,N8,0.0,48.96,4000.0,0.0
6,N9,0.0,114.24000000000001,4000.0,0.0
7,N1,0.0,28.799999999999997,4000.0,0.0
7,N2,0.0,67.2,4000.0,0.0
7,N3,0.0,153.6,4000.0,0.0
7,N4,0.0,134.4,4000.0,0.0
7,N5,0.0,172.79999999999998,4000.0,0.0
7,N6,0.0,76.8,4000.0,0.0
7,N7,0.0,134.4,4000.0,0.0
7,N8,0.0,57.599999999999994,4000.0,0.0
7,N9,0.0,134.4,4000.0,0.0
8,N1,0.0,32.4,4000.0,0.0
8,N2,0.0,75.60000000000001,4000.0,0.0
8,N3,0.0,172.8,4000.0,0.0
8,N4,0.0,151.20000000000002,4000.0,0.0
8,N5,0.0,194.4,4000.0,0.0
8,N6,0.0,86.4,4000.0,0.0
8,N7,0.0,151.20000000000002,4000.0,0.0
8,N8,0.0,64.8,4000.0,0.0
8,N9,0.0,151.20000000000002,4000.0,0.0
9,N1,0.0,33.48,4000.0,0.0
9,N2,0.0,78.12,4000.0,0.0
9,N3,0.0,178.56,4000.0,0.0
9,N4,0.0,156.24,4000.0,0.0
9,N5,0.0,200.88,4000.0,0.0
9,N6,0.0,89.28,4000.0,0.0
9,N7,0.0,156.24,4000.0,0.0
9,N8,0.0,66.96,4000.0,0.0
9,N9,0.0,156.24,4000.0,0.0
10,N1,0.0,32.4,4000.0,0.0
10,N2,0.0,75.60000000000001,4000.0,0.0
10,N3,0.0,172.8,4000.0,0.0
10,N4,0.0,151.20000000000002,4000.0,0.0
10,N5,0.0,194.4,4000.0,0.0
10,N6,0.0,86.4,4000.0,0.0
10,N7,0.0,151.20000000000002,4000.0,0.0
