investor,node,hour,full_power_available_mw,bid_charge_eur_per_mwh,offer_discharge_eur_per_mwh
Merchant,N1,1,0.0,-7.5,7.5
Merchant,N1,2,0.0,-7.5,7.5
Merchant,N1,3,0.0,-7.5,7.5
Merchant,N1,4,0.0,-7.5,7.5
Merchant,N1,5,0.0,-7.5,7.5
Merchant,N1,6,0.0,-7.5,7.5
Merchant,N1,7,0.0,-7.5,7.5
Merchant,N1,8,0.0,-7.5,7.5
Merchant,N1,9,0.0,-7.5,7.5
Merchant,N1,10,0.0,-7.5,7.5
Merchant,N1,11,0.0,-7.5,7.5
Merchant,N1,12,0.0,-7.5,7.5
Merchant,N1,13,0.0,-7.5,7.5
Merchant,N1,14,0.0,-7.5,7.5
Merchant,N1,15,0.0,-7.5,7.5
Merchant,N1,16,0.0,-7.5,7.5
Merchant,N1,17,0.0,-7.5,7.5
Merchant,N1,18,0.0,-7.5,7.5
Merchant,N1,19,0.0,-7.5,7.5
Merchant,N1,20,0.0,-7.5,7.5
Merchant,N1,21,0.0,-7.5,7.5
Merchant,N1,22,0.0,-7.5,7.5
Merchant,N1,23,0.0,-7.5,7.5
Merchant,N1,24,0.0,-7.5,7.5
Merchant,N2,1,0.0,-7.5,7.5
Merchant,N2,2,0.0,-7.5,7.5
Merchant,N2,3,0.0,-7.5,7.5
Merchant,N2,4,0.0,-7.5,7.5
Merchant,N2,5,0.0,-7.5,7.5
Merchant,N2,6,0.0,-7.5,7.5
Merchant,N2,7,0.0,-7.5,7.5
Merchant,N2,8,0.0,-7.5,7.5
Merchant,N2,9,0.0,-7.5,7.5
Merchant,N2,10,0.0,-7.5,7.5
Merchant,N2,11,0.0,-7.5,7.5
Merchant,N2,12,0.0,-7.5,7.5
Merchant,N2,13,0.0,-7.5,7.5
Merchant,N2,14,0.0,-7.5,7.5
Merchant,N2,15,0.0,-7.5,7.5
Merchant,N2,16,0.0,-7.5,7.5
Merchant,N2,17,0.0,-7.5,7.5
Merchant,N2,18,0.0,-7.5,7.5
Merchant,N2,19,0.0,-7.5,7.5
Merchant,N2,20,0.0,-7.5,7.5
Merchant,N2,21,0.0,-7.5,7.5
Merchant,N2,22,0.0,-7.5,7.5
Merchant,N2,23,0.0,-7.5,7.5
Merchant,N2,24,0.0,-7.5,7.5
Merchant,N3,1,8.330639163369856,-184.04019884790955,200.4974840204235
Merchant,N3,2,8.330639163369856,-229.44034588346443,200.50698440661233
Merchant,N3,3,8.330639163369856,-280.1710148577463,200.515000280346
Merchant,N3,4,8.330639163369856,-229.36764428987607,200.48758432293823
Merchant,N3,5,8.330639163369856,-267.6236922168344,200.55067997535915
Merchant,N3,6,8.330639163369856,-268.65618225751535,200.57441213630102
Merchant,N3,7,8.330639163369856,91.52471991701219,200.58391513635667
Merchant,N3,8,8.330639163369856,-204.4187280864109,200.6179874083436
Merchant,N3,9,8.330639163369856,-229.43452090365741,200.6187396768339
Merchant,N3,10,8.330639163369856,170.85484917744725,321.9761518517705
Merchant,N3,11,8.330639163369856,-266.7208318883961,188.18864391529624
Merchant,N3,12,8.330639163369856,132.87533824807207,318.7899477002128
Merchant,N3,13,8.330639163369856,132.53181494856406,320.08309980307155
Merchant,N3,14,8.330639163369856,131.98618532736566,320.7966269098394
Merchant,N3,15,8.330639163369856,132.92380896083992,318.5869317473651
Merchant,N3,16,8.330639163369856,-183.36832215782653,181.4357928647558
Merchant,N3,17,8.330639163369856,-243.3908762538049,193.20247847503296
Merchant,N3,18,8.330639163369856,-255.33365298965566,200.4568554155885
Merchant,N3,19,8.330639163369856,-281.38169757707556,200.44462206108085
Merchant,N3,20,8.330639163369856,-285.45541669363547,204.6538919348545
Merchant,N3,21,8.330639163369856,-262.0772877039291,200.4480606781324
Merchant,N3,22,8.330639163369856,-280.1471730130939,200.45646588984204
Merchant,N3,23,8.330639163369856,-280.1708066948165,200.46803412955344
Merchant,N3,24,8.330639163369856,-280.19747744295387,200.48012086312923
Merchant,N4,1,0.0,-7.5,7.5
Merchant,N4,2,0.0,-7.5,7.5
Merchant,N4,3,0.0,-7.5,7.5
Merchant,N4,4,0.0,-7.5,7.5
Merchant,N4,5,0.0,-7.5,7.5
Merchant,N4,6,0.0,-7.5,7.5
Merchant,N4,7,0.0,-7.5,7.5
Merchant,N4,8,0.0,-7.5,7.5
Merchant,N4,9,0.0,-7.5,7.5
Merchant,N4,10,0.0,-7.5,7.5
Merchant,N4,11,0.0,-7.5,7.5
Merchant,N4,12,0.0,-7.5,7.5
Merchant,N4,13,0.0,-7.5,7.5
Merchant,N4,14,0.0,-7.5,7.5
Merchant,N4,15,0.0,-7.5,7.5
Merchant,N4,16,0.0,-7.5,7.5
Merchant,N4,17,0.0,-7.5,7.5
Merchant,N4,18,0.0,-7.5,7.5
Merchant,N4,19,0.0,-7.5,7.5
Merchant,N4,20,0.0,-7.5,7.5
Merchant,N4,21,0.0,-7.5,7.5
Merchant,N4,22,0.0,-7.5,7.5
Merchant,N4,23,0.0,-7.5,7.5
Merchant,N4,24,0.0,-7.5,7.5
Merchant,N5,1,0.0,-7.5,7.5
Merchant,N5,2,0.0,-7.5,7.5
Merchant,N5,3,0.0,-7.5,7.5
Merchant,N5,4,0.0,-7.5,7.5
Merchant,N5,5,0.0,-7.5,7.5
Merchant,N5,6,0.0,-7.5,7.5
Merchant,N5,7,0.0,-7.5,7.5
Merchant,N5,8,0.0,-7.5,7.5
Merchant,N5,9,0.0,-7.5,7.5
Merchant,N5,10,0.0,-7.5,7.5
Merchant,N5,11,0.0,-7.5,7.5
Merchant,N5,12,0.0,-7.5,7.5
Merchant,N5,13,0.0,-7.5,7.5
Merchant,N5,14,0.0,-7.5,7.5
Merchant,N5,15,0.0,-7.5,7.5
Merchant,N5,16,0.0,-7.5,7.5
Merchant,N5,17,0.0,-7.5,7.5
Merchant,N5,18,0.0,-7.5,7.5
Merchant,N5,19,0.0,-7.5,7.5
Merchant,N5,20,0.0,-7.5,7.5
Merchant,N5,21,0.0,-7.5,7.5
Merchant,N5,22,0.0,-7.5,7.5
Merchant,N5,23,0.0,-7.5,7.5
Merchant,N5,24,0.0,-7.5,7.5
Merchant,N6,1,20.015432206486935,-276.4133993202855,280.0670520991377
