investor,hour,node,installed_power_mw,charge_offer_mw,accepted_charge_mw,discharge_offer_mw,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,11,N5,6.366949411691552e-05,3.187360798438382e-05,8.844689554054116e-07,3.181339892631052e-05,6.13622351692755e-07,64.9191523640914
I1,11,N6,0.0,0.0,0.0,0.0,0.0,54.675740896906035
I1,11,N7,0.0,0.0,0.0,0.0,0.0,74.23660550739338
I1,11,N8,14.685178845604328,14.417599591617694,14.417596464783033,14.685178845604328,3.571534982912404e-07,39.0039003757314
I1,11,N9,2.752887291632132,2.7528723717585626,9.527470873272656e-05,2.752887291628457,3.9778828205767334e-07,44.83743628969308
I1,12,N1,6.367717242108577e-05,3.1845283972443465e-05,1.286534263709826e-06,3.186717696989761e-05,5.099852091283422e-07,59.99999991440029
I1,12,N2,0.0,0.0,0.0,0.0,0.0,83.4351166990708
I1,12,N3,0.327864070339837,0.3278348109241902,0.3278338521516106,0.32786407033616144,2.7395950908106494e-07,35.04064756515071
I1,12,N4,6.367717241731161e-05,3.184527781861451e-05,1.2865342819606235e-06,3.1867179437546824e-05,5.099852043882127e-07,59.99999992738161
I1,12,N5,6.366949411691552e-05,3.1871869279614145e-05,6.723307365900888e-07,3.1820330650371046e-05,7.868170605172051e-07,68.097499677866
I1,12,N6,0.0,0.0,0.0,0.0,0.0,51.235646945392595
I1,12,N7,0.0,0.0,0.0,0.0,0.0,83.4351166990708
I1,12,N8,14.685178845604328,14.685177780946178,14.685177132990775,14.685178845604328,2.2749207092785312e-07,25.43796557242602
I1,12,N9,2.752887291632132,2.752858087656143,2.7528571497013457,2.7528872916284524,2.7355690074958827e-07,35.040647564968175
I1,13,N1,6.367717242108577e-05,3.184530450826485e-05,1.2860200273950593e-06,3.1867168400496474e-05,5.100760307372122e-07,59.99999987120582
I1,13,N2,0.0,0.0,0.0,0.0,0.0,83.43514689314466
I1,13,N3,0.327864070339837,0.3278348131900777,0.32783385433546525,0.32786407033615983,2.7397061980364906e-07,35.04061527434823
I1,13,N4,6.367717241731161e-05,3.184529892149782e-05,1.286020046969931e-06,3.1867170410700496e-05,5.100760258191855e-07,59.99999988232718
I1,13,N5,6.366949411691552e-05,3.187184900412556e-05,6.723742182951999e-07,3.1820353542664156e-05,7.867093965263083e-07,68.09751007662936
I1,13,N6,0.0,0.0,0.0,0.0,0.0,51.235635541970765
I1,13,N7,0.0,0.0,0.0,0.0,0.0,83.43514689314466
I1,13,N8,14.685178845604328,14.685177780950372,14.685177132853946,14.685178845604328,2.275199952277867e-07,25.43792085838609
I1,13,N9,2.752887291632132,2.752858089599158,2.752857151707527,2.752887291628451,2.7358241770862715e-07,35.04061527009873
I1,14,N1,6.367717242108577e-05,3.18453114493201e-05,1.286010220105516e-06,3.1867171555088554e-05,5.100778152120175e-07,59.99999981740075
I1,14,N2,0.0,0.0,0.0,0.0,0.0,87.61167292872592
I1,14,N3,0.327864070339837,0.32785589263845616,0.3278552069576733,0.32786407033615994,2.387604802754969e-07,30.592445120831446
I1,14,N4,6.367717241731161e-05,3.184530599770407e-05,1.28601024009073e-06,3.1867173342303556e-05,5.100778102055691e-07,59.99999982758489
I1,14,N5,6.366949411691552e-05,3.1871614001959966e-05,6.041605907519728e-07,3.182139975345788e-05,9.00090588705523e-07,69.54061862828583
I1,14,N6,0.0,0.0,0.0,0.0,0.0,49.67368260351065
I1,14,N7,0.0,0.0,0.0,0.0,0.0,87.61167292872592
I1,14,N8,14.685178845604328,14.685177913631206,14.68517750780082,14.685178845604328,1.939749270079562e-07,19.27839365990045
I1,14,N9,2.752887291632132,2.7528790176570697,2.7528783516432287,2.752887291628451,2.3859805202877557e-07,30.59244511544143
I1,15,N1,6.367717242108577e-05,3.1845298533805936e-05,1.2865047950557869e-06,3.18671961808779e-05,5.099905646377345e-07,59.99999975195848
I1,15,N2,0.0,0.0,0.0,0.0,0.0,83.43514334674559
I1,15,N3,0.327864070339837,0.327834813126737,0.32783385420622635,0.32786407033616194,2.73984088498883e-07,35.04061871977862
I1,15,N4,6.367717241731161e-05,3.1845292485577103e-05,1.2865048140316345e-06,3.186719809924128e-05,5.099905596609148e-07,59.999999761978614
I1,15,N5,6.366949411691552e-05,3.187186906440184e-05,6.723431020895577e-07,3.1820322830228076e-05,7.867892600916362e-07,68.09750877043649
I1,15,N6,0.0,0.0,0.0,0.0,0.0,51.23563663059531
I1,15,N7,0.0,0.0,0.0,0.0,0.0,83.43514334674559
I1,15,N8,14.685178845604328,14.685177780950042,14.685177132855944,14.685178845604328,2.2751725658789382e-07,25.437925721805012
I1,15,N9,2.752887291632132,2.752858089399407,2.75285715150802,2.7528872916284532,2.7358157656532556e-07,35.04061871769431
I1,16,N1,6.367717242108577e-05,3.184529078775942e-05,1.2875069488098136e-06,3.186718950547028e-05,5.098142363609859e-07,59.9999998913827
I1,16,N2,0.0,0.0,0.0,0.0,0.0,74.23661160574417
I1,16,N3,0.327864070339837,3.2396569268220297e-06,1.6025935233077745e-06,0.3278640703361667,3.9819254388032675e-07,44.83742955043483
I1,16,N4,6.367717241731161e-05,3.184528528290596e-05,1.287506967884049e-06,3.1867191552812354e-05,5.098142315637797e-07,59.999999906402394
I1,16,N5,6.366949411691552e-05,3.1873606180433104e-05,8.844887179987637e-07,3.181339135000041e-05,6.136102893048609e-07,64.9191544058771
I1,16,N6,0.0,0.0,0.0,0.0,0.0,54.675738441519044
I1,16,N7,0.0,0.0,0.0,0.0,0.0,74.23661160574417
I1,16,N8,14.685178845604328,0.408993562689453,0.40899034408987345,14.685178845604328,3.571202030597832e-07,39.00389109616908
I1,16,N9,2.752887291632132,5.093104501765489e-06,2.511806473617582e-06,2.7528872916284577,3.977657150577739e-07,44.83742955043483
I1,17,N1,6.367717242108577e-05,3.1845273486211167e-05,1.2890240132610346e-06,3.1867218213432246e-05,5.095486944446965e-07,60.00000006794451
I1,17,N2,0.0,0.0,0.0,0.0,0.0,60.000000251649624
I1,17,N3,0.327864070339837,0.32786407033614867,5.857046914072824e-07,0.3278632270112246,1.2654834677463924e-06,60.0000000520722
I1,17,N4,6.367717241731161e-05,3.1845267428041155e-05,1.2890240247672346e-06,3.1867220281899694e-05,5.095486907096876e-07,60.000000118874766
I1,17,N5,6.366949411691552e-05,3.176670796990424e-05,1.7193095439074874e-06,3.186817781861236e-05,4.5633375235126643e-07,60.00000026061935
I1,17,N6,0.0,0.0,0.0,0.0,0.0,60.00000006905397
I1,17,N7,0.0,0.0,0.0,0.0,0.0,60.000000251649624
I1,17,N8,14.685178845604328,14.685178845604328,5.385979142097287e-07,14.685177649862775,1.6043567349138916e-06,60.00000004073386
I1,17,N9,2.752887291632132,2.7528872916284404,5.861228657787903e-07,2.752886269911785,1.2633207200818507e-06,60.0000000520722
I1,18,N1,6.367717242108577e-05,3.186643429628008e-05,6.333749063047206e-07,3.185649075848565e-05,8.670921913056415e-07,67.1499995574336
I1,18,N2,0.0,0.0,0.0,0.0,0.0,67.15000005544951
I1,18,N3,0.327864070339837,0.3278640703361375,3.960080970874403e-07,0.3278640703359625,0.13792122764070183,67.14999980264996
I1,18,N4,6.367717241731161e-05,3.186642592479106e-05,6.33374903476575e-07,3.18564950971873e-05,8.670921914053617e-07,67.1499997139902
I1,18,N5,6.366949411691552e-05,3.1854012475150955e-05,7.23761260803666e-07,3.1863353664107836e-05,7.260592681003877e-07,67.15000014831216
I1,18,N6,0.0,0.0,0.0,0.0,0.0,67.14999973949692
I1,18,N7,0.0,0.0,0.0,0.0,0.0,67.15000005544951
I1,18,N8,14.685178845604328,14.685178845604328,3.960095421361458e-07,14.685178845604328,6.289558937510078,67.14999987558357
I1,18,N9,2.752887291632132,2.7528872916284297,3.9600940137403986e-07,2.7528872916282454,1.151929624330402,67.14999980847327
I1,19,N1,6.367717242108577e-05,3.186641162363763e-05,6.338132649961715e-07,3.185651361418459e-05,8.662079143855503e-07,67.14999731546332
I1,19,N2,0.0,0.0,0.0,0.0,0.0,67.15000221447801
I1,19,N3,0.327864070339837,0.3278640703361293,3.960089935980823e-07,0.3278640703360338,0.08856837629269346,67.1500000653709
I1,19,N4,6.367717241731161e-05,3.1866403783052454e-05,6.338132615636432e-07,3.185651731862748e-05,8.662079154810064e-07,67.14999749032387
I1,19,N5,6.366949411691552e-05,3.185400812508468e-05,7.239230801326904e-07,3.1863358936675646e-05,7.258732035123951e-07,67.15000388178854
I1,19,N6,0.0,0.0,0.0,0.0,0.0,67.1499984074848
I1,19,N7,0.0,0.0,0.0,0.0,0.0,67.15000221447801
I1,19,N8,14.685178845604328,14.685178845604328,3.960095376374153e-07,14.68517812920191,6.471023002555197,67.15000125305222
I1,19,N9,2.752887291632132,2.7528872916284217,3.960095043765744e-07,2.7528872916283174,0.7491972135007312,67.15000009944384
I1,20,N1,6.367717242108577e-05,3.1866408272628e-05,6.341879241283556e-07,3.1856517208647494e-05,8.654501084082981e-07,67.1499974872939
I1,20,N2,0.0,0.0,0.0,0.0,0.0,67.1500023838136
I1,20,N3,0.327864070339837,0.32786407033612297,3.960094716088319e-07,0.3278640703360704,0.0712360065970474,67.15000017593931
I1,20,N4,6.367717241731161e-05,3.1866401393844496e-05,6.341879200717124e-07,3.18565198693544e-05,8.654501105449928e-07,67.1499976848675
I1,20,N5,6.366949411691552e-05,3.1854005080542924e-05,7.240615833257186e-07,3.18633616567316e-05,7.257142374213999e-07,67.15000401090926
I1,20,N6,0.0,0.0,0.0,0.0,0.0,67.14999858243652
I1,20,N7,0.0,0.0,0.0,0.0,0.0,67.1500023838136
I1,20,N8,14.685178845604328,14.685178845604328,3.960095421564997e-07,14.68517779121803,5.827994433806484,67.15000147390202
I1,20,N9,2.752887291632132,2.7528872916284155,3.96009559407784e-07,2.752887291628354,0.6056805848122733,67.15000022390791
I1,21,N1,6.367717242108577e-05,3.1866415823824886e-05,6.344992238681163e-07,3.185651204519615e-05,8.648195224112564e-07,67.14999985759408
I1,21,N2,0.0,0.0,0.0,0.0,0.0,67.15000074088879
I1,21,N3,0.327864070339837,0.32786407033611864,3.960097868630247e-07,0.3278632270102855,0.06262735184823043,67.15000015280532
I1,21,N4,6.367717241731161e-05,3.186641006655048e-05,6.344992196741344e-07,3.185651356194819e-05,8.648195247399082e-07,67.15000006871033
I1,21,N5,6.366949411691552e-05,3.185400161172426e-05,7.241767989738183e-07,3.1863367503060186e-05,7.255822097609861e-07,67.15000087433165
I1,21,N6,0.0,0.0,0.0,0.0,0.0,67.15000012054456
I1,21,N7,0.0,0.0,0.0,0.0,0.0,67.15000074088879
I1,21,N8,14.685178845604328,14.685178845604328,3.960095632255258e-07,14.685177649862377,3.8217496637739106,67.1500005667793
I1,21,N9,2.752887291632132,2.7528872916284106,3.960095972396222e-07,2.7528872916283764,0.5314939622228496,67.15000019829881
I1,22,N1,6.367717242108577e-05,3.186640618303506e-05,6.347475953033481e-07,3.1856523848746954e-05,8.643159979982567e-07,67.14999983887125
I1,22,N2,0.0,0.0,0.0,0.0,0.0,67.1500002901244
I1,22,N3,0.327864070339837,0.32786407033611464,3.960100062331155e-07,0.3278632270108361,0.05765090990868602,67.15000003740998
I1,22,N4,6.367717241731161e-05,3.186640114867623e-05,6.347475907172504e-07,3.185652457785378e-05,8.643160009624511e-07,67.15000006538904
I1,22,N5,6.366949411691552e-05,3.1853995345890807e-05,7.242684230856615e-07,3.186337443540856e-05,7.254773192303621e-07,67.15000032035898
I1,22,N6,0.0,0.0,0.0,0.0,0.0,67.15000007251194
I1,22,N7,0.0,0.0,0.0,0.0,0.0,67.1500002901244
I1,22,N8,14.685178845604328,14.685178845604328,3.9600957271018323e-07,14.685177649862384,3.2061011960495938,67.1500002096648
I1,22,N9,2.752887291632132,2.7528872916284066,3.960096253232564e-07,2.75288729162839,0.48639063209910294,67.15000006517606
I1,23,N1,6.367717242108577e-05,3.1866362803245274e-05,6.349330793378455e-07,3.185657320888146e-05,8.63939751000025e-07,67.14999974560159
I1,23,N2,0.0,0.0,0.0,0.0,0.0,67.15000012258929
I1,23,N3,0.327864070339837,0.3278640703361111,3.960101549420127e-07,0.3278640703361136,0.05466372875807127,67.14999998111853
I1,23,N4,6.367717241731161e-05,3.18663571358597e-05,6.349330736782483e-07,3.185657397889089e-05,8.639397554533832e-07,67.14999998979222
I1,23,N5,6.366949411691552e-05,3.185396110706657e-05,7.243366083867644e-07,3.1863411041177064e-05,7.253993342084929e-07,67.15000013707076
I1,23,N6,0.0,0.0,0.0,0.0,0.0,67.15000000187554
I1,23,N7,0.0,0.0,0.0,0.0,0.0,67.15000012258929
I1,23,N8,14.685178845604328,14.685178845604328,3.960095770806219e-07,14.685177649862418,2.971151929040797,67.1500000744724
I1,23,N9,2.752887291632132,2.7528872916284035,3.9600964393230835e-07,2.7528872916283995,0.4600607393283574,67.1499999973057
I1,24,N1,6.367717242108577e-05,3.1866243709873425e-05,6.350557508702759e-07,3.1856678905931366e-05,8.63690747537299e-07,67.14999967158415
I1,24,N2,0.0,0.0,0.0,0.0,0.0,67.15000003095896
I1,24,N3,0.327864070339837,0.32786407033610904,3.960102476450106e-07,0.327864070336118,0.05294097001756468,67.1499999341081
I1,24,N4,6.367717241731161e-05,3.186623497103903e-05,6.350557434578891e-07,3.185668470465005e-05,8.636907568060209e-07,67.14999992562646
I1,24,N5,6.366949411691552e-05,3.185385762268352e-05,7.243813764906671e-07,3.186352251936048e-05,7.253481779761679e-07,67.15000003935076
I1,24,N6,0.0,0.0,0.0,0.0,0.0,67.14999994377547
I1,24,N7,0.0,0.0,0.0,0.0,0.0,67.15000003095896
I1,24,N8,14.685178845604328,14.685178845604328,3.9600957950602666e-07,14.685177649862384,2.8533689213147664,67.14999999724235
I1,24,N9,2.752887291632132,2.7528872916284017,3.960096556243327e-07,2.752887291628405,0.4448378925985145,67.14999994447197
I2,1,N1,0.0,0.0,0.0,0.0,0.0,67.14999961870645
I2,1,N2,0.0,0.0,0.0,0.0,0.0,67.14999995563277
I2,1,N3,0.12331244620744415,0.12331223301781366,3.960153282294351e-07,0.12331223437568978,0.013074464192768849,67.14999988164405
I2,1,N4,0.0,0.0,0.0,0.0,0.0,67.14999986289708
I2,1,N5,0.0,0.0,0.0,0.0,0.0,67.14999996040488
I2,1,N6,0.0,0.0,0.0,0.0,0.0,67.14999988496805
I2,1,N7,0.0,0.0,0.0,0.0,0.0,67.14999995563277
I2,1,N8,18.913294661828605,18.913294661828605,3.9600958380455544e-07,18.913294661828605,3.29547391110644,67.14999992963368
I2,1,N9,3.1152360592041672,3.1152360592004444,3.9600976848618417e-07,3.1152360592005683,0.35828376904349796,67.14999988882167
I2,2,N1,0.0,0.0,0.0,0.0,0.0,67.14999946258474
I2,2,N2,0.0,0.0,0.0,0.0,0.0,67.14999982642216
I2,2,N3,0.12331244620744415,0.12331223301262723,3.9601532217267703e-07,0.1233122343999892,0.013081729634320818,67.14999976999079
I2,2,N4,0.0,0.0,0.0,0.0,0.0,67.14999973878315
I2,2,N5,0.0,0.0,0.0,0.0,0.0,67.14999982881098
I2,2,N6,0.0,0.0,0.0,0.0,0.0,67.14999976608603
I2,2,N7,0.0,0.0,0.0,0.0,0.0,67.14999982642216
I2,2,N8,18.913294661828605,18.913294661828605,3.9600958547141183e-07,18.913294661828605,3.2019294900318283,67.14999980659199
I2,2,N9,3.1152360592041672,3.115236059200443,3.9600977005329555e-07,3.1152360592005706,0.35716086580569073,67.14999977435883
I2,3,N1,0.0,0.0,0.0,0.0,0.0,67.14999917307553
I2,3,N2,0.0,0.0,0.0,0.0,0.0,67.1499995760915
I2,3,N3,0.12331244620744415,0.12331223298297765,3.9601514859760546e-07,0.12331223476480471,0.013285415938836425,67.14999953099066
I2,3,N4,0.0,0.0,0.0,0.0,0.0,67.14999949038813
I2,3,N5,0.0,0.0,0.0,0.0,0.0,67.14999957673707
I2,3,N6,0.0,0.0,0.0,0.0,0.0,67.14999952188172
I2,3,N7,0.0,0.0,0.0,0.0,0.0,67.1499995760915
I2,3,N8,18.913294661828605,18.913294661828605,3.960095887438926e-07,18.913294661828605,3.0322950447406862,67.14999956050518
I2,3,N9,3.1152360592041672,3.1152360592004444,3.9600976768578626e-07,3.11523605920057,0.35966349680700577,67.14999953347767
I2,4,N1,0.0,0.0,0.0,0.0,0.0,67.14999876152791
I2,4,N2,0.0,0.0,0.0,0.0,0.0,67.14999919881231
I2,4,N3,0.12331244620744415,0.12331223292385597,3.9601479630698305e-07,0.12331223553216757,0.013717955656315027,67.14999915912114
I2,4,N4,0.0,0.0,0.0,0.0,0.0,67.14999911343406
I2,4,N5,0.0,0.0,0.0,0.0,0.0,67.14999919848582
I2,4,N6,0.0,0.0,0.0,0.0,0.0,67.14999914731045
I2,4,N7,0.0,0.0,0.0,0.0,0.0,67.14999919881231
I2,4,N8,18.913294661828605,18.913294661828605,3.9600959371522024e-07,18.913294661828605,2.80434022540203,67.14999918550119
I2,4,N9,3.1152360592041672,3.1152360592004484,3.960097611161817e-07,3.1152360592005675,0.3661915533262963,67.14999916071054
I2,5,N1,0.0,0.0,0.0,0.0,0.0,67.14999926666643
