iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,13.233944899984635,17.240094634805985,5.55651403300775e-07,0.0005281956982798874,31.676964591283195,103.43395982289374,0.6999979205965748,0.6999980022431872,21.429204088795043
1,I2,optimal,25.996393199893646,1033.4283270303972,5.282687526647411e-07,0.000883254746440798,26.933926154127562,99.29805902933111,0.6999967159669598,0.6999966798606178,15.292522605263063
1,I3,optimal,25.039205500041135,141258.55800087782,18.41308140850979,0.0008098994148895144,68.50956477634074,218.92043018944193,0.5717189395982917,0.5732416028651289,31.269866736938273
1,I4,optimal,12.171021799906157,210367.04504278276,18.524390111017397,0.0014592602383345366,85.63279224894899,237.73073767046276,0.6454240928299031,0.6495403582145728,33.02653318198427
2,I1,optimal,12.04178809991572,3055.516546311552,32.927340994404034,0.00045464193681254983,21.18408526386779,84.37077007821158,0.6999957295353779,0.6999956883733657,6.428785663814972
2,I2,optimal,8.158051499980502,3507.5543340246736,35.36040670234205,0.0005189451621845365,23.44591897077669,94.01338160198523,0.478536201437546,0.42011265677468146,3.136345765539074
2,I3,optimal,51.173591100028716,141033.1383648368,32.939074375028774,0.0008695614524185658,69.21606303274572,219.56937278601578,0.03202865773855013,0.017138765223545634,0.6679184119412636
2,I4,optimal,11.463493500021286,210288.65167458917,33.05490622561484,0.001467132125981152,85.84482769211111,237.9255789834881,0.18792827948768315,0.1637091002350074,3.4097235984892773
3,I1,optimal,12.494797399966046,3127.3942869205025,32.928077697851194,0.0003367604222148657,18.78484769489868,81.72885591349912,0.6999872080595888,0.6999871460952998,1.9286396742510465
3,I2,optimal,13.802703600027598,3527.219894128912,35.36048704680562,0.000424323370680213,22.541268340494145,93.3510906618589,0.20233293845819106,0.0933934656856424,0.6768408783851634
3,I3,optimal,20.049820800079033,141029.63878422847,32.94006427601393,0.0008719241595827043,69.47067537767944,220.04133659964026,0.021772697462334747,0.01312021121693165,0.4685853126759394
3,I4,optimal,20.06967239989899,210287.59782495617,33.05750302960563,0.0014632343081757426,85.92121172316347,238.06716556833464,0.20753016586586598,0.1805170959877128,4.4729958156409
4,I1,optimal,14.80093519994989,3127.97064062627,32.92612654727941,0.00042178184958174825,18.0716357669642,80.9609380071397,0.6037601825559952,0.5896046153273283,1.3849910788541173
4,I2,optimal,10.152024599956349,3527.3829770436414,35.36054553140116,0.0004009504336863756,22.26902260647928,93.15978281340236,0.0807090089956653,0.030740726298169544,0.22121161886619944
4,I3,optimal,13.287193499971181,141029.6121060043,32.940312294924226,0.0008780584903433919,69.54683705500422,220.18532313319625,0.027192209353849035,0.02373003619251428,0.5979642542625143
4,I4,optimal,11.61060420004651,210287.60129426236,33.05840831016906,0.0014644908951595426,85.94401596758543,238.11027158217192,0.26968659944125006,0.2671981721578566,7.018989856014457
5,I1,optimal,11.607855799957179,3127.973814603869,32.92506556008484,0.00036144995829090476,17.857760271624713,80.73079681910731,0.334757677079499,0.5074465342658074,0.47822525297071283
5,I2,optimal,14.966486599994823,3527.3846116843665,35.36050262470926,0.0004044699016958475,22.18727837228064,93.1024401002462,0.11001779412365022,0.18389374590675622,0.2502085165146557
5,I3,optimal,25.95653489988763,141029.61277814105,32.94002969026174,0.0008782465592958033,69.56966967692999,220.22856871824408,0.001536543427896814,0.002133848744730091,0.03470781581285465
5,I4,optimal,18.667710699955933,210287.60027909902,33.058628783557445,0.0014684895286336541,85.95085519705785,238.12322558017576,0.16538310811418974,0.1473296610607999,5.465160655383805
6,I1,optimal,7.489987600012682,3127.9687315138717,32.90210379793701,0.0003065078053623438,17.793597229040294,80.66167220911339,0.03643395816438611,0.036433830553367186,0.052048511663408736
6,I2,optimal,17.41025900002569,3527.3842407007887,35.33858028793749,0.0004355900455266237,22.162752284683833,93.08523828468041,0.010980363356051884,0.002608152188171468,0.02222476565256759
6,I3,optimal,18.582881299895234,141029.61187593627,32.95039634637583,0.0008781295036897063,69.57653412704788,220.24162917731172,0.00021671001579289927,0.00020031360495453122,0.004903477886351482
6,I4,optimal,12.341196299996227,210287.60184024702,33.06104995680998,0.001467907044570893,85.95291295659595,238.12714235984387,3.7597238737783455e-05,3.842502161815866e-05,0.0014935770560349226
7,I1,optimal,12.106869000010192,3127.9648094923623,32.91981824629749,0.000310444796923548,17.774325203052868,80.64084213221615,0.01093115829888895,0.010931125863479624,0.015615940426984215
7,I2,optimal,9.10687020001933,3527.38129146564,35.354066087342446,0.00038165098521858454,22.1553595519774,93.07999575973639,0.0033437901521170643,0.000755414739415068,0.006693671689851133
7,I3,optimal,8.58379310008604,141029.6108162807,32.94353499284308,0.0008315759478136897,69.57863361939883,220.24567538051198,6.627996679851164e-05,6.171242139361974e-05,0.0015011813406644592
7,I4,optimal,22.86087370000314,210287.6016942212,33.05876529274801,0.001472513482440263,85.95353794038084,238.12834837231637,1.1019465242942305e-05,1.3483358116193392e-05,0.00047548109845507724
8,I1,optimal,17.574184299912304,3127.9609863904607,32.92519466099224,0.0003106652875430882,17.76852559466147,80.63449786990124,0.003279141813980288,0.0032791278464951515,0.004684488305686125
8,I2,optimal,18.07501630007755,3527.379286543157,35.358726366646145,0.00038365786895155907,22.15311492998157,93.07836751524312,0.001013286699383678,0.00020383710246225123,0.0020216366955927434
8,I3,optimal,15.29306049994193,141029.61003510174,32.941552177940025,0.0008575671236030757,69.5792964742334,220.24700615423964,2.0861097642879373e-05,1.989720536139981e-05,0.00047347853716672716
8,I4,optimal,14.712113099987619,210287.601279216,33.06342946153077,0.001472638628911227,85.95373911014057,238.1287545377627,4.275079509192857e-06,1.2189060407356088e-05,0.00018449763092576177
9,I1,optimal,11.056511100032367,3127.957003676235,32.92679212492218,0.0003108762903138995,17.766771612034667,80.63249983344352,0.0009836612938202444,0.0009836572774681233,0.0014052304197432065
9,I2,optimal,44.66717889998108,3527.3772903882905,35.37885898898765,0.0003835140378214419,22.152432800208302,93.07788067258113,0.018250043989211658,0.019254301110512587,0.03637427933904758
9,I3,optimal,21.302539200056344,141029.6093187709,32.940907866940286,0.0008699736790731549,69.57951123142963,220.24748096099523,6.736285994861348e-06,6.771024278546689e-06,0.0001538456515532971
9,I4,optimal,7.811014300095849,210287.6010724612,33.05824593922644,0.001471495779696852,85.9538043704244,238.1289004542294,1.5872608130459643e-06,3.6159086937987415e-06,6.85009743044418e-05
10,I1,optimal,10.244468500022776,3124.7713534018376,41.101191336135614,0.0017718558083288372,17.76632723909458,80.73169524054674,0.052253719883152916,0.15425629354540016,0.07486067525924378
10,I2,optimal,26.641284200013615,3527.383075827554,38.397000322975885,0.00042795127956196666,22.15213631360478,93.07755966848724,0.6999601207595504,0.6999687100741735,1.3696344462507453
10,I3,optimal,12.374136099941097,141028.0507393167,32.87988983459785,0.0008741840138100088,69.57969464005076,220.42928877401712,5.2488312736099674e-05,0.0011745013423420947,7.498330390871382e-05
10,I4,optimal,12.147641999996267,210287.13160174785,33.041169838302245,0.0014684623456560075,85.95383567646513,238.1833965946598,6.351688280486242e-06,0.000448365875078263,0.0002732594909033992
11,I1,optimal,15.069794100010768,3118.08671528613,32.80471831640931,0.0003473138203844428,17.766207861447207,80.4965513288429,0.006113657670505812,0.05075233320728134,0.008733796672151128
