investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000058527364,59.99999999712471,5.88148928670762e-07
I1,1,N2,60.00000058294258,59.999999995998095,5.86944487679375e-07
I1,1,N3,60.00000058539542,59.999999997142325,5.882530942358244e-07
I1,1,N4,60.000000585619446,59.99999999727784,5.88341606544418e-07
I1,1,N5,60.00000058580548,59.99999999735996,5.884455234195229e-07
I1,1,N6,60.00000058559215,59.99999999724,5.883521438931893e-07
I1,1,N7,60.00000058459363,59.99999999677732,5.878163094052979e-07
I1,1,N8,60.000000585230616,59.99999999706106,5.881695557263811e-07
I1,1,N9,60.00000058539655,59.999999997142794,5.882537550405686e-07
I1,2,N1,60.00000057327811,59.999999988674176,5.846039314860718e-07
I1,2,N2,60.000000570807465,59.999999987495535,5.833119303133572e-07
I1,2,N3,60.000000573285575,59.99999998865859,5.846269885978472e-07
I1,2,N4,60.00000057356285,59.99999998880402,5.847588298024675e-07
I1,2,N5,60.00000057368204,59.999999988857674,5.848243631589867e-07
I1,2,N6,60.000000573499555,59.99999998876126,5.84738295117404e-07
I1,2,N7,60.00000057245851,59.99999998827476,5.841837520392801e-07
I1,2,N8,60.00000057310459,59.99999998857092,5.845336730203599e-07
I1,2,N9,60.000000573286705,59.99999998865905,5.846276565080188e-07
I1,3,N1,60.00000046152068,59.99999993164165,5.29879024213642e-07
I1,3,N2,60.00000045901858,59.999999930459836,5.285587434400441e-07
I1,3,N3,60.000000461552105,59.99999993165513,5.298969725231473e-07
I1,3,N4,60.00000046178882,59.99999993176798,5.300208414382723e-07
I1,3,N5,60.000000461878244,59.999999931810166,5.300680783193457e-07
I1,3,N6,60.00000046175852,59.99999993175211,5.30006410315309e-07
I1,3,N7,60.000000460669625,59.99999993123906,5.29430565165967e-07
I1,3,N8,60.00000046136186,59.99999993156458,5.297972762718928e-07
I1,3,N9,60.000000461553164,59.99999993165556,5.298976049061821e-07
I1,4,N1,59.99999359752294,59.99999867797101,-5.080448069350041e-06
I1,4,N2,59.99999359503522,59.99999867679675,-5.0817615289133755e-06
I1,4,N3,59.99999359762088,59.99999867801634,-5.080395460765885e-06
I1,4,N4,59.99999359779453,59.99999867809925,-5.080304724458529e-06
I1,4,N5,59.99999359787589,59.9999986781378,-5.080261907153272e-06
I1,4,N6,59.99999359781079,59.99999867810619,-5.080295395032408e-06
I1,4,N7,59.999993596686274,59.999998677575974,-5.080889700082025e-06
I1,4,N8,59.999993597424734,59.99999867792377,-5.080499036580477e-06
I1,4,N9,59.999993597621184,59.99999867801649,-5.080395304446483e-06
I1,5,N1,60.00000053330372,59.9999999666133,5.666904172585419e-07
I1,5,N2,60.00000053081015,59.999999965433666,5.653764816315743e-07
I1,5,N3,60.0000005333109,59.99999996661274,5.666981621743616e-07
I1,5,N4,60.00000053357738,59.99999996674155,5.668358298294152e-07
I1,5,N5,60.00000053368002,59.99999996678956,5.668904634603678e-07
I1,5,N6,60.00000053352339,59.99999996671264,5.668107476708428e-07
I1,5,N7,60.00000053246119,59.99999996621289,5.662483033574972e-07
I1,5,N8,60.00000053312524,59.99999996652391,5.666013294103323e-07
I1,5,N9,60.000000533312104,59.99999996661323,5.666988727170974e-07
I1,6,N1,60.00000058648386,59.99999999777556,5.887082963340617e-07
I1,6,N2,60.000000584217204,59.999999996668876,5.87548328212506e-07
I1,6,N3,60.00000058663233,59.99999999779124,5.88841089665948e-07
I1,6,N4,60.000000586860196,59.99999999793894,5.889212530973964e-07
I1,6,N5,60.00000058708587,59.999999998037396,5.890484757742342e-07
I1,6,N6,60.000000586827554,59.9999999978899,5.889376524237377e-07
I1,6,N7,60.00000058586825,59.99999999744809,5.884201570438563e-07
I1,6,N8,60.00000058647884,59.99999999771418,5.887646636892896e-07
I1,6,N9,60.00000058663369,59.99999999779181,5.888418783683846e-07
I1,7,N1,60.00000058989542,59.999999999795236,5.901001856045696e-07
I1,7,N2,60.00000058818658,59.99999999891975,5.892668326623607e-07
I1,7,N3,60.00000059043971,59.99999999996185,5.904778603849081e-07
