fleet,case,gamma,node,hour,lambda_eur_per_mwh,hard_min_norm_lambda_eur_per_mwh,lambda_difference_eur_per_mwh,balance_residual_mw
sweep1,hard_min_norm,,N2,5,60.000000587274336,60.000000587274336,0.0,0.0
sweep1,hard_min_norm,,N2,6,60.00000058788828,60.00000058788828,0.0,0.0
sweep1,hard_min_norm,,N2,7,60.00000059385894,60.00000059385894,0.0,0.0
sweep1,hard_min_norm,,N2,8,60.000000593382744,60.000000593382744,0.0,0.0
sweep1,hard_min_norm,,N2,9,60.00000058632865,60.00000058632865,0.0,0.0
sweep1,hard_min_norm,,N2,10,52.20000051269395,52.20000051269395,0.0,0.0
sweep1,hard_min_norm,,N2,11,52.200000512203516,52.200000512203516,0.0,0.0
sweep1,hard_min_norm,,N2,12,52.20000051304167,52.20000051304167,0.0,0.0
sweep1,hard_min_norm,,N2,13,52.20000051191925,52.20000051191925,0.0,0.0
sweep1,hard_min_norm,,N2,14,52.20000051209252,52.20000051209252,0.0,0.0
sweep1,hard_min_norm,,N2,15,52.20000051201531,52.20000051201531,0.0,0.0
sweep1,hard_min_norm,,N2,16,52.200000511459244,52.200000511459244,0.0,0.0
sweep1,hard_min_norm,,N2,17,52.20000051256636,52.20000051256636,0.0,0.0
sweep1,hard_min_norm,,N2,18,60.00000058997712,60.00000058997712,0.0,0.0
sweep1,hard_min_norm,,N2,19,60.000000592417415,60.000000592417415,0.0,0.0
sweep1,hard_min_norm,,N2,20,60.00000059184462,60.00000059184462,0.0,0.0
sweep1,hard_min_norm,,N2,21,60.000000592916955,60.000000592916955,0.0,0.0
sweep1,hard_min_norm,,N2,22,60.00000059265386,60.00000059265386,0.0,0.0
sweep1,hard_min_norm,,N2,23,60.00000059248226,60.00000059248226,0.0,0.0
sweep1,hard_min_norm,,N2,24,60.00000058796729,60.00000058796729,0.0,0.0
sweep1,hard_min_norm,,N3,1,60.00000058827413,60.00000058827413,0.0,0.0
sweep1,hard_min_norm,,N3,2,60.00000058788634,60.00000058788634,0.0,0.0
sweep1,hard_min_norm,,N3,3,60.00000058791807,60.00000058791807,0.0,0.0
sweep1,hard_min_norm,,N3,4,59.98968587179299,59.98968587179299,0.0,0.0
sweep1,hard_min_norm,,N3,5,60.00000058790492,60.00000058790492,0.0,0.0
sweep1,hard_min_norm,,N3,6,60.00000058853821,60.00000058853821,0.0,0.0
sweep1,hard_min_norm,,N3,7,60.000000594992976,60.000000594992976,0.0,0.0
sweep1,hard_min_norm,,N3,8,60.00000059477288,60.00000059477288,0.0,0.0
sweep1,hard_min_norm,,N3,9,60.000000586854476,60.000000586854476,0.0,0.0
sweep1,hard_min_norm,,N3,10,52.20000051338674,52.20000051338674,0.0,0.0
sweep1,hard_min_norm,,N3,11,46.72097606749186,46.72097606749186,0.0,0.0
sweep1,hard_min_norm,,N3,12,5.390243958773116,5.390243958773116,0.0,0.0
sweep1,hard_min_norm,,N3,13,5.390243958000564,5.390243958000564,0.0,0.0
sweep1,hard_min_norm,,N3,14,1.875442201105971e-09,1.875442201105971e-09,0.0,0.0
sweep1,hard_min_norm,,N3,15,5.390243959249422,5.390243959249422,0.0,0.0
sweep1,hard_min_norm,,N3,16,5.390243972557318,5.390243972557318,0.0,0.0
sweep1,hard_min_norm,,N3,17,52.20000051313198,52.20000051313198,0.0,0.0
sweep1,hard_min_norm,,N3,18,60.000000591500545,60.000000591500545,0.0,0.0
sweep1,hard_min_norm,,N3,19,60.000000593033654,60.000000593033654,0.0,0.0
sweep1,hard_min_norm,,N3,20,60.00000059290551,60.00000059290551,0.0,0.0
sweep1,hard_min_norm,,N3,21,60.00000059361748,60.00000059361748,0.0,0.0
sweep1,hard_min_norm,,N3,22,60.00000059362078,60.00000059362078,0.0,0.0
sweep1,hard_min_norm,,N3,23,60.00000059381362,60.00000059381362,0.0,0.0
sweep1,hard_min_norm,,N3,24,60.00000058860671,60.00000058860671,0.0,0.0
sweep1,hard_min_norm,,N4,1,60.00000058852971,60.00000058852971,0.0,0.0
sweep1,hard_min_norm,,N4,2,60.00000058814369,60.00000058814369,0.0,0.0
sweep1,hard_min_norm,,N4,3,60.00000058818387,60.00000058818387,0.0,0.0
sweep1,hard_min_norm,,N4,4,59.98968587179316,59.98968587179316,0.0,0.0
sweep1,hard_min_norm,,N4,5,60.000000588166394,60.000000588166394,0.0,0.0
sweep1,hard_min_norm,,N4,6,60.000000588780274,60.000000588780274,0.0,0.0
sweep1,hard_min_norm,,N4,7,60.00000059475085,60.00000059475085,0.0,0.0
sweep1,hard_min_norm,,N4,8,60.00000059427463,60.00000059427463,0.0,0.0
sweep1,hard_min_norm,,N4,9,60.00000058722098,60.00000058722098,0.0,0.0
sweep1,hard_min_norm,,N4,10,52.20000051338889,52.20000051338889,0.0,0.0
sweep1,hard_min_norm,,N4,11,60.0000005902359,60.0000005902359,0.0,0.0
sweep1,hard_min_norm,,N4,12,60.000000588109785,60.000000588109785,0.0,0.0
sweep1,hard_min_norm,,N4,13,60.000000588499034,60.000000588499034,0.0,0.0
sweep1,hard_min_norm,,N4,14,52.20000051333525,52.20000051333525,0.0,0.0
sweep1,hard_min_norm,,N4,15,60.000000579446464,60.000000579446464,0.0,0.0
sweep1,hard_min_norm,,N4,16,60.00000059132949,60.00000059132949,0.0,0.0
sweep1,hard_min_norm,,N4,17,52.20000051313373,52.20000051313373,0.0,0.0
sweep1,hard_min_norm,,N4,18,60.00000059086944,60.00000059086944,0.0,0.0
sweep1,hard_min_norm,,N4,19,60.00000059330972,60.00000059330972,0.0,0.0
sweep1,hard_min_norm,,N4,20,60.000000592736086,60.000000592736086,0.0,0.0
sweep1,hard_min_norm,,N4,21,60.00000059380906,60.00000059380906,0.0,0.0
sweep1,hard_min_norm,,N4,22,60.00000059354572,60.00000059354572,0.0,0.0
sweep1,hard_min_norm,,N4,23,60.00000059337424,60.00000059337424,0.0,0.0
sweep1,hard_min_norm,,N4,24,60.00000058885927,60.00000058885927,0.0,0.0
sweep1,hard_min_norm,,N5,1,60.00000058963237,60.00000058963237,0.0,0.0
sweep1,hard_min_norm,,N5,2,60.00000058919622,60.00000058919622,0.0,0.0
sweep1,hard_min_norm,,N5,3,60.00000058920297,60.00000058920297,0.0,0.0
sweep1,hard_min_norm,,N5,4,59.989685872795526,59.989685872795526,0.0,0.0
sweep1,hard_min_norm,,N5,5,60.000000589202195,60.000000589202195,0.0,0.0
sweep1,hard_min_norm,,N5,6,60.00000058991637,60.00000058991637,0.0,0.0
sweep1,hard_min_norm,,N5,7,60.00000059608753,60.00000059608753,0.0,0.0
sweep1,hard_min_norm,,N5,8,60.000000595778474,60.000000595778474,0.0,0.0
sweep1,hard_min_norm,,N5,9,60.0000005887748,60.0000005887748,0.0,0.0
sweep1,hard_min_norm,,N5,10,52.200000514892295,52.200000514892295,0.0,0.0
sweep1,hard_min_norm,,N5,11,57.304878613595086,57.304878613595086,0.0,0.0
sweep1,hard_min_norm,,N5,12,57.30487861274948,57.30487861274948,0.0,0.0
sweep1,hard_min_norm,,N5,13,57.30487861219531,57.30487861219531,0.0,0.0
sweep1,hard_min_norm,,N5,14,52.20000051432552,52.20000051432552,0.0,0.0
sweep1,hard_min_norm,,N5,15,57.30487860632085,57.30487860632085,0.0,0.0
sweep1,hard_min_norm,,N5,16,57.304878613747,57.304878613747,0.0,0.0
sweep1,hard_min_norm,,N5,17,52.20000051462056,52.20000051462056,0.0,0.0
sweep1,hard_min_norm,,N5,18,60.00000059243999,60.00000059243999,0.0,0.0
sweep1,hard_min_norm,,N5,19,60.00000059498059,60.00000059498059,0.0,0.0
sweep1,hard_min_norm,,N5,20,60.00000059439069,60.00000059439069,0.0,0.0
sweep1,hard_min_norm,,N5,21,60.00000059537968,60.00000059537968,0.0,0.0
sweep1,hard_min_norm,,N5,22,60.00000059496601,60.00000059496601,0.0,0.0
sweep1,hard_min_norm,,N5,23,60.00000059464404,60.00000059464404,0.0,0.0
sweep1,hard_min_norm,,N5,24,60.00000059002879,60.00000059002879,0.0,0.0
sweep1,hard_min_norm,,N6,1,60.000000588307444,60.000000588307444,0.0,0.0
sweep1,hard_min_norm,,N6,2,60.000000587912886,60.000000587912886,0.0,0.0
sweep1,hard_min_norm,,N6,3,60.00000058793875,60.00000058793875,0.0,0.0
sweep1,hard_min_norm,,N6,4,59.98968587188935,59.98968587188935,0.0,0.0
sweep1,hard_min_norm,,N6,5,60.000000587928945,60.000000587928945,0.0,0.0
sweep1,hard_min_norm,,N6,6,60.000000588585024,60.000000588585024,0.0,0.0
sweep1,hard_min_norm,,N6,7,60.00000059523781,60.00000059523781,0.0,0.0
sweep1,hard_min_norm,,N6,8,60.00000059497917,60.00000059497917,0.0,0.0
sweep1,hard_min_norm,,N6,9,60.000000586638144,60.000000586638144,0.0,0.0
sweep1,hard_min_norm,,N6,10,52.20000051318907,52.20000051318907,0.0,0.0
sweep1,hard_min_norm,,N6,11,41.330732110926505,41.330732110926505,0.0,0.0
sweep1,hard_min_norm,,N6,12,6.181885606637046e-09,6.181885606637046e-09,0.0,0.0
sweep1,hard_min_norm,,N6,13,9.437619495374384e-10,9.437619495374384e-10,0.0,0.0
sweep1,hard_min_norm,,N6,14,5.623718598054939e-10,5.623718598054939e-10,0.0,0.0
sweep1,hard_min_norm,,N6,15,1.0490666753455969e-08,1.0490666753455969e-08,0.0,0.0
sweep1,hard_min_norm,,N6,16,1.322479928509548e-08,1.322479928509548e-08,0.0,0.0
sweep1,hard_min_norm,,N6,17,52.2000005129185,52.2000005129185,0.0,0.0
sweep1,hard_min_norm,,N6,18,60.000000590828144,60.000000590828144,0.0,0.0
sweep1,hard_min_norm,,N6,19,60.00000059373655,60.00000059373655,0.0,0.0
sweep1,hard_min_norm,,N6,20,60.00000059241723,60.00000059241723,0.0,0.0
sweep1,hard_min_norm,,N6,21,60.00000059414647,60.00000059414647,0.0,0.0
sweep1,hard_min_norm,,N6,22,60.00000059396081,60.00000059396081,0.0,0.0
sweep1,hard_min_norm,,N6,23,60.000000594164646,60.000000594164646,0.0,0.0
sweep1,hard_min_norm,,N6,24,60.00000058866735,60.00000058866735,0.0,0.0
sweep1,hard_min_norm,,N7,1,60.000000588529325,60.000000588529325,0.0,0.0
sweep1,hard_min_norm,,N7,2,60.000000588143294,60.000000588143294,0.0,0.0
sweep1,hard_min_norm,,N7,3,60.00000058818344,60.00000058818344,0.0,0.0
sweep1,hard_min_norm,,N7,4,59.98968587179271,59.98968587179271,0.0,0.0
sweep1,hard_min_norm,,N7,5,60.000000588165975,60.000000588165975,0.0,0.0
sweep1,hard_min_norm,,N7,6,60.00000058877992,60.00000058877992,0.0,0.0
sweep1,hard_min_norm,,N7,7,60.00000059475058,60.00000059475058,0.0,0.0
sweep1,hard_min_norm,,N7,8,60.00000059427438,60.00000059427438,0.0,0.0
sweep1,hard_min_norm,,N7,9,60.00000058722029,60.00000058722029,0.0,0.0
sweep1,hard_min_norm,,N7,10,52.2000005133874,52.2000005133874,0.0,0.0
sweep1,hard_min_norm,,N7,11,52.200000512407904,52.200000512407904,0.0,0.0
sweep1,hard_min_norm,,N7,12,52.20000051408446,52.20000051408446,0.0,0.0
sweep1,hard_min_norm,,N7,13,52.20000051184006,52.20000051184006,0.0,0.0
sweep1,hard_min_norm,,N7,14,52.200000512187216,52.200000512187216,0.0,0.0
sweep1,hard_min_norm,,N7,15,52.200000512033604,52.200000512033604,0.0,0.0
sweep1,hard_min_norm,,N7,16,52.200000510921164,52.200000510921164,0.0,0.0
sweep1,hard_min_norm,,N7,17,52.20000051313266,52.20000051313266,0.0,0.0
sweep1,hard_min_norm,,N7,18,60.00000059086876,60.00000059086876,0.0,0.0
sweep1,hard_min_norm,,N7,19,60.000000593309046,60.000000593309046,0.0,0.0
sweep1,hard_min_norm,,N7,20,60.00000059273626,60.00000059273626,0.0,0.0
sweep1,hard_min_norm,,N7,21,60.00000059380859,60.00000059380859,0.0,0.0
sweep1,hard_min_norm,,N7,22,60.0000005935455,60.0000005935455,0.0,0.0
sweep1,hard_min_norm,,N7,23,60.0000005933739,60.0000005933739,0.0,0.0
sweep1,hard_min_norm,,N7,24,60.00000058885893,60.00000058885893,0.0,0.0
sweep1,hard_min_norm,,N8,1,60.00000058834648,60.00000058834648,0.0,0.0
sweep1,hard_min_norm,,N8,2,60.000000587946815,60.000000587946815,0.0,0.0
sweep1,hard_min_norm,,N8,3,60.00000058797194,60.00000058797194,0.0,0.0
sweep1,hard_min_norm,,N8,4,59.9896858718999,59.9896858718999,0.0,0.0
sweep1,hard_min_norm,,N8,5,60.00000058796649,60.00000058796649,0.0,0.0
sweep1,hard_min_norm,,N8,6,60.00000058863707,60.00000058863707,0.0,0.0
sweep1,hard_min_norm,,N8,7,60.00000059570198,60.00000059570198,0.0,0.0
sweep1,hard_min_norm,,N8,8,60.000000594176136,60.000000594176136,0.0,0.0
sweep1,hard_min_norm,,N8,9,60.000000586455506,60.000000586455506,0.0,0.0
sweep1,hard_min_norm,,N8,10,52.20000051291234,52.20000051291234,0.0,0.0
sweep1,hard_min_norm,,N8,11,49.91707365961512,49.91707365961512,0.0,0.0
sweep1,hard_min_norm,,N8,12,8.586341549005835,8.586341549005835,0.0,0.0
sweep1,hard_min_norm,,N8,13,8.5863415483835,8.5863415483835,0.0,0.0
sweep1,hard_min_norm,,N8,14,1.284901387739148e-09,1.284901387739148e-09,0.0,0.0
sweep1,hard_min_norm,,N8,15,8.5863415478723,8.5863415478723,0.0,0.0
sweep1,hard_min_norm,,N8,16,8.586341565695028,8.586341565695028,0.0,0.0
sweep1,hard_min_norm,,N8,17,52.2000005126293,52.2000005126293,0.0,0.0
sweep1,hard_min_norm,,N8,18,60.000000590332576,60.000000590332576,0.0,0.0
sweep1,hard_min_norm,,N8,19,60.0000005936443,60.0000005936443,0.0,0.0
sweep1,hard_min_norm,,N8,20,60.000000593429,60.000000593429,0.0,0.0
sweep1,hard_min_norm,,N8,21,60.00000059422409,60.00000059422409,0.0,0.0
sweep1,hard_min_norm,,N8,22,60.000000594077534,60.000000594077534,0.0,0.0
sweep1,hard_min_norm,,N8,23,60.000000593600475,60.000000593600475,0.0,0.0
sweep1,hard_min_norm,,N8,24,60.00000058872108,60.00000058872108,0.0,0.0
sweep1,hard_min_norm,,N9,1,60.00000058827788,60.00000058827788,0.0,0.0
sweep1,hard_min_norm,,N9,2,60.000000587888564,60.000000587888564,0.0,0.0
sweep1,hard_min_norm,,N9,3,60.00000058791954,60.00000058791954,0.0,0.0
sweep1,hard_min_norm,,N9,4,59.989685871793036,59.989685871793036,0.0,0.0
sweep1,hard_min_norm,,N9,5,60.000000587905376,60.000000587905376,0.0,0.0
sweep1,hard_min_norm,,N9,6,60.00000058853971,60.00000058853971,0.0,0.0
sweep1,hard_min_norm,,N9,7,60.00000059501431,60.00000059501431,0.0,0.0
sweep1,hard_min_norm,,N9,8,60.00000059479801,60.00000059479801,0.0,0.0
sweep1,hard_min_norm,,N9,9,60.00000058685634,60.00000058685634,0.0,0.0
sweep1,hard_min_norm,,N9,10,52.20000051338674,52.20000051338674,0.0,0.0
sweep1,hard_min_norm,,N9,11,46.72097606749186,46.72097606749186,0.0,0.0
sweep1,hard_min_norm,,N9,12,5.390243959025984,5.390243959025984,0.0,0.0
sweep1,hard_min_norm,,N9,13,5.390243957034897,5.390243957034897,0.0,0.0
sweep1,hard_min_norm,,N9,14,1.8234904325626497e-09,1.8234904325626497e-09,0.0,0.0
sweep1,hard_min_norm,,N9,15,5.390243959814424,5.390243959814424,0.0,0.0
sweep1,hard_min_norm,,N9,16,5.39024397266668,5.39024397266668,0.0,0.0
sweep1,hard_min_norm,,N9,17,52.20000051313198,52.20000051313198,0.0,0.0
sweep1,hard_min_norm,,N9,18,60.000000590575844,60.000000590575844,0.0,0.0
sweep1,hard_min_norm,,N9,19,60.00000059360167,60.00000059360167,0.0,0.0
sweep1,hard_min_norm,,N9,20,60.000000592923136,60.000000592923136,0.0,0.0
sweep1,hard_min_norm,,N9,21,60.00000059438811,60.00000059438811,0.0,0.0
sweep1,hard_min_norm,,N9,22,60.00000059379684,60.00000059379684,0.0,0.0
sweep1,hard_min_norm,,N9,23,60.00000059320536,60.00000059320536,0.0,0.0
sweep1,hard_min_norm,,N9,24,60.000000588628815,60.000000588628815,0.0,0.0
sweep1,gamma_3e-05,3e-05,N1,1,59.99999999972059,60.00000058923302,-5.895124246535488e-07,-0.0017999999999916178
sweep1,gamma_3e-05,3e-05,N1,2,59.99999999881898,60.00000058892432,-5.901053441448312e-07,-0.0017999999999645693
sweep1,gamma_3e-05,3e-05,N1,3,59.99999999133271,60.00000058904496,-5.977122512490496e-07,-0.0017999999997399812
sweep1,gamma_3e-05,3e-05,N1,4,59.999999850084606,59.98968587148114,0.01031397860346317,-0.0017999999955025383
sweep1,gamma_3e-05,3e-05,N1,5,59.99999999594892,60.000000588983426,-5.930345068350107e-07,-0.0017999999998784676
sweep1,gamma_3e-05,3e-05,N1,6,59.999999999786226,60.000000589358464,-5.895722381410451e-07,-0.001799999999993587
sweep1,gamma_3e-05,3e-05,N1,7,59.99999999998237,60.00000059236359,-5.923812196328981e-07,-0.0017999999999994713
sweep1,gamma_3e-05,3e-05,N1,8,60.00000000000155,60.000000592035995,-5.920344463561378e-07,-0.0018000000000000466
sweep1,gamma_3e-05,3e-05,N1,9,59.99999999953872,60.00000058863745,-5.890987253565072e-07,-0.0017999999999861616
sweep1,gamma_3e-05,3e-05,N1,10,52.20000000030942,52.20000051325242,-5.129429965222698e-07,-0.0015660000000092826
sweep1,gamma_3e-05,3e-05,N1,11,59.99999999959882,60.00000059005774,-5.904589173155728e-07,-0.0017999999999879647
sweep1,gamma_3e-05,3e-05,N1,12,59.999999809853065,60.00000058887526,-7.790221943082543e-07,-0.001799999994295592
sweep1,gamma_3e-05,3e-05,N1,13,59.999999836246886,60.00000058817595,-7.519290647906018e-07,-0.0017999999950874066
sweep1,gamma_3e-05,3e-05,N1,14,52.199999999801385,52.20000051320268,-5.134012965868351e-07,-0.0015659999999940416
sweep1,gamma_3e-05,3e-05,N1,15,59.999999776790254,60.00000057923758,-8.024473245882291e-07,-0.0017999999933037078
sweep1,gamma_3e-05,3e-05,N1,16,59.99999999567167,60.00000059053081,-5.948591379478785e-07,-0.0017999999998701503
sweep1,gamma_3e-05,3e-05,N1,17,52.20000000018237,52.20000051293096,-5.127485920297659e-07,-0.0015660000000054712
sweep1,gamma_3e-05,3e-05,N1,18,59.999999999249596,60.00000059043032,-5.911807221536947e-07,-0.001799999999977488
sweep1,gamma_3e-05,3e-05,N1,19,60.00000000012314,60.00000059175193,-5.91628790402865e-07,-0.0018000000000036943
sweep1,gamma_3e-05,3e-05,N1,20,60.000000000604224,60.00000059124498,-5.906407523070811e-07,-0.0018000000000181267
sweep1,gamma_3e-05,3e-05,N1,21,60.00000000022297,60.000000591989945,-5.917669767541156e-07,-0.001800000000006689
sweep1,gamma_3e-05,3e-05,N1,22,60.00000000003856,60.00000059174545,-5.917068861549524e-07,-0.0018000000000011568
sweep1,gamma_3e-05,3e-05,N1,23,59.999999999961965,60.00000059171005,-5.917480834227717e-07,-0.001799999999998859
sweep1,gamma_3e-05,3e-05,N1,24,59.99999999987589,60.00000058939611,-5.895202193073601e-07,-0.0017999999999962768
sweep1,gamma_3e-05,3e-05,N2,1,59.9999999996082,60.000000587637686,-5.880294864368807e-07,-0.0017999999999882461
sweep1,gamma_3e-05,3e-05,N2,2,59.99999999870099,60.000000587251655,-5.885506624281334e-07,-0.0017999999999610298
sweep1,gamma_3e-05,3e-05,N2,3,59.9999999912144,60.0000005872918,-5.96077398995476e-07,-0.0017999999997364321
sweep1,gamma_3e-05,3e-05,N2,4,59.999999849967175,59.98968587090107,0.01031397906610465,-0.0017999999954990153
sweep1,gamma_3e-05,3e-05,N2,5,59.99999999583075,60.000000587274336,-5.914435874387891e-07,-0.0017999999998749225
sweep1,gamma_3e-05,3e-05,N2,6,59.999999999676035,60.00000058788828,-5.882122451339455e-07,-0.0017999999999902812
sweep1,gamma_3e-05,3e-05,N2,7,59.999999999896055,60.00000059385894,-5.939628877627001e-07,-0.0017999999999968818
sweep1,gamma_3e-05,3e-05,N2,8,59.999999999910884,60.000000593382744,-5.934718600997257e-07,-0.0017999999999973265
sweep1,gamma_3e-05,3e-05,N2,9,59.999999999334136,60.00000058632865,-5.869945169933999e-07,-0.0017999999999800242
sweep1,gamma_3e-05,3e-05,N2,10,52.20000000009898,52.20000051269395,-5.125949655848672e-07,-0.0015660000000029695
sweep1,gamma_3e-05,3e-05,N2,11,52.199999999908485,52.200000512203516,-5.122950312852481e-07,-0.0015659999999972545
sweep1,gamma_3e-05,3e-05,N2,12,52.199999999877754,52.20000051304167,-5.131639184696724e-07,-0.0015659999999963327
sweep1,gamma_3e-05,3e-05,N2,13,52.19999999982426,52.20000051191925,-5.120949921888496e-07,-0.0015659999999947279
sweep1,gamma_3e-05,3e-05,N2,14,52.199999999751995,52.20000051209252,-5.123405273366188e-07,-0.0015659999999925599
sweep1,gamma_3e-05,3e-05,N2,15,52.19999999965926,52.20000051201531,-5.123560455899678e-07,-0.0015659999999897778
sweep1,gamma_3e-05,3e-05,N2,16,52.19999999967883,52.200000511459244,-5.117804136034465e-07,-0.001565999999990365
sweep1,gamma_3e-05,3e-05,N2,17,52.20000000003607,52.20000051256636,-5.125302919850583e-07,-0.0015660000000010822
sweep1,gamma_3e-05,3e-05,N2,18,59.99999999905975,60.00000058997712,-5.909173665941125e-07,-0.0017999999999717927
sweep1,gamma_3e-05,3e-05,N2,19,60.00000000009941,60.000000592417415,-5.923180026456976e-07,-0.0018000000000029824
sweep1,gamma_3e-05,3e-05,N2,20,60.00000000064794,60.00000059184462,-5.911966809435398e-07,-0.0018000000000194382
sweep1,gamma_3e-05,3e-05,N2,21,60.00000000023076,60.000000592916955,-5.926861916805137e-07,-0.001800000000006923
sweep1,gamma_3e-05,3e-05,N2,22,59.99999999998613,60.00000059265386,-5.926677317802387e-07,-0.001799999999999584
sweep1,gamma_3e-05,3e-05,N2,23,59.99999999987565,60.00000059248226,-5.926066108941086e-07,-0.0017999999999962694
sweep1,gamma_3e-05,3e-05,N2,24,59.99999999977307,60.00000058796729,-5.881942257701667e-07,-0.001799999999993192
sweep1,gamma_3e-05,3e-05,N3,1,59.99999999972064,60.00000058827413,-5.885534903882217e-07,-0.0017999999999916193
sweep1,gamma_3e-05,3e-05,N3,2,59.99999999881531,60.00000058788634,-5.890710284006673e-07,-0.0017999999999644594
sweep1,gamma_3e-05,3e-05,N3,3,59.99999999133302,60.00000058791807,-5.965850533584671e-07,-0.0017999999997399907
sweep1,gamma_3e-05,3e-05,N3,4,59.99999985008911,59.98968587179299,0.01031397829611791,-0.0017999999955026734
sweep1,gamma_3e-05,3e-05,N3,5,59.99999999594714,60.00000058790492,-5.919577787949493e-07,-0.0017999999998784143
sweep1,gamma_3e-05,3e-05,N3,6,59.99999999978582,60.00000058853821,-5.887523855108157e-07,-0.0017999999999935748
sweep1,gamma_3e-05,3e-05,N3,7,59.99999999999763,60.000000594992976,-5.949953489903237e-07,-0.0017999999999999288
sweep1,gamma_3e-05,3e-05,N3,8,59.999999999998316,60.00000059477288,-5.94774562046041e-07,-0.0017999999999999494
sweep1,gamma_3e-05,3e-05,N3,9,59.99999999938745,60.000000586854476,-5.874670279126804e-07,-0.0017999999999816236
sweep1,gamma_3e-05,3e-05,N3,10,52.200000000063795,52.20000051338674,-5.133229450393628e-07,-0.001566000000001914
sweep1,gamma_3e-05,3e-05,N3,11,46.7209756095756,46.72097606749186,-4.5791625780111644e-07,-0.0014016292682872682
sweep1,gamma_3e-05,3e-05,N3,12,5.390243814686705,5.390243958773116,-1.440864112467466e-07,-0.00016170731444060114
sweep1,gamma_3e-05,3e-05,N3,13,5.390243790516491,5.390243958000564,-1.6748407283273536e-07,-0.00016170731371549475
sweep1,gamma_3e-05,3e-05,N3,14,1.3024260316559483e-09,1.875442201105971e-09,-5.730161694500226e-10,-3.907278094967845e-14
sweep1,gamma_3e-05,3e-05,N3,15,5.390243813590836,5.390243959249422,-1.456585856374204e-07,-0.0001617073144077251
sweep1,gamma_3e-05,3e-05,N3,16,5.390243988967257,5.390243972557318,1.640993918528011e-08,-0.0001617073196690177
sweep1,gamma_3e-05,3e-05,N3,17,52.199999999985394,52.20000051313198,-5.131465883323472e-07,-0.0015659999999995619
sweep1,gamma_3e-05,3e-05,N3,18,59.999999999119055,60.000000591500545,-5.923814896391377e-07,-0.0017999999999735717
sweep1,gamma_3e-05,3e-05,N3,19,60.00000000018031,60.000000593033654,-5.928533468591013e-07,-0.0018000000000054093
sweep1,gamma_3e-05,3e-05,N3,20,60.000000000732854,60.00000059290551,-5.921726540236705e-07,-0.0018000000000219856
sweep1,gamma_3e-05,3e-05,N3,21,60.00000000032539,60.00000059361748,-5.932920856821511e-07,-0.0018000000000097619
sweep1,gamma_3e-05,3e-05,N3,22,60.000000000089585,60.00000059362078,-5.935311975235891e-07,-0.0018000000000026877
sweep1,gamma_3e-05,3e-05,N3,23,59.99999999998413,60.00000059381362,-5.938294904694885e-07,-0.0017999999999995238
