iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
1,I1,0.6999999117323155,5.302234734055313,11.154152531598697,8.38237693108724,687.3895212823305,618.8785019789826,-5.969229646210647,5.8245183816038315
1,I2,24.114961381041226,5.298940220022678,11.59520501788936,7.268127914345557,1218.4652245335553,1061.2345799996765,-6.2861368807624665,6.371402938064818
1,I4,21.340636800620157,36.4581656666445,10.80884798189866,10.008577810114382,2059.3225341072534,1805.654030374741,-5.4370842877341925,5.672500720646179
1,I3,21.552783889227005,3.3591623701376423,15.582110531580224,3.1687200304056455,1630.4695368303014,1445.3619333858278,-6.231993790995835,6.138438650449904
2,I1,0.699999822312325,4.048810533470138,3.369670482723568,4.492478888536888,295.4366002316299,277.63142349703867,-6.719028281969106,6.663369044414305
2,I2,0.7551283448306645,2.2408963651911473,3.8760453288637278,2.2950644199015855,951.636249648581,908.6939117573635,-6.637214862275607,6.7153366008465
2,I4,6.356186515740537,2.0544318790491083,5.70830652983739,6.082479247393983,2131.8162175729826,2055.4226410825286,-5.490658824819768,5.526978631945646
2,I3,1.8668846976376476,2.966997288747665,5.453337494941313,3.008154013018009,1699.1311047611407,1618.7561723634967,-6.535013455533424,5.9989937283017145
3,I1,0.6999927120394266,3.329022347201869,1.0078530825558856,2.6838861488022747,165.755039004716,161.82957657226723,-6.862135254727706,6.763888165347543
3,I2,0.6999998417826517,10.689834090415959,1.158220170898767,5.12448018672787,878.5929842977031,870.0973256618947,-6.931528524195385,6.660751268982502
3,I4,0.7153220558159779,8.211401731421171,3.8654516971828823,9.056716340243788,2878.783934377413,2889.253490141858,-6.744285856023021,6.831768857765052
3,I3,0.699998523596711,4.276431914366674,4.247874587534987,3.629395237638782,1168.6417025453989,1161.0969355475577,-6.329211935477101,6.471999788762471
4,I1,0.699996914721768,5.464071482262573,0.37072826525528185,4.429913542800688,49.728593245695826,48.55096979034812,-7.308640576418312,7.279166449604263
4,I2,0.49335072328102403,1.0702679174604863,0.628512789965422,2.517712842342086,709.4065129338035,706.8578263662786,-6.923397578069348,6.787106135186233
4,I4,2.3645278962581076,6.442643990061114,2.627125006589053,7.401517541819996,3021.7491880003167,3034.451061556957,-6.856683483335432,5.125056479704371
4,I3,1.7765081020269604,2.935600160148654,2.2603856908770528,3.5761386175485863,1000.9456746916226,1024.0174622926438,-6.787431392380703,6.230794599080788
5,I1,0.6999954014537331,0.5472684592029297,0.11121818528282043,1.3289740628402067,14.920603226189048,14.567344817048527,-7.442592172925494,7.433749934881279
5,I2,0.35558953905995977,1.8471393561369633,1.2657917842161945,1.7393685378268804,663.5183193552939,653.925149386929,-6.87593703507967,6.821605948986382
5,I4,0.5597571438333578,2.202754368742065,1.463175656691849,4.870968518680152,3180.01883299783,3191.7737790746787,-6.137833388246213,5.5512708359891105
5,I3,1.2545060376735806,5.775297988057157,3.1225891917621604,5.950963319979618,883.9141164118643,883.2720276138978,-6.494353527386682,6.129594137288102
6,I1,0.3317127495396721,0.10610992344887318,0.033365705249024324,0.3986922188520621,4.478343415711652,4.372366308031004,-7.482777651877648,7.4801249804643835
6,I2,0.2813874159263955,1.7948780731778697,0.9080572067908633,1.062529879035554,636.1609612946577,634.6876066239438,-6.93593964331918,6.831401120510675
6,I4,0.06514843087946161,1.4460823054523593,0.4036482007107511,1.946898374557893,3181.995075074182,3194.7888895936035,-6.479319084341987,5.7040814788873675
6,I3,0.8361874291912674,5.35567825733395,1.1539925680099767,3.2939796789786358,875.8677057208025,868.7059973636367,-6.656839357833224,6.130663500502322
7,I1,0.09949911704520359,0.028779216567740566,0.010007631414849729,0.11978042741310577,1.3462331618000196,1.3144290539734258,-7.494510666870321,7.494037494139315
7,I2,0.05819821613771286,0.424787496718111,0.2916248571317229,0.07764101627498639,599.4222019077973,598.9801299844547,-6.936660503013508,6.832360517618067
7,I4,0.5907218834392785,1.5307457471685955,1.3417734105329515,0.7037830170627175,3205.953592228394,3209.8001183152987,-6.423799106248803,5.658932632214803
7,I3,0.21869048566584415,3.024401823894176,0.7941417064047659,0.7518778731245617,871.8815000658972,869.3037778999054,-6.746494469978736,6.173721510266119
