hour,lambda_system,system_net_injection_residual_mw
1,60.00152071035247,-7.81382359540573e-14
2,60.00000062273339,-3.5953309054028937e-14
3,60.00000060518828,4.6761649069601785e-14
4,60.00000060102244,5.838964259238145e-14
5,60.00000060831623,-1.6423843380505572e-15
6,67.15000059605396,-4.3877704798222597e-14
7,67.15000066207703,-1.9673610583965884e-14
8,67.15000067635992,6.658582388922774e-15
9,67.15000067206786,2.5704297725980976e-14
10,67.15000065821786,-8.14645522248785e-14
11,67.15000063654222,-1.735433012315665e-14
12,60.00000062468985,-4.119115610904387e-15
13,60.000000597637374,-2.502973221768539e-14
14,60.00000059378482,-8.042657402337064e-15
15,60.000000595202124,-1.8834385910674174e-14
16,60.0000006146757,2.295572720652659e-14
17,67.15000064588487,-2.3810453876463532e-14
18,67.15000067135477,-5.731560006062883e-14
19,76.12214061357314,-3.8786806739678456e-14
20,76.12218179334698,4.4361781854486106e-14
21,67.1500007312043,-5.056860533881861e-14
22,67.15000066921431,-6.69207575480432e-14
23,67.15000065320814,4.311487349704816e-14
24,67.15000062650435,6.557810409349342e-15
