hour,lambda_system,system_net_injection_residual_mw
1,67.15000065461385,-3.122050594719821e-14
2,67.15000065227454,-1.9053726944009477e-14
3,67.1500006498824,9.4779185327951e-15
4,67.15000064810981,-2.8155087142236857e-14
5,67.15000065064505,2.6949190795582008e-14
6,67.15000065546913,-5.215829845781008e-14
7,67.15000066268968,-4.5732406680356893e-14
8,67.15000066707064,5.4172846820640025e-14
9,67.15000066062815,-4.216405011868205e-14
10,60.00000061400088,6.7180236646686315e-15
11,60.00000059023187,-1.3201817541697964e-14
12,60.000000588515356,-2.14746562748372e-14
13,60.00000058622707,-1.230394147652631e-14
14,60.00000058394415,2.1185646395710475e-14
15,60.00000058457291,1.477067493908947e-14
16,60.000000587783184,-7.113238093749403e-14
17,60.00000059436539,-5.317760169974126e-15
18,67.15000065684374,1.3249078561003692e-14
19,92.74799853779507,-4.8934857657236626e-14
20,10000.000097867289,-8.506246157665868e-15
21,92.74799856354528,8.196159349263101e-14
22,67.15000066842103,5.493050877279519e-14
23,67.15000065890507,-8.047557159380791e-14
24,67.1500006560393,-2.5479202462413237e-15
