iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
16,I1,optimal,56.530307699984405,4786.666267605605,8.331712033035847e-06,0.0014617603155784309,47.79995515995179,118.628732649294,0.035218109352258886,0.03521799225494174,0.20997977473117876,0.04370382121666857,0.03211280440850865,1,0.7121485177191715,0.8399191083166243,0.17481529430411688,0.12845121763403464
16,I2,optimal,49.40918409998994,4424.403923629953,5.025283772654028e-07,0.0014576244866475463,41.09388004929289,114.40650758708965,0.035227338211129,0.03522734875227436,0.26571517365137964,0.09038465791633174,0.06770865446020884,1,0.9650960402860917,1.0628606997819676,0.3615386346724634,0.27083461784083535
16,I3,optimal,78.68802489998052,147386.13879812034,4.7724298581733315e-08,0.001526289968751371,48.77258111828813,163.34640829038193,0.13756563918937015,0.13756563765036178,0.30388479121539763,0.04954320218289013,0.2934548294490993,1,0.9217078005004637,1.2155391746973143,0.19817282235254588,1.1738193177963971
16,I4,optimal,85.62106050000875,244363.12416125298,7.688519787675122e-07,0.001538697222713381,58.044748465381545,198.19901704974345,0.06112875341838114,0.0611287555795188,0.23080598005320857,0.06425118855148049,0.47471713822903905,1,0.6994467680102687,0.9232238403710865,0.2570046915422671,1.8988685529161562
17,I1,optimal,33.63818800001172,4772.7721284230065,1.2011079645922022e-07,0.0015325398417189717,47.58589329745634,118.18182137067139,0.026410790365905212,0.02641069821800572,0.21399271177088622,0.032778054268001296,0.029452561721173682,2,0.7506158396368079,0.8559708586831766,0.131112229341491,0.11781024688469456
17,I2,optimal,52.35954390000552,4413.955381906386,0.00012752500801282459,0.0015313270851038396,40.8007773300372,113.9595523493643,0.026418688822891473,0.026418626517565477,0.2857674541664368,0.11043921448329003,0.08305323199718342,2,1.0664969116857819,1.143069794836548,0.4417568503070426,0.32964388037120745
17,I3,optimal,124.79162449997966,147422.92468585668,4.7495669544502025e-07,0.0007235333323478699,48.406333358038744,163.4916263547055,0.13721717411893042,0.13721717297619473,0.28762830899075537,0.03805476411892493,0.32795379656405604,2,0.8639600794576339,1.150513239906599,0.15221907033103618,1.3118151862562242
17,I4,optimal,40.699063599982765,244330.96775724264,1.9926099132415523e-06,0.001568546867929399,57.98038435165726,198.5328514046258,0.04584019398904077,0.045840197021005474,0.13745689986379878,0.07540032990141395,0.41532938226150323,2,0.2083900900716813,0.5498276132834569,0.30160132463906675,1.6613175290460127
18,I1,optimal,18.946311700012302,4759.388987318118,4.764648078227992e-07,0.00110368785681203,47.36486477539453,117.76906984525797,0.01982542053327968,0.019825537717626643,0.22273520291562235,0.024585543523423306,0.024455408269900454,3,0.8043023592230796,0.8909407332126862,0.09834208017532066,0.09782163307960175
18,I2,optimal,43.921618000022136,4400.529690885937,4.6811171043369303e-07,0.0011830448056571186,40.509318124806875,113.5469338451973,0.01982095216849871,0.01982104261818353,0.28799464806791386,0.051179418567244755,0.05600019692133573,3,1.086352293013988,1.15197857400314,0.2047176588127602,0.22400078768534287
18,I3,optimal,13.62194150002324,147430.01347463837,4.719474445983516e-07,0.0011533786309882998,48.05141740761218,163.66848591896456,0.1117680778797987,0.11176807785641535,0.2849211891751046,0.02855613154283316,0.1804331502338509,3,0.9336007417442644,1.1396847691511947,0.1142245491109824,0.7217326009354036
18,I4,optimal,38.32368399997358,244324.69634815372,8.14100994727105e-06,0.0015997847076505423,57.76413022997312,198.86886281926667,0.03438049530104707,0.03438049817376057,0.2351982781200112,0.05653575370504812,0.3402822807445551,3,0.8283099625852373,0.9407931202833153,0.226143021763491,1.3611291229782203
