investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,1,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.12276217594327
I1,1,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15921250808968
I1,1,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15460614193506
I1,1,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15921242035672
I1,1,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.1963375137372
I1,1,N6,0.05947931818146798,0.05946334764856276,-7.458622075433038,5.778134296379387e-07,1.5931765397260996e-05,7.5,9.954993574755499e-07,67.16277644061807
I1,1,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15921250808964
I1,1,N8,47.30538545721306,47.30538545721306,-0.2369593536277172,1.0472873239366103e-06,47.30538545721306,0.29677270674737594,3.6197514090816025e-05,67.159579787844
I1,1,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15921244934572
I1,2,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.11833786388088
I1,2,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15518197443342
I1,2,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15259080439122
I1,2,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15518189030597
I1,2,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.19061947740344
I1,2,N6,0.05947931818146798,0.05946343347313364,-7.4586220933704706,5.777982999009683e-07,1.582601774975892e-05,7.5,9.947292301749923e-07,67.15858391625517
I1,2,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15518197443338
I1,2,N8,47.30538545721306,47.30538545721306,-0.22047337740143974,1.049723305912543e-06,47.30538545721306,0.3645024148235485,2.822152911833848e-05,67.15577732887454
I1,2,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15518192822377
I1,3,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.12081993000838
I1,3,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15805783643046
I1,3,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15402879642261
I1,3,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15805774755165
I1,3,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.19237033638304
I1,3,N6,0.05947931818146798,0.05946344302935359,-7.458622109114323,5.775794497172592e-07,1.5579582468430497e-05,7.5,9.944981278692147e-07,67.1613517742864
I1,3,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15805783643042
I1,3,N8,47.30538545721306,47.30538545721306,-0.2210525939391863,1.0488538162497445e-06,47.30538545721306,0.3629576600005311,2.8948532847847407e-05,67.16171781290687
I1,3,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15805778679
I1,4,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.11867932246967
I1,4,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.1561797626873
I1,4,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15308972780659
I1,4,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15617967460908
I1,4,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.18992976179317
