investor,power_mw,energy_mwh,duration_hours
I1,5.8691798223635825,11.738378418817694,2.000003198758787
I2,6.818325589621734,13.636669968248748,2.000002755662667
I3,7.891455092197138,15.783499464537773,2.000074673192284
I4,9.793275759093513,19.58680046783963,2.0000254204679546
