hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.991686759785718e-09,79.2,3999.9999987384235,9.585912466862603e-09
1,N2,-9.991686759789113e-09,221.76,3999.999999549437,9.852111595308063e-09
1,N3,-9.991686759789252e-09,237.6,3999.9999995794747,9.861970822287526e-09
1,N4,-9.99168675978862e-09,174.24,3999.999999426556,9.811778394028429e-09
1,N5,-9.991686759785773e-09,79.2,3999.9999987384235,9.585912466862555e-09
2,N1,-9.991686759785455e-09,75.6,3999.999998678348,9.566194012903887e-09
2,N2,-9.991686759789022e-09,211.68,3999.9999995279813,9.845069290322775e-09
2,N3,-9.991686759789158e-09,226.8,3999.9999995594494,9.855398004301254e-09
2,N4,-9.99168675978849e-09,166.32,3999.999999399249,9.802815460410803e-09
2,N5,-9.991686759785473e-09,75.6,3999.999998678348,9.566194012903837e-09
3,N1,-9.991686759785252e-09,73.2,3999.9999986350153,9.551970865786032e-09
3,N2,-9.991686759788948e-09,204.96,3999.9999995125054,9.839989594923532e-09
3,N3,-9.99168675978908e-09,219.6,3999.9999995450053,9.850656955261961e-09
3,N4,-9.99168675978838e-09,161.04,3999.9999993795523,9.796350393539044e-09
3,N5,-9.991686759785239e-09,73.2,3999.9999986350153,9.551970865785983e-09
4,N1,-9.991686759785133e-09,72.0,3999.9999986122657,9.544503713549148e-09
4,N2,-9.991686759788903e-09,201.6,3999.9999995043804,9.837322754838927e-09
4,N3,-9.991686759789029e-09,216.0,3999.999999537422,9.848167904516329e-09
4,N4,-9.991686759788309e-09,158.4,3999.9999993692118,9.792956233431368e-09
4,N5,-9.991686759785086e-09,72.0,3999.9999986122657,9.544503713549095e-09
5,N1,-9.991686759785296e-09,74.4,3999.9999986570315,9.559197142144313e-09
5,N2,-9.991686759788958e-09,208.32,3999.9999995203684,9.842570407908634e-09
5,N3,-9.991686759789072e-09,223.2,3999.999999552344,9.853065714048056e-09
5,N4,-9.991686759788365e-09,163.68,3999.99999938956,9.79963506461099e-09
5,N5,-9.991686759785204e-09,74.4,3999.9999986570315,9.559197142144253e-09
6,N1,-9.991686759785755e-09,81.6,3999.9999987755286,9.598091511954797e-09
6,N2,-9.99168675978911e-09,228.48,3999.9999995626886,9.856461254269578e-09
6,N3,-9.991686759789207e-09,244.8,3999.999999591843,9.86603050398494e-09
6,N4,-9.991686759788547e-09,179.52,3999.999999443422,9.817314323615805e-09
6,N5,-9.991686759785591e-09,81.6,3999.9999987755286,9.598091511954739e-09
7,N1,-9.99166740446056e-09,96.0,3999.999998959201,9.658377785162177e-09
7,N2,-9.991667404463289e-09,268.8,3999.9999996282863,9.877992066129237e-09
7,N3,-9.991667404463388e-09,288.0,3999.999999653067,9.886125928387284e-09
7,N4,-9.991667404462915e-09,211.2,3999.9999995269095,9.844717175073591e-09
7,N5,-9.99166740446057e-09,96.0,3999.999998959201,9.658377785162154e-09
8,N1,-9.991644399327413e-09,108.0,3999.999999074848,9.696335809032763e-09
8,N2,-9.991644399329941e-09,302.4,3999.9999996695883,9.89154850322595e-09
8,N3,-9.991644399330035e-09,324.0,3999.999999691616,9.898778603010887e-09
8,N4,-9.991644399329557e-09,237.6,3999.999999579476,9.861970822287576e-09
8,N5,-9.991644399327413e-09,108.0,3999.999999074848,9.696335809032757e-09
9,N1,-9.991667404460822e-09,111.6,3999.9999991046893,9.706131428096321e-09
9,N2,-9.99166740446334e-09,312.48,3999.999999680246,9.89504693860577e-09
9,N3,-9.991667404463431e-09,334.8,3999.999999701563,9.902043809365383e-09
9,N4,-9.991667404462925e-09,245.52,3999.9999995930407,9.866423376407345e-09
9,N5,-9.991667404460855e-09,111.6,3999.9999991046893,9.706131428096336e-09
