hour,lambda_system,system_net_injection_residual_mw
1,67.15000065663968,6.636230175344761e-13
2,67.15000065487742,7.256229669374039e-13
3,67.15000065324567,7.143552759496788e-13
4,67.1500006521533,6.507538857829023e-13
5,67.15000065373627,6.602354783723914e-13
6,67.15000065729214,6.914433353325699e-13
7,67.15000066369976,6.643671500142397e-13
8,67.15000066831891,7.114175155280905e-13
9,67.15000066271058,6.760951819860605e-13
10,67.15000065251232,6.614445419975408e-13
11,60.00000058915587,6.690473324044244e-13
12,60.00000048264144,6.295086782831673e-13
13,59.99955002362217,6.458928507697091e-13
14,59.99955001426956,6.252511946522522e-13
15,59.99955000642429,5.493331852600327e-13
16,60.000000544522685,5.929749726451498e-13
17,67.15000051642151,6.54057602320095e-13
18,67.15000065977789,7.370065046497401e-13
19,92.70755715713015,9.344408777373175e-13
20,92.70755805119346,1.0076108792616439e-12
21,92.70755780055366,1.0196521013282222e-12
22,67.15000067108696,7.090602988107667e-13
23,67.15000066051705,6.76854865795521e-13
24,67.1500006578762,6.537931631139724e-13
