hour,lambda_system,system_net_injection_residual_mw
1,60.000000589256636,-2.839395385478838e-14
2,60.00000058786828,-2.6194324487249787e-14
3,60.00000058254837,1.6604773112049998e-14
4,60.00000057256463,-1.5890067039947553e-15
5,60.000000584924756,1.6882328868206287e-14
6,60.00000058939529,-1.251776460264864e-14
7,60.00000058981541,-2.906008766956347e-14
8,60.00000058987749,-8.801986917106319e-14
9,60.00000058920215,-2.5576762929802044e-14
10,52.20000051308839,-9.83935155574045e-15
11,52.20000055300264,-3.101685575046531e-14
12,52.200000548069326,-2.733924198139448e-15
13,52.20000054771634,-2.609024107869118e-15
14,52.219263612880134,5.939693181744587e-14
15,52.36714254091944,-5.530298441414061e-15
16,52.20000052125682,-1.559863349598345e-14
17,52.200000512644706,8.36136715420821e-15
18,60.00000058877823,-2.14064876935538e-14
19,60.000000593404955,-2.2794266474335245e-14
20,66.73498163541294,-1.0044742815296104e-13
21,60.00000060174016,1.0206419043257142e-13
22,60.000000589880514,2.551431288466688e-14
23,60.00000058961861,-1.0171030684347215e-13
24,60.00000058923769,-4.8232251526059144e-14
