unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_reference_eur_per_mwh,spot_revenue_eur,degradation_cost_eur
I1,1,N1,6.541885484913135e-07,8.414264124846162e-07,1.8723786399330273e-07,67.1499997894726,1.2573022527731579e-05,1.1217112207319473e-05
I1,1,N2,1.1453067605017847e-06,5.205213962495972e-07,-6.247853642521874e-07,67.15000002770509,-4.195433722684412e-05,1.2493711175635365e-05
I1,1,N3,3.960096159614841e-07,2.973306427524038,2.973306031514422,67.14999994033464,199.65749983879007,22.299801176502402
I1,1,N4,6.541614902616913e-07,8.42246704214415e-07,1.880852139527237e-07,67.149999941062,1.262992210584003e-05,1.1223061458570798e-05
I1,1,N5,8.134758798517906e-07,6.352285815190084e-07,-1.782472983327822e-07,67.15000003101291,-1.1969306088574292e-05,1.0865283460280993e-05
I1,1,N6,4.898448129610924e-07,2.1676948078129423e-06,1.67784999485185e-06,67.14999995515049,0.00011266762707905098,1.993154715580526e-05
I1,1,N7,1.147385331045752e-06,5.20595325251396e-07,-6.267900057943559e-07,67.15000002770509,-4.2088948906456273e-05,1.250985492222861e-05
I1,1,N8,3.9600958419842206e-07,12.296533587289392,12.296533191279808,67.14999999855122,825.7122037766242,92.22400487474232
I1,1,N9,3.960096166467069e-07,2.9235826278148576,2.923582231805241,67.14999995068175,196.31854672153597,21.926872678683555
I1,2,N1,6.541272062943615e-07,8.415172455523103e-07,1.873900392579487e-07,67.14999971577843,1.2583241082910965e-05,1.1217333388850038e-05
I1,2,N2,1.145874919696385e-06,5.204822447826231e-07,-6.25392674913762e-07,67.14999996148492,-4.199511809637207e-05,1.249767873359256e-05
I1,2,N3,3.9600961663276283e-07,2.93943270395974,2.9394323079501232,67.14999989247396,197.38287916278526,22.045748249770174
I1,2,N4,6.540988792784597e-07,8.42334502589327e-07,1.8823562331086723e-07,67.14999987994045,1.264002208272525e-05,1.1223250364008399e-05
I1,2,N5,8.135005564848722e-07,6.352221552171197e-07,-1.7827840126775246e-07,67.14999996317383,-1.1971394638564267e-05,1.0865420337764939e-05
I1,2,N6,4.893987373791735e-07,2.169936149282184e-06,1.6805374119030105e-06,67.14999989918977,0.00011284808703987178,1.9945011649960178e-05
I1,2,N7,1.1479489241152393e-06,5.205524237358937e-07,-6.273965003793456e-07,67.14999996148492,-4.2129674976308837e-05,1.2513760108883498e-05
I1,2,N8,3.9600958497318684e-07,11.672220831186024,11.67222043517644,67.1499999384919,783.7896015041619,87.54165920396706
I1,2,N9,3.9600961735789757e-07,2.8889175574982273,2.8889171614886098,67.14999989983922,193.99078710460392,21.666884651308838
I1,3,N1,6.533741268265749e-07,8.433191536234986e-07,1.8994502679692368e-07,67.14999962959308,1.2754808479056474e-05,1.122519960337555e-05
I1,3,N2,1.1552322099476518e-06,5.20417695513477e-07,-6.348145144341748e-07,67.14999988774491,-4.2627794572993674e-05,1.2567374290958465e-05
I1,3,N3,3.960096168710367e-07,2.933536020610484,2.9335356246008675,67.14999983068765,196.98691669526443,22.001523124650756
I1,3,N4,6.533320108087636e-07,8.44093232419434e-07,1.907612216106704e-07,67.14999980839535,1.280961599460578e-05,1.1230689324211482e-05
I1,3,N5,8.139533002654665e-07,6.350424763262946e-07,-1.789108239391719e-07,67.14999988818599,-1.2013861807510656e-05,1.086746832443821e-05
I1,3,N6,4.844056195995882e-07,2.207021092896547e-06,1.722615473296959e-06,67.1499998316703,0.00011567362874192346,2.0185700343721015e-05
I1,3,N7,1.157270485617819e-06,5.204579754049355e-07,-6.368125102128835e-07,67.14999988774491,-4.276195998930968e-05,1.2582963457670658e-05
I1,3,N8,3.960095858178728e-07,11.066479749572615,11.066479353563029,67.14999986892381,743.1140871412055,82.9986010918665
I1,3,N9,3.9600961761125693e-07,2.8826195283748914,2.882619132365274,67.1499998360253,193.56787426565154,21.61964943288382
