iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,13.116316200001165,19722.18520789072,2.3836037144064903e-07,69.62886449061281,295.23558313932284,1.500000000036889,5.407255783045453,60.00000069702463
1,I2,optimal,22.23116329999175,18776.567964178575,1.3445969671010971e-08,69.62886437260333,295.23558317053823,1.5000000000441738,5.407255783716096,60.0000006972286
1,I3,optimal,46.46640239993576,142302.6387818159,4.190951585769653e-08,69.9201986305663,296.3263386297531,1.5000000000363911,5.407255790950954,60.00000069701069
1,I4,optimal,185.80288249999285,205789.7000085828,1.1641532182693481e-09,90.82207370221751,374.58295685463463,2.30860354044709,5.407255791437623,60.000000692703054
