iteration,investor,selection,candidate_termination,candidate_seconds,candidate_profit_eur_per_day,candidate_access_payment_eur_per_day,candidate_max_embedded_vs_reclear_award_difference_mw,candidate_auction_gap,candidate_spot_gap,baseline_termination,baseline_profit_eur_per_day,selected_total_award_mw,max_quantity_change_mw,max_price_change_eur_per_mw_day,max_duration_change_hours,response_max_award_change_mw
1,I1,candidate,optimal,28.552811600035056,16485.271933428965,2999.8999643126526,99.99916400226302,1.8189894035458565e-12,5.125184543430805e-07,optimal,3.0877460815356525e-05,0.7289705151530343,30.00000026493693,0.0010002188478388518,0.7112632304276332,69.27092234242457
1,I2,candidate,optimal,60.20152560004499,15702.908551642111,2999.999939453154,99.99961475800414,-3.7270183383952826e-08,-7.858674507588148e-06,optimal,1.8262678122077387e-05,0.3510563220112165,6.385204471826e-07,6.913884327275355e-07,0.7112632291336576,98.91997422953403
