investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,7.512405886003611,15.745306582016864
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,6.947698528573773,25.33382848814015
I1,N7,0.0,0.0
I1,N8,6.4585107817213565,16.50808955252783
I1,N9,4.8169574301525255,17.984092997020515
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,1.3592246409334983,5.084799265165797
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,7.480890059670856,24.659184241531285
I2,N7,0.0,0.0
I2,N8,7.7097798941113735,19.12703151277901
I2,N9,2.8257019819893676,8.980169475752016
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,7.875304919886438,23.56883402101726
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,5.571250270884589,20.436210846593134
I3,N7,0.0,0.0
I3,N8,4.944956703124226,10.862385638672833
I3,N9,8.253327696809766,24.46980000866643
I4,N1,7.031392389686885e-06,1.5287020242997445e-05
I4,N2,7.027370276812633e-06,1.5278638897258122e-05
I4,N3,2.2807807109666633,5.8705932803259016
I4,N4,7.031234014722158e-06,1.5286685101008302e-05
I4,N5,7.030505676162652e-06,1.5285144037344094e-05
I4,N6,10.000171047654488,33.92449601408394
I4,N7,7.027269540821285e-06,1.5278426512847015e-05
I4,N8,10.886760794686692,28.829156128084378
I4,N9,0.9971039762368009,2.3535937844154198
