hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L12,135.0146546777781,350.0,0.3857561562222232,0.0,0.0
1,L23,142.56566162966726,400.0,0.35641415407416815,0.0,0.0
1,L34,-28.135934527702172,300.0,0.09378644842567391,0.0,0.0
1,L45,53.19824155268369,320.0,0.16624450485213654,0.0,0.0
1,L56,-14.878187381823809,240.0,0.06199244742426587,0.0,0.0
1,L67,92.33338119796855,300.0,0.30777793732656183,0.0,0.0
1,L78,6.185371631861904,250.0,0.024741486527447617,0.0,0.0
1,L89,-51.636277078237086,220.0,0.23471035035562313,0.0,0.0
1,L29,237.0044216654388,250.0,0.9480176866617552,0.0,0.0
1,L37,43.977224981142214,300.0,0.14659074993714072,0.0,0.0
1,L16,186.62263370179718,280.0,0.666509406077847,0.0,0.0
1,L59,-74.48797543244706,300.0,0.2482932514414902,0.0,0.0
2,L12,135.58864510986388,350.0,0.3873961288853254,0.0,0.0
2,L23,145.38976015506566,400.0,0.36347440038766415,0.0,0.0
2,L34,-26.145547264942905,300.0,0.08715182421647635,0.0,0.0
2,L45,50.817419914727445,320.0,0.15880443723352328,0.0,0.0
2,L56,-9.342615718588952,240.0,0.03892756549412064,0.0,0.0
2,L67,96.90054457198067,300.0,0.3230018152399356,0.0,0.0
2,L78,2.123045454997728,250.0,0.008492181819990912,0.0,0.0
2,L89,-55.5112323012328,220.0,0.2523237831874218,0.0,0.0
2,L29,237.27506152933452,250.0,0.9491002461173381,0.0,0.0
2,L37,50.571612045204255,300.0,0.16857204015068084,0.0,0.0
2,L16,193.12833756772042,280.0,0.6897440627418586,0.0,0.0
2,L59,-75.92368773387759,300.0,0.2530789591129253,0.0,0.0
3,L12,138.61404567999392,350.0,0.39604013051426834,0.0,0.0
3,L23,149.26219744104876,400.0,0.3731554936026219,0.0,0.0
3,L34,-21.060289751696004,300.0,0.07020096583898668,0.0,0.0
3,L45,45.582609528940694,320.0,0.14244565477793966,0.0,0.0
3,L56,-7.629069906482081,240.0,0.03178779127700867,0.0,0.0
3,L67,100.3347818175485,300.0,0.3344492727251617,0.0,0.0
3,L78,-0.3635876298218057,250.0,0.001454350519287223,0.0,0.0
3,L89,-57.07656730444615,220.0,0.25943894229293707,0.0,0.0
3,L29,238.10841601323673,250.0,0.9524336640529469,0.0,0.0
