hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.848412198041338e-09,41.94,3999.999997651785,-4.287534197620577e-09
1,N2,-9.848412198185405e-09,251.64,3999.999999608631,7.618744300387349e-09
1,N3,-9.848412198184625e-09,251.64,3999.999999608631,7.618744300387296e-09
1,N4,-9.848412198192978e-09,251.64,3999.999999608631,7.618744300388239e-09
1,N5,-9.848412198075811e-09,41.94,3999.999997651785,-4.287534197622771e-09
2,N1,-9.848428234184714e-09,40.44,3999.9999975646815,-4.817487245914544e-09
2,N2,-9.848428234344502e-09,242.64,3999.9999995941134,7.530418792331054e-09
2,N3,-9.848428234331932e-09,242.64,3999.9999995941134,7.530418792331117e-09
2,N4,-9.848428234339954e-09,242.64,3999.9999995941134,7.530418792332586e-09
2,N5,-9.848428234178053e-09,40.44,3999.9999975646815,-4.81748724591694e-09
3,N1,-9.848428234182872e-09,39.54,3999.999997509249,-5.1547593379697175e-09
3,N2,-9.848428234343906e-09,237.24,3999.999999584875,7.474206776987984e-09
3,N3,-9.848428234334665e-09,237.24,3999.999999584875,7.47420677698801e-09
3,N4,-9.848428234341034e-09,237.24,3999.999999584875,7.474206776989441e-09
3,N5,-9.848428234175964e-09,39.54,3999.999997509249,-5.154759337971994e-09
4,N1,-9.84842823417318e-09,37.8,3999.9999973945955,-5.852359370978666e-09
4,N2,-9.848428234341497e-09,226.8,3999.999999565766,7.357940104818772e-09
4,N3,-9.84842823433389e-09,226.8,3999.999999565766,7.357940104818682e-09
4,N4,-9.848428234338758e-09,226.8,3999.999999565766,7.357940104819812e-09
4,N5,-9.848428234166349e-09,37.8,3999.9999973945955,-5.852359370980639e-09
5,N1,-9.848428234176584e-09,38.58,3999.999997447271,-5.531860658971959e-09
5,N2,-9.848428234341358e-09,231.48,3999.999999574545,7.4113565568202295e-09
5,N3,-9.848428234333942e-09,231.48,3999.999999574545,7.411356556820215e-09
5,N4,-9.848428234338768e-09,231.48,3999.999999574545,7.411356556821575e-09
5,N5,-9.848428234169935e-09,38.58,3999.999997447271,-5.531860658974108e-09
6,N1,-9.848428234167004e-09,42.36,3999.999997675064,-4.14587309320711e-09
6,N2,-9.848428234320097e-09,254.16,3999.9999996125107,7.642354484451688e-09
6,N3,-9.848428234309772e-09,254.16,3999.9999996125107,7.642354484451799e-09
