iteration,investor,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,penalized_objective_eur_per_day
61,I1,3127.6858065795504,0.0005605360619381672,3127.6852460434884
61,I2,3527.2971015840412,0.0005464509263867357,3527.296555133115
61,I3,141029.5507960387,0.0006263567036763206,141029.550169682
61,I4,210287.58499529376,0.00034999409100234277,210287.58464529968
