hour,lambda_system,system_net_injection_residual_mw
1,60.00000058984732,-4.333339242990064e-14
2,60.00000058931644,-1.6986412276764895e-14
3,60.00000058740645,-1.0342421363773724e-13
4,60.00000054007488,-4.8953896492065496e-14
5,60.00000058850487,-2.7179647421604614e-14
6,60.000000589884806,3.2404634531246757e-15
7,60.00000058999023,-1.16157083951407e-14
8,60.00000059000335,-5.5788706987414116e-14
9,60.00000058990091,-4.308359224935998e-14
10,52.200000512162205,1.394717674685353e-15
11,60.00000058973854,-3.5735303605122226e-14
12,60.000000584404,-1.5938639297274904e-14
13,52.20000052759769,1.9546864127306662e-14
14,52.20000052015347,-2.6478819137309983e-14
15,52.200000510289215,6.077777170432341e-14
16,60.000000589209606,3.788636071533347e-15
17,52.200000512095244,3.6914915568786455e-14
18,60.00000058984533,-7.820133429703446e-15
19,60.00000059006576,-5.122291479864316e-14
20,60.00000059026024,1.4711842855064106e-13
21,60.00000059009882,-8.949091467869152e-14
22,60.00000059001521,-5.079270337660091e-15
23,60.00000058997827,-7.240735788727193e-14
24,60.00000058993319,4.286848653833886e-14
