hour,lambda_system,system_net_injection_residual_mw
1,67.15000065571668,-1.9912508013662658e-14
2,67.15000065342066,-1.0615676497496738e-14
3,67.1500006493133,-1.9420470540933672e-14
4,67.15000064365576,-4.806984150485322e-15
5,67.15000065066248,-2.1864166015931244e-14
6,67.15000065608878,2.692094406121175e-14
7,67.1500006591666,5.353857866244614e-14
8,67.15000065997809,8.37995997118284e-15
9,67.15000065783445,-6.500337489611265e-14
10,60.00000059383795,2.1865783100262045e-14
11,60.000000589629316,-4.894805340567807e-14
12,60.000000588680656,-1.6181242147872877e-14
13,60.000000588014714,7.462708594375055e-15
14,60.000000587187536,-8.643191992814608e-15
15,60.000000586188,1.5171830567608177e-14
16,60.00000058839448,-1.0740265969039345e-14
17,60.00000059117389,-8.27184650087772e-14
18,67.15000065540391,-9.023791400598513e-16
19,67.15000062434805,4.429883348721221e-14
20,67.15000062771955,-2.6218407158434096e-14
21,67.15000065952374,-5.039186289727814e-15
22,67.15000065909308,-4.824650279501251e-15
23,67.15000065763758,-5.9591413801936e-14
24,67.1500006565077,-4.1167900226388504e-14
