hour,lambda_system,system_net_injection_residual_mw
1,60.000000486465865,6.939587793297619e-14
2,60.00000025113813,5.1909865295129975e-14
3,59.99999887771721,-2.2613855232833657e-14
4,59.99992753559406,-6.49827414100912e-14
5,59.999999743870376,2.4980018054066022e-14
6,60.00000050871932,5.252742685257772e-14
7,60.00000058121031,-1.1275702593849246e-14
8,60.000000587476244,-1.371819324802459e-14
9,60.00000045156435,2.3224477896377493e-14
10,52.20000062590445,2.5444923945627806e-14
11,60.00000044151956,2.3647750424515834e-14
12,59.964857543996644,-1.0623446566881967e-13
13,52.234635384104074,-9.874046025259986e-15
14,52.14222666464644,8.965050923848139e-15
15,52.180543031863714,-1.6528445279107018e-14
16,59.99999623760536,7.611272723195839e-14
17,52.20000057916319,-4.5755066402364264e-14
18,60.000000405812585,5.0938420148582964e-14
19,60.00000062766638,-4.9536763579993703e-14
20,60.000000713762965,-5.037636974236648e-14
21,60.000000657028046,-2.3908652835302746e-13
22,60.00000060275698,1.7194579093882112e-14
23,60.00000057497308,-5.342948306008566e-15
24,60.00000054278767,-6.809136587904163e-14
