hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.994057678217904e-09,79.2,3999.999998738124,9.7040093508163e-09
1,N2,-9.99405767822035e-09,221.76,3999.99999954933,9.89428905386297e-09
1,N3,-9.994057678220439e-09,237.6,3999.9999995793746,9.901336450272105e-09
1,N4,-9.994057678219979e-09,174.24,3999.99999942642,9.865458795825597e-09
1,N5,-9.994057678217904e-09,79.2,3999.999998738124,9.7040093508163e-09
2,N1,-9.994057678217727e-09,75.6,3999.999998678035,9.689914557998029e-09
2,N2,-9.994057678220287e-09,211.68,3999.9999995278695,9.889255199285015e-09
2,N3,-9.994057678220383e-09,226.8,3999.999999559345,9.896638185999347e-09
2,N4,-9.9940576782199e-09,166.32,3999.999999399107,9.859052071817292e-09
2,N5,-9.994057678217726e-09,75.6,3999.999998678035,9.689914557998029e-09
3,N1,-9.994057678217598e-09,73.2,3999.9999986346916,9.679747822194686e-09
3,N2,-9.994057678220242e-09,204.96,3999.99999951239,9.885624222212393e-09
3,N3,-9.99405767822034e-09,219.6,3999.999999544897,9.8932492740649e-09
3,N4,-9.994057678219842e-09,161.04,3999.9999993794054,9.854430828270317e-09
3,N5,-9.994057678217597e-09,73.2,3999.9999986346916,9.679747822194686e-09
4,N1,-9.994057678217529e-09,72.0,3999.9999986119365,9.674410285897928e-09
4,N2,-9.994057678220217e-09,201.6,3999.999999504263,9.883717959249267e-09
4,N3,-9.994057678220316e-09,216.0,3999.9999995373123,9.891470095299316e-09
4,N4,-9.99405767821981e-09,158.4,3999.999999369062,9.852004675408156e-09
4,N5,-9.994057678217529e-09,72.0,3999.9999986119365,9.674410285897928e-09
5,N1,-9.994057678217665e-09,74.4,3999.9999986567127,9.684913179901223e-09
5,N2,-9.994057678220265e-09,208.32,3999.9999995202547,9.88746899282187e-09
5,N3,-9.994057678220361e-09,223.2,3999.9999995522376,9.89497105996708e-09
5,N4,-9.994057678219871e-09,163.68,3999.999999389415,9.856778718136925e-09
5,N5,-9.994057678217663e-09,74.4,3999.9999986567127,9.684913179901223e-09
6,N1,-9.994057678218017e-09,81.6,3999.999998775238,9.712714958145234e-09
6,N2,-9.99405767822039e-09,228.48,3999.999999562585,9.897398199337588e-09
6,N3,-9.994057678220477e-09,244.8,3999.999999591746,9.904238319381749e-09
6,N4,-9.99405767822003e-09,179.52,3999.99999944329,9.86941589006602e-09
6,N5,-9.994057678218017e-09,81.6,3999.999998775238,9.712714958145234e-09
7,N1,-9.994039668748874e-09,96.0,3999.999998958954,9.755807714423452e-09
7,N2,-9.994039668750903e-09,268.8,3999.999999628198,9.91278846943695e-09
7,N3,-9.994039668750977e-09,288.0,3999.9999996529846,9.918602571474486e-09
7,N4,-9.994039668750595e-09,211.2,3999.999999526797,9.889003506556117e-09
7,N5,-9.994039668748873e-09,96.0,3999.999998958954,9.755807714423452e-09
8,N1,-9.994027398872256e-09,108.0,3999.999999074627,9.782940190598626e-09
8,N2,-9.994027398874065e-09,302.4,3999.9999996695096,9.922478639499512e-09
8,N3,-9.994027398874133e-09,324.0,3999.999999691542,9.927646730199545e-09
8,N4,-9.994027398873792e-09,237.6,3999.999999579376,9.901336450272105e-09
8,N5,-9.994027398872256e-09,108.0,3999.999999074627,9.782940190598626e-09
9,N1,-9.994039668749308e-09,111.6,3999.999999104477,9.789942119934154e-09
9,N2,-9.994039668751052e-09,312.48,3999.9999996801703,9.924979328547915e-09
9,N3,-9.994039668751114e-09,334.8,3999.9999997014925,9.929980706644721e-09
9,N4,-9.994039668750783e-09,245.52,3999.999999592944,9.904519145424617e-09
9,N5,-9.99403966874931e-09,111.6,3999.999999104477,9.789942119934154e-09
10,N1,-9.994057678218922e-09,108.0,3999.999999074624,9.782940190598626e-09
10,N2,-9.994057678220714e-09,302.4,3999.9999996695087,9.922478639499512e-09
10,N3,-9.99405767822078e-09,324.0,3999.9999996915412,9.927646730199545e-09
10,N4,-9.99405767822044e-09,237.6,3999.9999995793746,9.901336450272105e-09
10,N5,-9.994057678218922e-09,108.0,3999.999999074624,9.782940190598626e-09
11,N1,-9.99407546458557e-09,105.6,3999.999999053591,9.77800701311223e-09
11,N2,-9.994057678220694e-09,295.68,3999.9999996619977,9.920716790397228e-09
11,N3,-9.994050813736017e-09,316.8,3999.9999996845313,9.92600233770408e-09
11,N4,-9.99403185436642e-09,232.32,3999.9999995698163,9.8990940968692e-09
11,N5,-9.994088588323424e-09,105.6,3999.9999990535903,9.77800701311223e-09
12,N1,-9.994089507555385e-09,103.2,3999.9999990315805,9.772844385510189e-09
12,N2,-9.99406422339538e-09,288.96,3999.999999654137,9.91887299482507e-09
12,N3,-9.994054447995991e-09,309.6,3999.9999996771944,9.924281461836732e-09
12,N4,-9.994027398873733e-09,227.04,3999.999999559812,9.896747447959179e-09
12,N5,-9.994108122424787e-09,103.2,3999.9999990315787,9.772844385510189e-09
13,N1,-9.994095098381094e-09,100.8,3999.9999990085225,9.767435918498527e-09
13,N2,-9.994067553684167e-09,282.24,3999.999999645902,9.916941399463762e-09
13,N3,-9.994056898623345e-09,302.4,3999.9999996695087,9.922478639499512e-09
13,N4,-9.994027398873706e-09,221.76,3999.9999995493313,9.89428905386297e-09
13,N5,-9.994115363963227e-09,100.8,3999.9999990085203,9.767435918498527e-09
14,N1,-9.994095098381058e-09,99.6,3999.999998996577,9.764633941612966e-09
14,N2,-9.994067553684164e-09,278.88,3999.9999996416354,9.915940693433205e-09
