iteration,investor,max_rel_delta_offer,max_rel_delta_price,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
8,I1,1.1253942189196526,3.871312689900679,106.1039134525609,102.26567265551162,-23.298058870035902,12.046429380047684
8,I2,3.1679287028168894,0.3681530805113644,680.2577771975879,698.769692401847,-64.85966740668299,60.938909262201555
8,I3,0.43805096685423994,0.4517007907111918,2721.2917652637766,2629.6197451531284,-61.922231781674235,60.27291018257282
8,I4,0.2770344836720389,5.599312334198963,4512.954367868532,4512.216203165806,-106.29468456817436,126.4891327720186
9,I1,0.6999981210596176,2.52858651713185,66.4377942764677,63.980837942233755,-19.22221220248716,8.247699349622705
9,I2,0.3739047595467394,2.0074890440596946,641.4360750667286,658.3342035935351,-64.86711859543367,60.88371168754806
9,I3,8.142642968285703,2.0683972724120365,2741.6259848168174,2681.797893170415,-62.102847208420954,60.11118057174494
9,I4,0.4995433622965913,1.481929184711574,4564.991559102168,4571.983017926409,-106.4208827186703,126.22883110536925
10,I1,0.6828210445389982,4.759393025390703,30.43378742484905,28.848589833133857,-18.019531028927563,7.0683861720421515
10,I2,0.1823701032320837,0.39419655931604786,621.3775852450055,637.8911876109187,-64.87645938064895,60.88417302031002
10,I3,1.4811102307422432,0.29852277645554637,2769.4996619843932,2662.4693809985342,-62.10263380548352,60.11120323260684
10,I4,0.6999078309101199,8.426006036399102,4483.387625431388,4490.235483362341,-107.00524174678885,126.68367791552112
11,I1,0.4747963661997681,2.714460515538917,14.991381137230043,14.028110688087558,-17.654811926749545,6.9398180293993175
11,I2,0.086043418196863,0.5901617509191378,613.59188739046,629.9888667888829,-64.8869714615409,60.884310525415295
11,I3,0.6996930059761722,0.6278381880366117,2789.1642060214867,2668.684698169582,-62.090556702444246,60.113635380416376
11,I4,0.34954986639117785,0.9187539979648137,4503.567612206775,4510.763603931131,-107.15269045180496,126.72599639519338
12,I1,0.3985450575821229,5.342582316698903,4.500499062674915,4.211527468780444,-10.721358731937645,7.331945408819796
12,I2,0.3718335021279331,2.0046571751379716,582.1480438817267,598.482676716217,-63.45786926742729,59.39203144313477
12,I3,0.7153552600674077,2.4386841799595174,2826.92720323381,2684.869714566322,-62.09149843044,60.11445764537124
12,I4,1.0329987916046857,2.484238766277695,4686.0360693925195,4691.093895093423,-107.88604791302375,126.77398825052511
13,I1,0.5784894426346546,1.6494182158532769,20.770352240172997,20.584203252209303,-10.730466087647013,7.341222789776285
13,I2,0.6999999828057387,3.0793749614930244,535.3096035599655,551.3190325718141,-45.57113015023647,42.09755895781312
13,I3,0.3219369416293727,2.19197318476336,2894.8371855302585,2753.978468876036,-62.12652004848068,60.07719990278511
13,I4,0.13966673690415973,43.61430405967806,4606.942211504156,4616.578780274966,-107.85843540472716,126.32611625044355
14,I1,0.4089363873743851,5.120610306923628,6.233858339116566,6.178014014718558,-8.469139826294104,7.452366836932885
14,I2,0.0,0.0,535.3096035599655,551.3190325718141,-45.57113015023647,42.09755895781312
14,I3,0.3422082365669847,1.8759541277191851,2885.565188358797,2744.6963792899924,-62.11948247353107,60.40541913980823
14,I4,0.6268514422801186,1.33455990035989,4660.386869133727,4684.168685068768,-108.23368105202864,126.66598970808555
15,I1,0.12268252015962844,2.5803077683010254,1.8728580753939397,1.856104685467054,-7.790741947888232,7.48570975869024
15,I2,0.3901653522779437,1.5141173918614277,496.63507779755906,513.97567885154,-40.21012717373754,36.919242206088185
15,I3,0.1686771301557085,0.9332187400853353,2991.2091875704086,2847.66547275572,-62.14979238154069,60.44952328003923
15,I4,0.6708313997457707,1.4526700741223055,4496.775656519194,4512.687650848457,-108.25240162251612,126.66806395667342
16,I1,0.03680383240894536,0.27508961565529316,0.5652391409725726,0.5601340175383928,-7.591457453853339,7.4957130200112845
16,I2,0.1170520953457484,0.8887040169579938,476.8077951847226,494.2410183525969,-38.60165579058617,35.36575081863864
16,I3,0.20594543486881334,0.9252558453438848,3034.4618881005517,2893.0951432074335,-62.14825468941267,60.55058716063656
16,I4,0.5606225704532456,2.373413909318044,4418.863312671103,4424.123804871896,-108.46911628329252,126.76790654561209
17,I1,0.011046101153766686,0.11384425782669572,0.17778816910075063,0.17618611500961612,-7.531674916564406,7.4987139060033865
17,I2,0.08035684207151898,0.37232643363745627,462.23463366417946,478.91961687681624,-38.11415030147249,34.894551593577894
17,I3,37.20895636143939,1.4000024793914407,3047.5583328540583,2943.683266228548,-62.1532336285949,60.55494830989804
17,I4,0.699999739658942,2.2810817852837992,4385.815857103123,4391.271485741911,-108.53466360328947,126.75777953337456
18,I1,0.0033082320684964407,0.10392721876584553,0.06166298929330162,0.06118236404091549,-7.5095024700897985,7.499614171801016
18,I2,0.1483666707413916,0.28065050555666626,459.9667409786884,477.02303094231684,-38.01079553700924,34.77146746953858
18,I3,0.2978103520557128,2.1668187697842254,3038.7863425020037,2945.133434275321,-62.10837594613545,60.49365634785926
18,I4,0.6999999858695489,6.450997080864918,4385.662937683996,4392.188559972893,-108.92924774322182,127.00237019530732
19,I1,0.001007781272105722,0.034794233551891006,0.023283466554523024,0.023141036361165237,-7.5028412338387,7.499875285564362
19,I2,0.28334326304328955,0.25847803999455427,417.8789849262431,433.4386894770333,-37.938032538623915,34.70934566754433
19,I3,0.699999861047554,1.1502920716415015,2986.2175801757116,2902.1522178458517,-62.13060624645372,60.49530631120642
19,I4,1.0797242488530416,0.13341510649475,4455.584167022582,4475.235292421055,-108.93268822846545,127.00495509964256
20,I1,0.00030225853101828183,0.015449363128295706,0.011773678117042998,0.01173231385171635,-7.5000077930817195,7.500007832146361
20,I2,0.29170376761382455,0.061616817722700785,334.92316266401684,347.4099047605164,-37.91558382026062,34.68956486259168
20,I3,0.6999999433329793,2.8262466710334726,3056.0727916141864,2983.722542405418,-61.9940848176719,60.56854731957733
20,I4,1.7406136893908688,3.0779271314026118,4628.384653810765,4653.8940659122945,-108.92300653714074,126.99646286992011
21,I1,9.06720104099106e-05,1.872468274355534e-05,0.008320903482666953,0.00830984234042994,-7.5,7.5
21,I2,0.5111543008842813,0.017412163228972773,239.76976339620904,248.71287952084793,-37.909033370049166,34.6839705578576
21,I3,0.6999584618237138,0.33914572409899124,3041.616324899947,2973.672944340434,-61.98762260760553,60.5528688714255
21,I4,0.699971496755728,1.953454378594587,4569.035961705164,4594.579349706695,-109.34610803680513,127.26160963341552
22,I1,2.696139010951674e-05,0.0,0.007333008071293331,0.007329687747698802,-7.5,7.5
22,I2,0.36208776072914556,0.0052644032046582955,193.77064600503266,200.99950593692202,-37.90663539605205,34.6817645966173
22,I3,0.5243024340626039,2.2670589062257576,3011.5617757446657,2944.8863663075035,-61.99159924113922,60.55565774975303
22,I4,0.4800893991526586,4.537532443389085,4558.50822782128,4584.349811225722,-109.67728994381152,127.55634771644011
23,I1,8.361581688599215e-06,0.0,0.006988442534743698,0.006988772608289519,-7.5,7.5
23,I2,0.222077522438832,0.0022681130636774305,168.05267339162532,174.32251551487946,-37.906381706191326,34.681507228391744
23,I3,3.324846864018934,2.1618614829451523,3005.506616009723,2943.0682743341827,-62.03121099938508,60.555720020675444
23,I4,0.17824663536065277,2.2905356633952616,4559.966462006124,4585.924565957663,-109.75351763300307,127.58791028366093
24,I1,3.305188163098983e-05,0.0,0.00616206760513548,0.006162446565015706,-7.5,7.5
24,I2,0.1759414468122431,0.0004099325479353579,144.1783172182169,149.55160618287957,-37.90639562512936,34.68156704049849
24,I3,0.6999999127174201,5.217627714766932,2957.481375551272,2899.0303203951275,-61.991308086601535,60.6328042313166
24,I4,1.7978053423786158,5.445466043042396,4602.8242929078015,4630.2554554907565,-109.83746471161514,127.56172605161606
25,I1,4.795410525253136e-06,0.0,0.0053637921474307135,0.005363908605021919,-7.5,7.5
25,I2,0.17051452381037413,8.93659920204077e-05,119.59233401955309,124.05257729469862,-37.90640369151765,34.681575020884445
25,I3,0.6999999923242783,2.2362031036047014,2938.4894426000074,2878.7523034147875,-62.02736232544525,60.74389755329982
25,I4,1.8121268371488521,4.387781052007114,4596.834371616383,4597.332503147935,-109.82761702637082,127.55309016430901
26,I1,2.6616632580260706e-06,0.0,0.005864369791161368,0.005865742162076453,-7.5,7.5
26,I2,0.6999996995215031,0.7279782920635004,70.67471975044063,75.96393141175312,-39.210236213378444,34.68157530614782
26,I3,0.6999999971517133,4.932525911229753,2895.2516230226547,2842.55646724471,-61.032649502746324,60.96090523853476
26,I4,0.5443177834896615,2.5932734459297815,4678.190526406413,4697.163528012269,-110.11425541601659,127.79386534191352
27,I1,2.948853575323523e-05,0.0,0.006685331452012225,0.006685730945151808,-7.5,7.5
27,I2,0.3283612873008347,0.00027091573655966384,48.41829738623043,51.02051653946719,-39.2102537438427,34.681601463234145
27,I3,0.2193949303196335,2.20139054691819,2871.812573736907,2821.541948714395,-60.99500199455025,61.37175622868654
27,I4,0.13477318733782162,0.42954988327022403,4719.645863065984,4744.12313455155,-110.11814073246222,127.79725313441533
28,I1,1.5444233900363152e-06,0.0,0.0067923701374533055,0.006793980208801102,-7.5,7.5
28,I2,0.2515556889062367,0.020754711189959824,42.041535362866526,44.21415747389691,-39.21002257674647,34.680461579452114
28,I3,0.06581853616495123,1.1939041018170402,2863.349490869312,2815.0085974657777,-61.02741434532401,61.5549747549128
28,I4,0.44408086577362005,4.2311182672383865,4644.591303093611,4653.490588435822,-110.10488038530482,127.75570436537815
29,I1,4.841579687781111e-07,0.0,0.0068276764209041964,0.006829422529165892,-7.5,7.5
29,I2,0.5680325313426076,0.014836219279264035,17.670279957452376,18.51075169619637,-39.210168569611405,34.6812124451087
29,I3,0.1068599079550831,1.8284141497508366,2832.499052450192,2788.946077253243,-61.110042274003305,61.504845541089374
29,I4,0.13396477009459343,0.7828799993611159,4615.809961843504,4616.8059130246875,-110.11710068820737,127.76640001729692
30,I1,1.4617503637157477e-07,0.0,0.006838206510974155,0.006839996929440193,-7.5,7.5
30,I2,0.5007898647960176,0.8028420678079555,5.302416903582912,5.55458164382623,-17.013071341469846,15.65436373353261
30,I3,0.0932942257263154,1.0551010067781035,2793.832542202577,2757.0749636444457,-61.23248482515343,61.301500428313005
30,I4,0.8296362116998651,2.4859381354619154,4689.825376871398,4714.439558474186,-110.0861828256675,127.7393040379596
31,I1,4.917980403816677e-08,0.0,0.00684662178250531,0.006848314379100508,-7.5,7.5
31,I2,0.14479499852479452,0.0013099937737866326,1.7400649100057386,1.8135373567327402,-17.013050209558553,15.654389506070608
31,I3,0.16316178433428163,22.987522711778322,2879.2400419561677,2837.9095372325096,-61.30780248469219,61.400421335209636
31,I4,0.6999999663125678,4.190761818563292,4723.122368216129,4767.081599561327,-110.10384066525305,127.73491150155009
32,I1,1.6981181032577904e-05,0.0,0.006943949726441078,0.006932850114299722,-7.5,7.5
32,I2,0.049390912409877974,1.2216199208309344,0.523323214543761,0.5454184876831711,-10.353915062867566,9.946316851821182
32,I3,0.03660988886060676,2.8364255635953914,2898.9926052459487,2856.6616108935273,-61.34191612901837,61.43356219061173
32,I4,0.8029125108653036,1.4810328702633155,4759.736675334292,4799.584026507531,-110.10175574857912,127.72940954087171
33,I1,0.00026275885821860613,0.0007105545548384384,0.013042956889312512,0.01411560953322742,-7.500051676204606,7.50003542956505
33,I2,0.014834062687829153,2.0550363142618475,0.15798513597756694,0.1645360950030587,-8.356174718986361,8.233895055546355
33,I3,0.16158345720989328,1.4531496676591211,2885.8230233392555,2858.0963787281676,-61.3964391980905,61.525645966019994
33,I4,0.1970427727495086,0.5631048325754681,4790.729349927879,4828.074141819418,-110.10278694917908,127.72765820300444
34,I1,0.026666335885757633,0.14274675345411236,1.266480959778228,1.3246873254203824,-7.513081558280841,7.502445737423177
34,I2,0.00445966676069404,2.0645895650569948,0.049211637739449636,0.05126623611039892,-7.756852415695908,7.72016985383529
34,I3,0.0783244652730006,0.5596951591011591,2889.584183217829,2860.7241187621685,-61.40268599081211,61.53111759970778
34,I4,0.6999999884281612,0.64511071310931,4806.242497190453,4844.742312015088,-110.10599437456675,127.44130709078965
35,I1,0.017734731462101187,0.02704793656951372,1.0309068941417474,1.121307370229694,-7.520739541146272,7.505363782220798
35,I2,0.0012847713797927316,0.20210760898599464,0.01811890270686469,0.01885373831718949,-7.575405923388182,7.567063229338713
35,I3,0.14935557875570638,2.929520922528248,2822.132508045172,2794.1701960690457,-61.56269214846849,61.68478084706147
35,I4,0.7711529559631856,2.038693653192259,4796.61427714568,4831.136492286974,-110.10593432744564,127.4412082440417
36,I1,0.015710384364224714,0.12257056096405852,0.31088496231528345,0.3380059949753914,-7.506221862343882,7.501609134666239
36,I2,0.00046567583347196357,0.07365448442764246,0.006705702278324467,0.006926521063743968,-7.523326503767943,7.520118154946423
36,I3,0.13846374831685065,2.6029596727109987,2885.313389849125,2851.9268448397993,-61.584247708182176,61.70366524883073
36,I4,0.6302278143506586,0.835852693751955,4820.829228788308,4855.2618858007445,-110.15720209085676,127.4539308907306
37,I1,0.004711366241981778,0.01864851388544713,0.1603246216094325,0.16413370287756465,-7.505313162884096,7.50320648046357
37,I2,0.0007997354788582711,0.034076062420773,0.009331261421936382,0.009588972951935395,-7.504887200192017,7.5134458208131525
37,I3,0.02967127775088678,0.9466845933991674,2888.581403007096,2854.555134392168,-61.59156417213071,61.71007316897113
37,I4,0.6100076575898492,0.11605245827183103,4821.054748505765,4857.048183875273,-110.1604280725397,127.45583679404709
38,I1,0.0205448394822541,0.03017180257318696,0.9842130745448511,1.0646269960907013,-7.504356784933873,7.502092148781905
38,I2,0.0020428073052230706,0.0002597999502186831,0.05375315177197608,0.034062949171942324,-7.504930395494599,7.513490657065955
38,I3,0.008384672107965722,0.2308501849035228,2887.8647889830927,2853.9247104286974,-61.57299331752747,61.71207542272867
38,I4,0.5737733253493533,0.5481372036114796,4820.377279736818,4856.074629059543,-110.163450383291,127.36484325961503
39,I1,0.015206499691984121,0.014539022648146667,0.31586259161201363,0.34518770181020486,-7.502013340167006,7.502201436112906
39,I2,0.0013122693230039066,0.016015818554189865,0.051099293538105564,0.051826271189101825,-7.504820897083681,7.512697328295644
39,I3,0.008674522801563082,0.549184570424874,2890.5759380345903,2856.6174457993166,-61.57902076912793,61.719696024991215
39,I4,0.5243887598639806,0.2308640313241229,4817.09440193117,4852.985788334157,-110.16411643282433,127.34812174452662
40,I1,0.004654531852396523,0.008255842352455777,0.22511354314563756,0.23951311951333173,-7.500234851827304,7.50043828929148
40,I2,0.001635351859230554,0.023089120526144733,0.040556755855848364,0.042937285011001025,-7.50136392740368,7.504269253276349
40,I3,0.00666061792215672,0.0813103813346292,2890.1976353642813,2856.533852739799,-61.580040332126316,61.720696849922795
40,I4,0.4779962872837686,0.3051697703906147,4815.480067299799,4851.623600339152,-110.16290328462043,127.34594371756582
41,I1,0.0014028776226817996,0.008496655345445967,0.15509027443456105,0.17780157643583433,-7.500850413130518,7.5014471004976615
41,I2,0.000530955817297864,0.03235785510467058,0.029597089572243312,0.030456210792705586,-7.496958930668966,7.500723750224262
41,I3,0.006433946161257028,0.10313948433222475,2889.8922750458405,2856.494769804614,-61.56965543319456,61.719265225950934
41,I4,0.3579239195921874,0.586654520924673,4815.247864253485,4850.860741619721,-110.16960988802758,127.35539093704445
42,I1,0.0006690524934918007,0.002127280783433699,0.07461094555876167,0.08726872120020755,-7.500948904281863,7.501639574820025
42,I2,0.00021121761158698291,0.030593385826334713,0.014472894828247889,0.014858496172076702,-7.499502148528101,7.49985636653595
42,I3,0.07324407013996478,4.995942129101481,2841.114757160489,2812.0406361159403,-61.59431353920084,61.736126290487356
42,I4,0.49293897572843404,3.338419239220477,4795.696592795396,4807.297895259627,-110.20104771994407,127.35598885167211
43,I1,0.0006138178726746874,0.013309815193202394,0.0430916875361452,0.046889122101185544,-7.50446171391123,7.5044608119004135
43,I2,7.303263516657662e-05,0.009802513020191831,0.008090389592661725,0.0082605041584779,-7.5,7.5
43,I3,0.17450198067461012,1.4035239670474413,2789.519582814116,2762.512095789895,-61.55970778906045,61.70566715169722
43,I4,0.5165212217758355,5.141528411256539,4841.817252589353,4874.2987447180785,-110.30645247354306,127.28336482232329
44,I1,0.0004832149324397677,0.005629281810800282,0.017899790816801847,0.019039043423397913,-7.50118657572528,7.501179272489681
44,I2,2.190339231258038e-05,0.0,0.006240563579866835,0.006292434470494397,-7.5,7.5
44,I3,0.09661347297367288,6.593726699647629,2741.271464533387,2717.950657260492,-61.59630459077119,61.72906058150083
44,I4,0.43625464317416174,0.08995888571263869,4797.019566370727,4812.083765464823,-110.3126199477793,127.28387965940927
45,I1,0.00014812046951687743,0.0014710599676578486,0.010166993502689889,0.010509573755584084,-7.5,7.5
45,I2,6.511638334304278e-06,0.0,0.005698676666965003,0.005714237433935303,-7.5,7.5
45,I3,0.09460559202846812,0.10251985053023735,2693.2119691680064,2673.86964224081,-61.594071198507336,61.726204449590966
45,I4,0.7271055722971885,0.30633905632787356,4845.400881458421,4878.560841164287,-110.30776647066284,127.26864279404916
46,I1,4.444146584284732e-05,0.0,0.007825729187106473,0.007856745967556608,-7.5,7.5
46,I2,2.0149808252332114e-06,0.0,0.005522643881785965,0.005528168425651785,-7.5,7.5
46,I3,0.06916551459279717,0.7410716574523006,2657.3328805217543,2639.9227879280215,-61.593085411975515,61.72553897531031
46,I4,0.1778324735783618,0.08811069566061373,4873.636801712935,4910.414540141843,-110.31081170862655,127.27254084406529
47,I1,1.3344922752702678e-05,0.0,0.007142306264038117,0.007152557342351486,-7.5,7.5
47,I2,6.074774039089731e-07,0.0,0.005469930128162051,0.005472546242378413,-7.5,7.5
47,I3,0.020429228091288974,0.9324141305122451,2646.6579937566876,2629.8716508723687,-61.599126611488025,61.73083138295266
47,I4,0.20630051992550935,0.029118605977043247,4894.813920701875,4932.685936176702,-110.31078438048318,127.27245075294147
48,I1,3.5344199966064905e-06,0.0,0.006970595019828497,0.006973687276432372,-7.5,7.5
48,I2,1.7444373608509274e-07,0.0,0.005453971730356076,0.005455541855933811,-7.5,7.5
48,I3,0.014803984603831574,0.0050530309017636135,2639.130256140748,2622.838619186422,-61.59927774327583,61.730963481839595
48,I4,0.06306976063071437,2.999191154500879,4913.322085748378,4951.516725268577,-110.76745472941063,120.73869720138492
49,I1,3.584284819057755e-05,0.0,0.006097907171277325,0.006099671608664872,-7.5,7.5
49,I2,1.387651218557763e-07,0.0,0.005446641820618809,0.005447991438234481,-7.5,7.5
49,I3,0.20807539560751037,2.8540625355508356,2730.0357312324845,2711.3553775264645,-61.601173298215514,61.73262390088511
49,I4,2.525531821704251,3.2510226225674423,4931.3286384030225,4958.2604593487795,-110.76542775455124,120.73445662028081
50,I1,1.9415331614789227e-05,0.0,0.0062122486799862054,0.006194915121791771,-7.5,7.5
50,I2,2.5129846266281128e-05,0.0,0.004921773654387778,0.0048934211438532325,-7.5,7.5
50,I3,0.35854385543778505,1.2213117390375454,2686.3555767873386,2664.9615917712013,-61.624541063888074,61.75309604341459
50,I4,2.0228236868771625,0.014235387686819988,4966.5417734275425,5012.155842312322,-110.76597952400263,120.73459959477515
51,I1,2.2571450006985517e-05,0.0,0.005690903907849627,0.005990454976524599,-7.5,7.5
51,I2,1.061260062197671e-05,0.0,0.004865796915337314,0.0048580477654597085,-7.5,7.5
51,I3,0.12338273961570057,1.317337821260651,2650.0340783325396,2633.3676867356385,-61.63151761036315,61.75920793111498
51,I4,1.260371095610798,0.12981405196897208,4983.857367635242,5032.184213086149,-110.7675434566021,120.73581703828783
52,I1,1.53261751290179e-05,0.0,0.005969238654314971,0.006059949741693971,-7.5,7.5
52,I2,3.01646210783857e-06,0.0,0.004861074499347736,0.004858749349151074,-7.5,7.5
52,I3,0.15007618300311865,0.32722644688598496,2612.1087624030083,2596.2226829933547,-61.631533309353046,61.75922128972396
52,I4,0.38291519943395663,0.7194871720110192,4991.987792133665,5041.737423076119,-110.80296205366686,120.76765211839354
53,I1,6.796486946501155e-06,0.0,0.006471675108206875,0.00649888727337194,-7.5,7.5
53,I2,0.00017362656431189904,0.0027641069706258272,0.009064542240507826,0.009063845617960866,-7.502303112675804,7.502301096958941
53,I3,0.07937960929058162,6.298442278278926,2578.2245708088717,2564.8114056579216,-61.6102722386188,61.7405955199868
53,I4,0.30397453228780963,1.2472236888327453,4996.879638433275,5045.351109864551,-110.8907971983139,120.8578837662305
54,I1,0.00021476166561526665,0.002702753637801673,0.011634527078907277,0.011642690433796971,-7.502251595208585,7.502250885505312
54,I2,6.258834840143484e-05,0.0019295414205474327,0.007599440628932452,0.007599272908566593,-7.500690933802741,7.500690329087683
54,I3,0.02890451427727497,0.2801684020383484,2566.5524684984575,2553.818915479538,-61.60387638966939,61.735001437307716
54,I4,0.6999988728498111,0.30891514207333937,5010.504315279159,5054.616082259293,-110.88674215790925,120.85993978471086
55,I1,0.00012817071133905611,0.002695468450641123,0.008284691669956623,0.008288082736000135,-7.5,7.5
55,I2,6.0110298370682584e-05,0.0008285450350556858,0.006091189876350178,0.006092090826148335,-7.5,7.5
55,I3,0.48293179012403487,1.582685093490381,2664.767290727714,2653.784630563564,-61.6228877589368,61.74258298778198
55,I4,1.9513519865345983,5.390784446024111,5036.745104785916,5085.244978266706,-110.87934670190724,120.84906480801719
56,I1,5.6974287623060365e-05,0.0,0.005117249677268298,0.005578963575036538,-7.5,7.5
56,I2,3.219654191573369e-05,0.0,0.0007285275618556803,0.0006334245088904508,-7.5,7.5
56,I3,0.0474763589760286,1.2547086711328796,2680.493404187396,2669.2123374777516,-61.62321678467205,61.74287105391858
56,I4,0.2286168133484291,0.9813641420146462,5033.4274195535145,5079.733035838848,-110.89316466491762,120.86385668057093
57,I1,6.622987070426974e-05,0.0,0.006963320281373896,0.008646771440373978,-7.5,7.5
57,I2,6.977878219053791e-05,0.0,0.0014883845908931828,0.001501338937324759,-7.5,7.5
57,I3,0.08294907297116492,1.879977788864829,2646.7526108502843,2637.655644206714,-61.62140161923955,61.74144074671675
57,I4,2.8320487650127686,0.5991715266702349,5060.402420774541,5105.30663830392,-110.89612390197017,120.86644655538021
58,I1,3.859852134445349e-05,0.0,0.007706048410847992,0.008211098429918705,-7.5,7.5
58,I2,2.387565737663526e-05,0.0,0.0012935190335919857,0.001297616079729124,-7.5,7.5
58,I3,0.09510555260767918,0.8168608491456834,2613.266001396099,2605.8865962439845,-61.62169210057541,61.741627009404134
58,I4,1.441426358746769,0.7606321178079664,5057.2895807678615,5097.875517995038,-110.89622222360451,120.86652994799377
59,I1,2.7128577298077115e-05,0.0,0.007099193206667346,0.007252157220543064,-7.5,7.5
59,I2,3.388314075328632e-05,0.0,0.0020529499725538856,0.0020543204532104016,-7.5,7.5
59,I3,0.10277007824351522,0.1212059513278409,2580.8598405937655,2575.2186585528625,-61.62145556745396,61.740708217683554
59,I4,0.19875603039657097,0.8056717205715762,5041.554786850323,5081.9257740145795,-110.90270459633503,120.87089656054835
60,I1,2.4817391023815686e-05,0.0,0.007309751919809492,0.007355651670357077,-7.5,7.5
60,I2,2.0033794352476215e-05,0.0,0.0024686834527027943,0.002469095588110906,-7.5,7.5
60,I3,0.24720917184746788,1.3521919404422866,2657.299673384617,2648.2908823785506,-61.621685626529285,61.74090311228272
60,I4,0.6999997638498155,1.2110681901488658,5053.023311554081,5097.030675453289,-110.91790783134492,120.87105392739569
