investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,1,N1,6.184012394815971e-05,3.0118156532124646e-05,-7.5,6.336502704303079e-07,3.0195669130170297e-05,7.5,8.630833056884944e-07,67.14999967620864
I1,1,N2,6.183492340854939e-05,3.0130595572266778e-05,-7.5,6.991325684502495e-07,3.0192781813007947e-05,7.5,7.53695011498502e-07,67.15000001800412
I1,1,N3,6.226913636860942e-05,3.029622770152413e-05,-7.5,4.620459665304285e-07,3.0252832923311327e-05,7.5,1.983911725492459e-06,67.1499999328259
I1,1,N4,6.184036655764093e-05,3.0118307908830728e-05,-7.5,6.336503420210323e-07,3.0195780929347425e-05,7.5,8.630835088480866e-07,67.14999992039925
I1,1,N5,6.183322868662136e-05,3.0116862820282216e-05,-7.5,6.528439526077245e-07,3.0192552856511475e-05,7.5,8.255641628803864e-07,67.15000002162284
I1,1,N6,6.197832414934691e-05,3.0174386507011752e-05,-7.5,5.972473657090623e-07,3.0263712886024597e-05,7.5,9.532752605243036e-07,67.14999994070367
I1,1,N7,6.183503681819532e-05,3.013080121773492e-05,-7.5,6.991326682477053e-07,3.0192830294404938e-05,7.5,7.536951072517082e-07,67.15000001800412
I1,1,N8,0.00010227744709594251,6.43258785069325e-05,-7.5,4.286946011129562e-07,6.43648356164311e-05,7.5,3.7944808306183014e-06,67.149999993731
I1,1,N9,6.24603968086035e-05,3.052848736172902e-05,-7.5,4.6173633858941805e-07,3.0349263404935935e-05,7.5,1.9923692686949406e-06,67.14999994255156
I1,2,N1,6.184012394815971e-05,3.0118437158104453e-05,-7.5,6.336422145175727e-07,3.0195450782362855e-05,7.5,8.630981037361459e-07,67.14999958003463
I1,2,N2,6.183492340854939e-05,3.0131290497051612e-05,-7.5,6.99172552200066e-07,3.019257469824341e-05,7.5,7.536430482390541e-07,67.14999994772617
I1,2,N3,6.226913636860942e-05,3.029633034440703e-05,-7.5,4.6177703057865206e-07,3.0252946101528092e-05,7.5,1.9891505609548625e-06,67.1499998817461
I1,2,N4,6.184036655764093e-05,3.0118590132252132e-05,-7.5,6.336422854834085e-07,3.0195561699623356e-05,7.5,8.630983085881021e-07,67.14999985623305
I1,2,N5,6.183322868662136e-05,3.011717165541076e-05,-7.5,6.528466040127713e-07,3.0192297246336003e-05,7.5,8.255591808702387e-07,67.14999994926319
I1,2,N6,6.197832414934691e-05,3.0174501003271106e-05,-7.5,5.972006040478495e-07,3.026348951066248e-05,7.5,9.533961294532284e-07,67.14999988187274
I1,2,N7,6.183503681819532e-05,3.0131498557323348e-05,-7.5,6.991726532653569e-07,3.0192621889370748e-05,7.5,7.536431432988846e-07,67.14999994772617
