node,x_power_mw,x_energy_mwh,energy_power_ratio_h,private_headroom_limit_mw,private_headroom_slack_mw,headroom_binding,access_shadow_price_eur_per_mw_day,headroom_complementarity_residual_eur_per_day
N1,5.248393293653171e-05,0.00010647907202629195,2.028793691110306,99.99987652790512,99.99982404397218,False,9.196681087822354e-08,9.19666490570762e-06
N2,5.563152723893253e-06,1.1245754649702491e-05,2.0214714942846994,100.0,99.99999443684727,False,9.082573011848615e-08,9.082572506571207e-06
N3,16.12201126083688,33.16432999816083,2.057083912273567,69.33868718270222,53.21667592186533,False,1.521208115625599e-07,8.095363929895894e-06
N4,6.321591037292034e-05,0.00012794568149531918,2.023947464183431,99.99987646754464,99.99981325163427,False,9.327995355104634e-08,9.327977935225752e-06
N5,6.369456323444063e-05,0.00012890267771316393,2.0237626442104917,99.99987350948645,99.99980981492321,False,9.0565556189368e-08,9.056538394719542e-06
N6,3.066003930451551e-06,6.1859634101320285e-06,2.0175980039337325,100.0,99.99999693399607,False,9.08090207030122e-08,9.080901791880405e-06
N7,5.555787945858911e-06,1.1230820842844453e-05,2.0214631933919494,100.0,99.99999444421205,False,9.082560221400451e-08,9.082559716792665e-06
N8,37.61655962033167,154.80070578379306,4.115227637673797,37.61655952015056,0.0,True,32.9399281469505,0.0
N9,15.841096359125315,32.52066284430185,2.0529300565467627,67.17337899595417,51.33228263682885,False,1.9562589019611352e-07,1.0041923486628145e-05
