unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_joint_eur_per_mwh,spot_revenue_eur
I1,1,N1,6.350129441274291e-07,8.640480763361012e-07,2.290351322086721e-07,67.14999936164595,1.5379708981606828e-05
I1,1,N2,6.914444178875692e-07,7.671973768569575e-07,7.575295896938824e-08,67.1499996955704,5.0868111717329775e-06
I1,1,N3,5.428788464092123e-07,1.166366810384106e-06,6.234879639748937e-07,67.14999962931536,4.18672165497967e-05
I1,1,N4,6.35012936975302e-07,8.640480760757819e-07,2.2903513910047996e-07,67.14999960583658,1.5379709500319955e-05
I1,1,N5,6.558853600603989e-07,8.236255309741901e-07,1.6774017091379113e-07,67.14999970092667,1.1263752426694462e-05
I1,1,N6,6.086210364030311e-07,9.256834746946174e-07,3.1706243829158623e-07,67.14999962904565,2.1290742613664326e-05
I1,1,N7,0.0,0.0,0.0,67.1499996955704,0.0
I1,1,N8,4.950354593873569e-07,1.4637839597389876e-06,9.687485003516308e-07,67.14999966842943,6.505146147740352e-05
I1,1,N9,5.428783003279621e-07,1.1663462469331686e-06,6.234679466052064e-07,67.1499996340809,4.186587238640078e-05
I1,2,N1,6.35011350736949e-07,8.640500442168471e-07,2.2903869347989807e-07,67.14999913748795,1.5379948069626525e-05
I1,2,N2,6.914428803244486e-07,7.671985032722886e-07,7.575562294783997e-08,67.1499994990973,5.086990043001258e-06
I1,2,N3,5.428809030149458e-07,1.1663564361326768e-06,6.23475533117731e-07,67.14999944822321,4.186638170483631e-05
I1,2,N4,6.350113411600954e-07,8.640500487910405e-07,2.2903870763094517e-07,67.14999941368636,1.537994908312945e-05
I1,2,N5,6.558837878782462e-07,8.236270710628949e-07,1.6774328318464873e-07,67.14999950189889,1.1263961382296046e-05
I1,2,N6,6.086195540051688e-07,9.256859168756397e-07,3.1706636287047094e-07,67.1499994420091,2.129100608983198e-05
I1,2,N7,0.0,0.0,0.0,67.1499994990973,0.0
