configuration,pv_scale,n6_line_scale,n8_line_scale,capacity_ray_scale,n6_power_mw,n8_power_mw,termination,objective_eur_per_day,pv_curtailment_n6_mwh,pv_curtailment_n8_mwh,pv_curtailment_total_mwh,curtailed_hours_n6,curtailed_hours_n8,lambda_n6_pv_min,lambda_n6_pv_max,lambda_n8_pv_min,lambda_n8_pv_max,lambda_n6_pv_regimes,lambda_n8_pv_regimes,n6_duration_hours,n6_operating_margin_eur_per_day,n6_unit_operating_margin_eur_per_mw_day,n6_unit_capex_eur_per_mw_day,n6_unit_net_margin_eur_per_mw_day,n8_duration_hours,n8_operating_margin_eur_per_day,n8_unit_operating_margin_eur_per_mw_day,n8_unit_capex_eur_per_mw_day,n8_unit_net_margin_eur_per_mw_day
pv_0p8,0.8,1.0,1.0,0.75,49.87208498587975,65.82941790016355,optimal,414847.98047927377,0.0,0.0,0.0,0,0,38.49504000295897,60.00000000442298,38.49504001298262,60.00000000445426,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.805247064721971e-06,9.635143720344712e-08,22.500084382371174,-22.500084286019735,2.59333527280942,4.729061889369994e-06,7.183812405180396e-08,17.705858389071004,-17.70585831723288
pv_0p8,0.8,1.0,1.0,1.0,66.49611331450633,87.77255720021806,optimal,414847.98047932424,0.0,0.0,0.0,0,0,38.49504000349644,60.00000000424775,38.495040012931774,60.00000000427907,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.769927656855351e-06,7.17324279434957e-08,22.500084382371174,-22.500084310638748,2.59333527280942,4.727798917429812e-06,5.386420389513348e-08,17.705858389071004,-17.7058583352068
pv_0p8,0.8,1.0,1.0,1.25,83.12014164313291,109.71569650027257,optimal,414847.9804789673,0.0,0.0,0.0,0,0,38.49504000371085,60.00000000418372,38.49504001292044,60.00000000421505,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.7553210884450475e-06,5.721021396789108e-08,22.500084382371174,-22.50008432516096,2.59333527280942,4.7270971019390135e-06,4.308496644258436e-08,17.705858389071004,-17.705858345986037
pv_0p8,0.8,1.0,1.0,1.5,99.7441699717595,131.6588358003271,optimal,414847.9804794323,0.0,0.0,0.0,0,0,38.49504000382456,60.00000000415276,38.49504001291808,60.0000000041841,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.74749866306469e-06,4.759675341835865e-08,22.500084382371174,-22.50008433477442,2.59333527280942,4.726660684816399e-06,3.590082394458372e-08,17.705858389071004,-17.70585835317018
pv_0p8,0.8,1.0,1.0,1.75,116.36819830038608,153.6019751003816,optimal,414847.9804791902,0.0,0.0,0.0,0,0,38.495040003893976,60.00000000413517,38.4950400129182,60.00000000416651,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.742765812504837e-06,4.075654587572232e-08,22.500084382371174,-22.500084341614627,2.59333527280942,4.72637484946228e-06,3.07702739263184e-08,17.705858389071004,-17.70585835830073
pv_0p8,0.8,1.0,1.0,2.0,132.99222662901266,175.54511440043612,optimal,414847.9804793216,0.0,0.0,0.0,0,0,38.495040003940616,60.00000000412448,38.49504001291966,60.00000000415583,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.739487720037977e-06,3.563732888884532e-08,22.500084382371174,-22.500084346733846,2.59333527280942,4.72614484145047e-06,2.6922679435382385e-08,17.705858389071004,-17.705858362148323
pv_0p8,0.8,1.0,1.0,2.25,149.61625495763926,197.48825370049065,optimal,414847.98047895014,0.0,0.0,0.0,0,0,38.495040003973656,60.00000000411726,38.49504001292111,60.00000000414861,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,4.737204758660525e-06,3.16623668999185e-08,22.500084382371174,-22.500084350708807,2.5933352728094197,4.7259868931299754e-06,2.3930470823329955e-08,17.705858389071,-17.70585836514053
pv_0p9,0.9,1.0,1.0,0.0,0.0,0.0,optimal,401766.5158925992,138.81641767984786,86.69203454240693,225.5084522222548,4,3,1.5155061508788516e-10,60.00000000650507,1.8000836155719117e-10,60.000000006522775,0.000|52.200|60.000,0.000|8.586|52.200|60.000,0.0,5.425163645494348e-06,,,,0.0,5.41496576902389e-06,,,
pv_0p9,0.9,1.0,1.0,0.25,16.624028328626583,21.943139300054515,optimal,397107.9902729662,78.59708219481533,25.89511392128344,104.49219611609877,4,3,2.669954073625746e-10,60.000000002334474,3.73633097590052e-10,60.000000002352316,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,2318.1457336332787,139.44548744791484,22.500084382371174,116.94540306554367,2.59333527280942,2340.3798963333206,106.65656651632824,17.705858389071004,88.95070812725723
pv_0p9,0.9,1.0,1.0,0.5,33.248056657253166,43.88627860010903,optimal,393550.698286466,9.37784845284611,0.22688256783152383,9.604731020677633,1,1,9.244244849304952e-10,60.00000000113403,4.0044934192512845e-08,60.00000000115195,0.000|29.909|33.105|38.495|52.200|60.000,0.000|38.495|41.691|52.200|60.000,3.3905920000535392,1744.579597982064,52.47162611537112,22.500084382371174,29.97154173299995,2.59333527280942,1689.4040707038587,38.49504046806241,17.705858389071004,20.78918207899141
pv_0p9,0.9,1.0,1.0,0.75,49.87208498587975,65.82941790016355,optimal,393075.7372452789,0.0,0.0,0.0,0,0,38.49503999581375,60.00000000086099,38.4950399998958,60.00000000088056,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,5.361112181481365e-06,1.0749725388459802e-07,22.500084382371174,-22.50008427487392,2.59333527280942,4.875430055615693e-06,7.406157020877411e-08,17.705858389071004,-17.705858315009433
pv_0p9,0.9,1.0,1.0,1.0,66.49611331450633,87.77255720021806,optimal,393075.7372451522,0.0,0.0,0.0,0,0,38.49503999966547,60.000000000765944,38.49504000057563,60.00000000078581,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.930469577202691e-06,7.414673326669597e-08,22.500084382371174,-22.50008430822444,2.59333527280942,4.8109362693092764e-06,5.481139461773963e-08,17.705858389071004,-17.70585833425961
pv_0p9,0.9,1.0,1.0,1.25,83.12014164313291,109.71569650027257,optimal,393075.73724528565,0.0,0.0,0.0,0,0,38.49504000029212,60.000000000728036,38.49504000085271,60.000000000748116,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.844771921998961e-06,5.8286377119031516e-08,22.500084382371174,-22.500084324084796,2.59333527280942,4.781389404797173e-06,4.3579811798262563e-08,17.705858389071004,-17.70585834549119
pv_0p9,0.9,1.0,1.0,1.5,99.7441699717595,131.6588358003271,optimal,393075.73724539095,0.0,0.0,0.0,0,0,38.49504000055217,60.00000000070976,38.495040000992844,60.00000000072996,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.807493801848325e-06,4.8198243598693204e-08,22.500084382371174,-22.500084334172932,2.59333527280942,4.765786762062669e-06,3.619800169956257e-08,17.705858389071004,-17.705858352873
pv_0p9,0.9,1.0,1.0,1.75,116.36819830038608,153.6019751003816,optimal,393075.7372451796,0.0,0.0,0.0,0,0,38.4950400006931,60.000000000699686,38.49504000107533,60.00000000071996,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.786860418843705e-06,4.1135469043588545e-08,22.500084382371174,-22.500084341235706,2.59333527280942,4.756404018590843e-06,3.096577381561955e-08,17.705858389071004,-17.705858358105232
pv_0p9,0.9,1.0,1.0,2.0,132.99222662901266,175.54511440043612,optimal,393075.73724526085,0.0,0.0,0.0,0,0,38.49504000078044,60.00000000069356,38.49504000112883,60.000000000713875,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.7739185614786075e-06,3.5896222527318466e-08,22.500084382371174,-22.500084346474953,2.59333527280942,4.75023552531859e-06,2.7059913011778977e-08,17.705858389071004,-17.705858362011092
pv_0p9,0.9,1.0,1.0,2.25,149.61625495763926,197.48825370049065,optimal,393075.7372452755,0.0,0.0,0.0,0,0,38.49504000083929,60.00000000068956,38.4950400011659,60.0000000007099,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.765123513232318e-06,3.184896931540937e-08,22.500084382371174,-22.500084350522204,2.5933352728094197,4.745920150593988e-06,2.4031404712260094e-08,17.705858389071,-17.705858365039596
pv_1p1,1.1,1.0,1.0,0.0,0.0,0.0,optimal,382579.90889857075,369.51180674918254,438.12113758888336,807.632944338066,6,5,3.8360139113431465e-11,60.00000000534753,3.81215039642016e-11,60.000000005365074,0.000|52.200|60.000,0.000|8.586|52.200|60.000,0.0,5.434613505957283e-06,,,,0.0,5.431111319575153e-06,,,
pv_1p1,1.1,1.0,1.0,0.25,16.624028328626583,21.943139300054515,optimal,377921.3832794988,309.2924712646325,377.3242169670145,686.616688231647,6,5,5.3310920323011014e-11,60.000000002156916,4.52025749898813e-11,60.000000002174566,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,2318.145733595314,139.4454874456311,22.500084382371174,116.94540306325993,2.59333527280942,2340.379896559646,106.65656652664242,17.705858389071004,88.95070813757141
pv_1p1,1.1,1.0,1.0,0.5,33.248056657253166,43.88627860010903,optimal,373262.85765937803,249.0731357674842,316.5272963365788,565.600432104063,6,5,7.734564392165497e-11,60.000000000944034,5.572302475766331e-11,60.000000000960405,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,4636.291462208189,139.44548729577454,22.500084382371174,116.94540291340337,2.59333527280942,4680.759788156431,106.65656641355784,17.705858389071004,88.95070802448683
pv_1p1,1.1,1.0,1.0,0.75,49.87208498587975,65.82941790016355,optimal,368604.33203893644,188.8538002730736,255.73037570340506,444.58417597647866,6,5,1.1597799741361023e-10,60.00000000051192,7.171303449175201e-11,60.000000000525745,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,6954.437190823031,139.4454872458618,22.500084382371174,116.94540286349064,2.59333527280942,7021.139679750384,106.65656637581996,17.705858389071004,88.95070798674897
pv_1p1,1.1,1.0,1.0,1.0,66.49611331450633,87.77255720021806,optimal,363945.8064186049,128.6344647782906,194.93345507060394,323.5679198488946,6,5,1.867572179794829e-10,60.000000000327525,9.841993805723845e-11,60.000000000338304,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,9272.582919420855,139.4454872206495,22.500084382371174,116.94540283827834,2.59333527280942,9361.519571341074,106.65656635691384,17.705858389071004,88.95070796784285
pv_1p1,1.1,1.0,1.0,1.25,83.12014164313291,109.71569650027257,optimal,359287.2807985794,68.41512928223938,134.1365344390711,202.5516637213105,6,5,3.9761315885314577e-10,60.00000000022653,1.5159360423533004e-10,60.0000000002341,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,11590.728647938311,139.44548720455526,22.500084382371174,116.94540282218409,2.59333527280942,11701.89946291597,106.65656634542623,17.705858389071004,88.95070795635522
pv_1p1,1.1,1.0,1.0,1.5,99.7441699717595,131.6588358003271,optimal,354628.7551780139,8.195793788025497,73.33961380570042,81.53540759372592,6,5,5.765371402492918e-09,60.0000000001599,3.1953854919176536e-10,60.000000000164206,0.000|52.200|60.000,0.000|8.586|52.200|60.000,3.3905920000535392,13908.874374538751,139.4454871746064,22.500084382371174,116.94540279223523,2.59333527280942,14042.279354424676,106.65656633726506,17.705858389071004,88.95070794819407
pv_1p1,1.1,1.0,1.0,1.75,116.36819830038608,153.6019751003816,optimal,351627.766407247,0.0,0.0,0.0,0,0,38.49503999789244,60.00000000011768,27.51485311238845,60.0000000001184,38.495|52.200|60.000,27.515|47.081|52.200|60.000,3.3905920000535392,5.583598353333784e-06,4.798216724917068e-08,22.500084382371174,-22.50008433438901,2.59333527280942,4672.930859826926,30.42233575950494,17.705858389071004,12.716477370433935
pv_1p1,1.1,1.0,1.0,2.0,132.99222662901266,175.54511440043612,optimal,351490.0450559871,0.0,0.0,0.0,0,0,38.495039999366874,60.000000000108614,38.495039998092665,60.0000000001065,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,5.052912514935455e-06,3.79940440356019e-08,22.500084382371174,-22.50008434437713,2.59333527280942,5.628222248863153e-06,3.206140067233435e-08,17.705858389071004,-17.705858357009603
pv_1p1,1.1,1.0,1.0,2.25,149.61625495763926,197.48825370049065,optimal,351490.0450558342,0.0,0.0,0.0,0,0,38.49503999967271,60.00000000010006,38.49503999926104,60.000000000096655,38.495|52.200|60.000,38.495|47.081|52.200|60.000,3.3905920000535392,4.951240560521692e-06,3.309293206091499e-08,22.500084382371174,-22.500084349278243,2.5933352728094197,5.133558184471508e-06,2.599424567426186e-08,17.705858389071,-17.705858363076754
pv_1p2,1.2,1.0,1.0,0.0,0.0,0.0,optimal,375743.36137648666,510.71183103540216,644.964609972378,1155.67644100778,6,6,1.8362371968586017e-11,60.000000004932936,2.211765918474167e-11,60.0000000049504,0.000|52.200|60.000,0.000|52.200|60.000,0.0,5.3549440266614984e-06,,,,0.0,5.354805271984492e-06,,,
pv_1p2,1.2,1.0,1.0,0.25,16.624028328626583,21.943139300054515,optimal,371084.83575701393,450.49249555047254,584.1676893511227,1034.6601849015951,6,6,2.8496092271824107e-11,60.00000000202338,2.590662296627357e-11,60.00000000204088,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,2318.14573360356,139.44548744612715,22.500084382371174,116.94540306375598,2.59333527280942,2340.3798965607675,106.65656652669352,17.705858389071004,88.95070813762251
pv_1p2,1.2,1.0,1.0,0.5,33.248056657253166,43.88627860010903,optimal,366426.3101368034,390.27316005506924,523.3707687189417,913.6439287740109,6,6,4.03280573544469e-11,60.00000000085055,3.056583225923942e-11,60.00000000086649,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,4636.291462227647,139.44548729635977,22.500084382371174,116.9454029139886,2.59333527280942,4680.759788159976,106.65656641363861,17.705858389071004,88.9507080245676
pv_1p2,1.2,1.0,1.0,0.75,49.87208498587975,65.82941790016355,optimal,361767.78451640584,330.05382456068355,462.5738480857432,792.6276726464267,6,6,5.6219295877046266e-11,60.00000000046261,3.6598967592670366e-11,60.00000000047575,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,6954.437190850196,139.44548724640651,22.500084382371174,116.94540286403534,2.59333527280942,7021.139679760649,106.6565663759759,17.705858389071004,88.95070798690489
pv_1p2,1.2,1.0,1.0,1.0,66.49611331450633,87.77255720021806,optimal,357109.25889544055,269.83448906585966,401.7769274529827,671.6114165188424,6,6,7.913247932165096e-11,60.00000000029903,4.4687379677216337e-11,60.000000000308994,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,9272.582919471995,139.4454872214186,22.500084382371174,116.94540283904743,2.59333527280942,9361.519571362978,106.65656635716341,17.705858389071004,88.95070796809242
pv_1p2,1.2,1.0,1.0,1.25,83.12014164313291,109.71569650027257,optimal,352450.73327586165,209.61515357048498,340.98000682077327,550.5951603912582,6,6,1.1461912994959639e-10,60.00000000020731,5.597415533635259e-11,60.00000000021398,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,11590.728648086351,139.4454872063363,22.500084382371174,116.94540282396514,2.59333527280942,11701.899462963007,106.65656634585494,17.705858389071004,88.95070795678393
pv_1p2,1.2,1.0,1.0,1.5,99.7441699717595,131.6588358003271,optimal,347792.2076553826,149.3958180762102,280.18308618746363,429.57890426367385,6,6,1.809406618550638e-10,60.000000000145,7.278185003860032e-11,60.00000000014835,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,13908.87437667924,139.44548719606618,22.500084382371174,116.94540281369501,2.59333527280942,14042.279354557253,106.65656633827204,17.705858389071004,88.95070794920105
pv_1p2,1.2,1.0,1.0,1.75,116.36819830038608,153.6019751003816,optimal,343133.6820352933,89.17648258040964,219.38616555568035,308.56264813609,6,6,3.5929230986677156e-10,60.000000000096314,1.0050928821148523e-10,60.000000000096314,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,16227.020105206368,139.44548718816532,22.500084382371174,116.94540280579415,2.59333527280942,16382.65924614034,106.65656633278304,17.705858389071004,88.95070794371205
pv_1p2,1.2,1.0,1.0,2.0,132.99222662901266,175.54511440043612,optimal,338475.15641501127,28.957147085423514,158.58924492308194,187.54639200850545,6,6,1.5383117898026514e-09,60.00000000005353,1.5512270888865579e-10,60.00000000005022,0.000|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,18545.165833230378,139.44548717845657,22.500084382371174,116.9454027960854,2.59333527280942,18723.03913770003,106.65656632853302,17.705858389071004,88.950707939462
pv_1p2,1.2,1.0,1.0,2.25,149.61625495763926,197.48825370049065,optimal,334542.5088919087,0.0,80.43586116471783,80.43586116471783,0,6,23.219053874981835,60.0000000000116,3.855177634957037e-10,60.00000000000518,23.219|52.200|60.000,0.000|52.200|60.000,3.3905920000535392,8279.187605987217,55.336150529441454,22.500084382371174,32.836066147070284,2.5933352728094197,21063.419029143803,106.65656632464047,17.705858389071,88.95070793556947
corridors_0p8,1.0,0.8,0.8,0.0,0.0,0.0,optimal,414156.1494586128,644.2471478637499,283.34230085141274,927.5894487151627,6,5,-4.0095080792537305e-11,60.000000005845656,6.138094554693767e-11,60.000000005859945,0.000|41.331|60.000,0.000|8.586|49.917|60.000,0.0,5.321549458513243e-06,,,,0.0,5.332218035707063e-06,,,
corridors_0p8,1.0,0.8,0.8,0.25,16.624028328626583,21.943139300054515,optimal,409497.62383882084,584.0278123799462,222.54538022922105,806.5731926091673,6,5,-2.398466784833631e-11,60.00000000223758,7.807556507987592e-11,60.000000002252364,0.000|41.331|60.000,0.000|8.586|49.917|60.000,3.3905920000535392,2318.145733592927,139.44548744548752,22.500084382371174,116.94540306311634,2.59333527280942,2340.379896537702,106.65656652564236,17.705858389071004,88.95070813657136
corridors_0p8,1.0,0.8,0.8,0.5,33.248056657253166,43.88627860010903,optimal,404839.0982187518,523.8084768838522,161.74845959773074,685.556936481583,6,5,-9.92595761240337e-12,60.00000000099115,1.0859300839750537e-10,60.00000000100474,0.000|41.331|60.000,0.000|8.586|49.917|60.000,3.3905920000535392,4636.291462231093,139.44548729646343,22.500084382371174,116.94540291409226,2.59333527280942,4680.759788126815,106.656566412883,17.705858389071004,88.95070802381198
corridors_0p8,1.0,0.8,0.8,0.75,49.87208498587975,65.82941790016355,optimal,400180.5725980198,463.58914139092997,100.95153896306874,564.5406803539987,6,5,4.6515410737222014e-12,60.00000000054219,1.7128759052691783e-10,60.00000000055306,0.000|41.331|60.000,0.000|8.586|49.917|60.000,3.3905920000535392,6954.437190863222,139.44548724666768,22.500084382371174,116.94540286429651,2.59333527280942,7021.139679700347,106.65656637505985,17.705858389071004,88.95070798598886
corridors_0p8,1.0,0.8,0.8,1.0,66.49611331450633,87.77255720021806,optimal,395522.04697821237,403.36980589369443,40.15461833272008,443.5244242264145,6,5,2.1066505999622493e-11,60.00000000034704,4.2805689160075787e-10,60.00000000035454,0.000|41.331|60.000,0.000|8.586|49.917|60.000,3.3905920000535392,9272.582919492275,139.44548722172357,22.500084382371174,116.9454028393524,2.59333527280942,9361.519571139253,106.6565663546145,17.705858389071004,88.9507079655435
corridors_0p8,1.0,0.8,0.8,1.25,83.12014164313291,109.71569650027257,optimal,391040.7630458695,322.5081876887675,0.0,322.5081876887675,6,0,4.63372595086057e-11,60.0000000002387,8.586341457529043,60.0000000002426,0.000|41.331|60.000,8.586|49.917|60.000,3.3905920000535392,11590.728648110802,139.44548720663047,22.500084382371174,116.9454028242593,2.59333527280942,9091.783862161548,82.86675609937873,17.705858389071004,65.16089771030772
corridors_0p8,1.0,0.8,0.8,1.5,99.7441699717595,131.6588358003271,optimal,386904.26054585015,201.49193156118307,0.0,201.49193156118307,6,0,1.085749308377268e-10,60.00000000016653,8.586341462182501,60.00000000016681,0.000|41.331|60.000,8.586|49.917|60.000,3.3905920000535392,13908.87437670324,139.4454871963068,22.500084382371174,116.94540281393563,2.59333527280942,10910.140632099032,82.86675608042955,17.705858389071004,65.16089769135854
corridors_0p8,1.0,0.8,0.8,1.75,116.36819830038608,153.6019751003816,optimal,382767.7580461935,80.47567543359918,0.0,80.47567543359918,6,0,3.652245143369231e-10,60.00000000011125,8.586341463247697,60.00000000010805,0.000|41.331|60.000,8.586|49.917|60.000,3.3905920000535392,16227.020105175618,139.44548718790105,22.500084382371174,116.94540280552988,2.59333527280942,12728.497402876383,82.86675607236226,17.705858389071004,65.16089768329127
corridors_0p8,1.0,0.8,0.8,2.0,132.99222662901266,175.54511440043612,optimal,379843.771188408,0.0,0.0,0.0,0,0,29.90869853543968,60.00000000007363,38.49503999849896,60.00000000006975,29.909|41.331|60.000,38.495|49.917|60.000,3.3905920000535392,4136.510223307607,31.10339850799381,22.500084382371174,8.603314125622635,2.59333527280942,5.429804504354748e-06,3.093110578952836e-08,17.705858389071004,-17.7058583581399
corridors_0p8,1.0,0.8,0.8,2.25,149.61625495763926,197.48825370049065,optimal,379326.70741126675,0.0,0.0,0.0,0,0,29.90869853690705,60.000000000062315,38.495039999650295,60.00000000006597,29.909|41.331|60.000,38.495|49.917|60.000,3.3905920000535392,4653.573999850763,31.10339849883508,22.500084382371174,8.603314116463906,2.5933352728094197,4.940193887407413e-06,2.5015127709315197e-08,17.705858389071,-17.705858364055874
