investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,10.777301873378844,34.54406578512451
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,11.616025374006822,38.64505499771817
I1,N7,0.0,0.0
I1,N8,13.4889789256005,26.993977884213788
I1,N9,10.913231445669846,36.615643809135264
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,11.304626001991808,36.97185731117057
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,11.0175659540532,37.45473689442135
I2,N7,0.0,0.0
I2,N8,12.4796723709496,24.986496966936517
I2,N9,11.993673282266567,37.38565130179242
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,11.616618282825158,33.33487907565079
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,11.163202722712219,40.33867312897364
I3,N7,0.0,0.0
I3,N8,12.725289930358075,29.850278351607294
I3,N9,11.290426664131546,33.274911911263324
I4,N1,2.8477118217991393,5.695423652039607
I4,N2,0.0,0.0
I4,N3,10.251846846850903,30.726974210419407
I4,N4,2.308080336357163,4.616160681155667
I4,N5,0.0,0.0
I4,N6,12.169349025059224,43.5802067076354
I4,N7,0.0,0.0
I4,N8,9.038019343213218,27.07131416212116
I4,N9,15.241410550010855,35.59483840713588
