sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw
1,I1,optimal,True,2.7312518999679014,,,0.01,,,,,19006.68282727842,0.0,187.18215161169863,46.79553761865601,0.0,547.1949722884781,136.79874247619173,60.96564220004342,174.3208268305416,15.241410550010855,43.5802067076354,253.05798028725127,63.26449507181282,0.0,0.0
1,I2,optimal,True,5.204424299998209,,,0.01,,,,,18060.429861131703,0.0,187.18215097663816,46.795537609261174,0.0,547.1949710439957,136.79874247432085,60.96564220004342,174.3208268305416,15.241410550010855,43.5802067076354,253.05798028725127,63.26449507181282,0.0,0.0
1,I3,optimal,True,8.839696799986996,,,0.01,,,,,128600.35462612352,0.0,187.1821506716061,46.795537600027,0.0,547.1949706190657,136.79874246749506,60.96564220004342,174.3208268305416,15.241410550010855,43.5802067076354,253.05798028725127,63.26449507181282,0.0,0.0
1,I4,optimal,True,13.081710199941881,,,0.01,,,,,207620.46003135637,0.0,207.42567260194195,51.8564179232905,0.0,589.139673279093,147.28491782050713,60.96564220004342,174.3208268305416,15.241410550010855,43.5802067076354,253.05798028725127,63.26449507181282,0.0,0.0
2,I1,error: [Errno 22] Invalid argument,False,0.3108610000927001,,,0.01,,,,,nan,46.79553761865601,46.79553761865601,46.79553761865601,136.79874247619173,136.79874247619173,136.79874247619173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,I2,error: [Errno 22] Invalid argument,False,0.3245673000346869,,,0.01,,,,,nan,46.795537609261174,46.795537609261174,46.795537609261174,136.79874247432085,136.79874247432085,136.79874247432085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,I3,error: [Errno 22] Invalid argument,False,0.3122725000139326,,,0.01,,,,,nan,46.795537600027,46.795537600027,46.795537600027,136.79874246749506,136.79874246749506,136.79874246749506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,I4,error: [Errno 22] Invalid argument,False,0.2994597000069916,,,0.01,,,,,nan,51.8564179232905,51.8564179232905,51.8564179232905,147.28491782050713,147.28491782050713,147.28491782050713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,I1,error: [Errno 22] Invalid argument,False,0.31664810003712773,,,0.01,,,,,nan,46.79553761865601,46.79553761865601,46.79553761865601,136.79874247619173,136.79874247619173,136.79874247619173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,I2,error: [Errno 22] Invalid argument,False,0.32476069999393076,,,0.01,,,,,nan,46.795537609261174,46.795537609261174,46.795537609261174,136.79874247432085,136.79874247432085,136.79874247432085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
