hour,lambda_system,system_net_injection_residual_mw
1,67.15000054130186,-1.1248527394621164e-14
2,67.15000049376778,1.9382286075641405e-14
3,67.15000040874854,-2.926539233588214e-14
4,67.15000029077733,-1.3052238263080486e-14
5,67.15000043617141,-2.1723064881161555e-14
6,67.15000054882489,-1.948571239839118e-14
7,67.15000061277918,-6.528172601455205e-14
8,67.15000062891646,-1.3233879952286858e-14
9,67.15000057511773,-4.003093873818226e-14
10,60.00000065852047,6.124839808583404e-14
11,60.00000058189591,-2.98719554087378e-14
12,60.000000564063086,3.689189210154934e-14
13,60.00000054818825,-1.3389763846023261e-14
14,60.00000052147803,-3.1978632068858974e-14
15,60.000000515037556,1.0006633415982682e-14
16,60.000000555582254,1.1774374183303902e-15
17,60.00000061174973,-4.807493680838637e-14
18,67.1500005232632,-1.0815767435729085e-13
19,67.14999980759492,-2.1116046183989608e-14
20,67.14999986302573,-6.491427380467072e-14
21,67.15000061897216,-1.2199686072964678e-13
22,67.1500006112497,7.10736587455711e-14
23,67.15000058095526,2.079460056863839e-14
24,67.15000055753086,-4.6331773390244005e-15
