investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,50.000000671853684,299.0008786401298,5.980017492448661,0.5000000067185368
I1,N2,0.0021870182855640947,0.004374079154818974,2.0000194711178527,2.1870182855640947e-05
I1,N3,0.002187019178270344,0.004374050338707779,2.000005478766355,2.187019178270344e-05
I1,N4,0.002187060146404727,0.00437416203197409,2.0000190845984296,2.187060146404727e-05
I1,N5,50.00000067290773,103.20714771878346,2.0641429265961144,0.5000000067290773
I2,N1,50.0000000534371,283.80224413984513,5.676044876730675,0.500000000534371
I2,N2,0.002187145043918912,0.004374340501719404,2.000023050086102,2.187145043918912e-05
I2,N3,0.0021871151127999984,0.004374271779819307,2.000018999557484,2.1871151127999984e-05
I2,N4,0.002187113950508727,0.004374421722943363,2.000088619948615,2.187113950508727e-05
I2,N5,49.99999984674159,105.11245685816326,2.1022491436070125,0.4999999984674159
