investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,1,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.121118557522
I1,1,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15756888785573
I1,1,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15378430084398
I1,1,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15756880193543
I1,1,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.19469389375848
I1,1,N6,0.014135118752970443,0.014118597596020013,-7.4901808245412385,5.585732058313186e-07,1.1369558003884987e-05,7.5,1.0985703560250717e-06,67.16113282293269
I1,1,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15756888785518
I1,1,N8,46.15057124453704,46.15057124453704,-0.2135805947624574,1.0470631445055696e-06,46.15057124453704,0.2500516673631323,5.1866379592473625e-05,67.15711440202686
I1,1,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15756882221274
I1,2,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.11584626277586
I1,2,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15269037095908
I1,2,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15134483165947
I1,2,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.1526902892009
I1,2,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.18812787426039
I1,2,N6,0.014135118752970443,0.01411860730088254,-7.490180828797875,5.587545135122163e-07,1.136464263951405e-05,7.5,1.097839452213626e-06,67.15609231576234
I1,2,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15269037095852
I1,2,N8,46.15057124453704,46.15057124453704,-0.2006334338258745,1.0493792446173851e-06,46.15057124453704,0.287815162317579,4.1506515299217446e-05,67.15204010992048
I1,2,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15269031956123
I1,3,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.11442863664651
I1,3,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.1516665365367
I1,3,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15083270931744
I1,3,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15166645418965
I1,3,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.18597903768176
I1,3,N6,0.014135118752970443,0.014118600876276326,-7.490180832533966,5.587964233096493e-07,1.1308304252307441e-05,7.5,1.0968836525401017e-06,67.15496048371148
I1,3,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15166653653614
I1,3,N8,46.15057124453704,46.15057124453704,-0.2011275904651626,1.049403382983277e-06,46.15057124453704,0.28638045715365634,4.1627180874862024e-05,67.15213132628242
I1,3,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.151666488264
I1,4,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.11867926337415
I1,4,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15617970360215
I1,4,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15308968604667
I1,4,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15617961551354
I1,4,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.18992970269763
I1,4,N6,0.014135118752970443,0.014118596568391747,-7.490180836108202,5.586390780690325e-07,1.1301127999926445e-05,7.5,1.0973558574163306e-06,67.1594196438786
I1,4,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.1561797036016
I1,4,N8,46.15057124453704,46.15057124453704,-0.20117960583941588,1.0485498142892002e-06,46.15057124453704,0.286086329646983,4.301672408339065e-05,67.15977967975121
I1,4,N9,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15617964648905
I1,5,N1,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.12217290307295
I1,5,N2,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15941081149239
I1,5,N3,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15470528458778
I1,5,N4,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15941072061624
I1,5,N5,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.19428581228075
I1,5,N6,0.014135118752970443,0.01411859393242061,-7.49018083844804,5.585214072184969e-07,1.1338891586127856e-05,7.5,1.0983306335135887e-06,67.16275874472747
I1,5,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.15941081149182
